Direction,Title,Filename,Size_GB,Quality_Score,Reason,Needs_Review,Will_Replace
Ali → Chris,Stakeout (1987),Stakeout (1987) {imdb-tt0094025} [Bluray-1080p][AC3 2.0][x264]-BHDStudio.mp4,6.65,1400,"Ali's version is higher quality (score: 1400 vs 1250, diff: +150)",YES,Stakeout (1987) {imdb-tt0094025} [WEBDL-1080p][EAC3 5.1][x264]-AM.mkv
Ali → Chris,Howards End (1992),Howards End (1992) {imdb-tt0104454} [Bluray-1080p][HDR10][EAC3 5.1][x265]-CZLK.mkv,23.14,1750,"Ali's version is higher quality (score: 1750 vs 1400, diff: +350)",YES,Howards End (1992) {imdb-tt0104454} [Bluray-1080p][AC3 5.1][x264]-EbP.mkv
Ali → Chris,Zombeavers (2014),Zombeavers (2014) {imdb-tt2784512} [Bluray-1080p][DTS-HD MA 5.1][x264]-Grym.mkv,8.36,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,Zombeavers (2014) {imdb-tt2784512} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-Kitsune.mkv
Ali → Chris,The Smurfs 2 (2013),The Smurfs 2 (2013) {imdb-tt2017020} - [Bluray-1080p][EAC3 7.1][x264]-playHD.mkv,13.75,1450,"Ali's version is higher quality (score: 1450 vs 1400, diff: +50)",YES,The Smurfs 2 (2013) {imdb-tt2017020} [Bluray-1080p][AC3 5.1][x264]-BHDStudio.mp4
Ali → Chris,Heat (1995),Heat.1995.Directors.Definitive.Edition.4K.REMASTERED.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-EPSiLON.mkv,36.47,2240,"Ali's version is higher quality (score: 2240 vs 1300, diff: +940)",YES,Heat (1995) {imdb-tt0113277} [Bluray-1080p][DTS 5.1][x264].mkv
Ali → Chris,Troll (2022),Troll (2022) {imdb-tt11116912} [NF][WEBDL-1080p][DV][EAC3 Atmos 5.1][h265]-FLUX.mkv,3.38,1400,"Ali's version is higher quality (score: 1400 vs 1250, diff: +150)",YES,Troll (2022) {imdb-tt11116912} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-playWEB.mkv
Ali → Chris,Spooky Buddies (2011),spooky.buddies.2011.1080p.bluray.x264-brmp.mkv,6.55,1400,"Ali's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Spooky Buddies (2011) {imdb-tt1792131} [Bluray-1080p][DTS 5.1][x264]-brmp.mkv
Ali → Chris,Bad Luck Banging or Loony Porn (2021),Bad Luck Banging or Loony Porn (2021) {imdb-tt14033502} [Bluray-1080p][EAC3 5.1][x264]-SPHD.mkv,10.79,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Bad Luck Banging or Loony Porn (2021) {imdb-tt14033502} [Bluray-1080p Proper][DTS-HD MA 5.1][x264]-usury.mkv
Ali → Chris,Late Night with the Devil (2024),Late Night with the Devil (2024) {imdb-tt14966898} [Bluray-1080p Proper][EAC3 5.1][x264]-ZoroSenpai.mkv,11.73,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,Late Night with the Devil (2024) {imdb-tt14966898} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv
Ali → Chris,Love Never Dies (2012),Love Never Dies (2012) {imdb-tt2243393} [Remux-1080p][DTS-HD MA 5.1][AVC]-EPSiLON.mkv,32.17,1500,"Ali's version is higher quality (score: 1500 vs 1050, diff: +450)",YES,Love Never Dies (2012) {imdb-tt2243393} [Bluray-720p][DTS 5.1][x264].mkv
Ali → Chris,Titanic (1997),Titanic (1997) {imdb-tt0120338} [Bluray-1080p][DV HDR10][EAC3 7.1][x265]-c0kE.mkv,30.16,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,Titanic (1997) {imdb-tt0120338} [Bluray-1080p][DTS 5.1][x264]-DON.mkv
Ali → Chris,Miller's Crossing (1990),Millers Crossing (1990) {imdb-tt0100150} [Bluray-1080p][EAC3 5.1][x264]-WiLDCAT.mkv,16.62,1450,"Ali's version is higher quality (score: 1450 vs 1100, diff: +350)",YES,Miller's Crossing (1990) {imdb-tt0100150} [WEBDL-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv
Ali → Chris,Bad Boys II (2003),Bad Boys II (2003) {imdb-tt0172156} [Hybrid][Bluray-1080p][DV HDR10][EAC3 Atmos 5.1][x265]-SQS.mkv,10.48,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,Bad Boys II (2003) {imdb-tt0172156} [Bluray-1080p][DTS 5.1][x264]-DON.mkv
Ali → Chris,Space Jam A New Legacy (2021),Space Jam A New Legacy (2021) {imdb-tt3554046} [Bluray-1080p][EAC3 7.1][x264]-iFT.mkv,15.53,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,Space Jam A New Legacy (2021) {imdb-tt3554046} [HMAX][WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv
Ali → Chris,The Island (2023),The Island (2023) {imdb-tt21853596} [Bluray-1080p][EAC3 5.1][x264]-PTer.mkv,8.37,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,The Island (2005) {imdb-tt0399201} {edition-Remastered} [Bluray-1080p][DTS 5.1][x264]-HiDt.mkv
Ali → Chris,PAW Patrol The Movie (2021),PAW Patrol The Movie (2021) {imdb-tt11832046} [Bluray-1080p][EAC3 7.1][x264]-iFT.mkv,5.90,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,PAW Patrol The Movie (2021) {imdb-tt11832046} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-EVO.mkv
Ali → Chris,Azrael (2024),Azrael (2024) {imdb-tt22173666} [Bluray-1080p][DTS-HD MA 5.1][x264]-SNOW.mkv,12.17,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,Azrael (2024) {imdb-tt22173666} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv
Ali → Chris,Locked Down (2021),Locked.Down.2021.1080p.BluRay.DD+5.1.x264-iFT.mkv,11.72,1450,"Ali's version is higher quality (score: 1450 vs 1200, diff: +250)",YES,Locked Down (2021) {imdb-tt13061914} [WEBDL-1080p][AC3 5.1][h264]-MZABI.mkv
Ali → Chris,Nightmare Alley (2021),Nightmare Alley (2021) {imdb-tt7740496} - [Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-HiDt.mkv,21.28,1730,"Ali's version is higher quality (score: 1730 vs 1450, diff: +280)",YES,Nightmare Alley (2021) {imdb-tt7740496} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv
Ali → Chris,Abbott and Costello Meet the Mummy (1955),Abbott and Costello Meet the Mummy (1955) {imdb-tt0047795} - [Bluray-1080p][FLAC 2.0][DV HDR10][x265]-PTer.mkv,13.42,1580,"Ali's version is higher quality (score: 1580 vs 1250, diff: +330)",YES,Abbott and Costello Meet the Mummy (1955) {imdb-tt0047795} [AMZN][WEBDL-1080p][EAC3 2.0][x264]-ABM.mkv
Ali → Chris,The Fall Guy (2024),The Fall Guy (2024) {imdb-tt1684562} [Bluray-1080p][DV HDR10][EAC3 7.1][x265]-PTer.mkv,13.25,1730,"Ali's version is higher quality (score: 1730 vs 1250, diff: +480)",YES,The Fall Guy (2024) {imdb-tt1684562} {edition-Extended Version} [WEBDL-1080p Proper][EAC3 5.1][x264]-FLUX.mkv
Ali → Chris,Back to the Future Part II (1989),Back to the Future Part II (1989) {imdb-tt0096874} [Bluray-1080p Proper][DV HDR10Plus][FLAC 2.0][x265]-DON.mkv,18.24,1580,"Ali's version is higher quality (score: 1580 vs 1300, diff: +280)",YES,Back to the Future Part II (1989) {imdb-tt0096874} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv
Ali → Chris,Bring Her Back (2025),Bring Her Back (2025) {imdb-tt32246771} - [Hybrid][Bluray-1080p][EAC3 Atmos 5.1][DV HDR10Plus][x265]-HiDt.mkv,16.03,1730,"Ali's version is higher quality (score: 1730 vs 1550, diff: +180)",YES,Bring Her Back (2025) {imdb-tt32246771} [Bluray-1080p][TrueHD Atmos 7.1][h264]-RiSEHD.mkv
Ali → Chris,Antlers (2021),Antlers.2021.1080p.BluRay.DD+5.1.x264-iFT.mkv,10.91,1450,"Ali's version is higher quality (score: 1450 vs 1200, diff: +250)",YES,Antlers (2021) {imdb-tt7740510} [WEBDL-1080p][AC3 5.1][h264]-EVO.mkv
Ali → Chris,Last Action Hero (1993),Last Action Hero (1993) {imdb-tt0107362} [Bluray-1080p][DV HDR10][EAC3 Atmos 5.1][x265]-SQS.mkv,10.11,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,Last Action Hero (1993) {imdb-tt0107362} [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv
Ali → Chris,Women Talking (2022),Women Talking (2022) {imdb-tt13669038} [Bluray-1080p][EAC3 5.1][x264]-i9.mkv,12.50,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,Women Talking (2022) {imdb-tt13669038} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv
Ali → Chris,"Peanuts Movie, The (2015)",The Peanuts Movie (2015) {imdb-tt2452042} [Bluray-1080p][EAC3 7.1][x264]-Spyfox.mkv,5.23,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,The Peanuts Movie (2015) {imdb-tt2452042} [Bluray-1080p][DTS-ES 5.1][x264]-TWA.mkv
Ali → Chris,Edge of the World (2021),Edge of the World (2021) {imdb-tt3006472} [Bluray-1080p][EAC3 5.1][x264]-SPHD.mkv,13.68,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,Edge of the World (2021) {imdb-tt3006472} [AMZN][WEBDL-1080p][EAC3 2.0][h264]-CMRG.mkv
Ali → Chris,Canadian Bacon (1995),Canadian Bacon (1995) {imdb-tt0109370} [Bluray-1080p][AC3 2.0][x264]-BHDStudio.mp4,5.55,1400,"Ali's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,Canadian Bacon (1995) {imdb-tt0109370} [Bluray-1080p][FLAC 2.0][x264].mkv
Ali → Chris,Knock Knock (2015),Knock Knock (2015) {imdb-tt3605418} - [Bluray-1080p][EAC3 Atmos 8.0][DV HDR10][x265]-PapitaHD.mkv,9.46,1730,"Ali's version is higher quality (score: 1730 vs 1500, diff: +230)",YES,Knock Knock (2015) {imdb-tt3605418} [Remux-1080p][DTS-HD MA 5.1][h264]-KRaLiMaRKo.mkv
Ali → Chris,Monty Python and the Holy Grail (1975),Monty Python and the Holy Grail (1975) {imdb-tt0071853} - [Bluray-1080p][FLAC 2.0][DV HDR10][x265]-c0kE.mkv,19.93,1580,"Ali's version is higher quality (score: 1580 vs 1430, diff: +150)",YES,Monty Python and the Holy Grail (1975) {imdb-tt0071853} [WEBDL-1080p][AAC 2.0][AV1].mkv
Ali → Chris,Warm Bodies (2013),Warm Bodies (2013) {imdb-tt1588173} [Bluray-1080p][DV HDR10][EAC3 5.1][x265]-SQS.mkv,5.64,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,Warm Bodies (2013) {imdb-tt1588173} [Bluray-1080p][DTS 5.1][x264]-EbP.mkv
Ali → Chris,You Should Have Left (2020),You Should Have Left (2020) {imdb-tt8201852} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,11.59,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,You Should Have Left (2020) {imdb-tt8201852} [Bluray-1080p][DTS-HD MA 5.1][x264]-EVO.mkv
Ali → Chris,Alvin and the Chipmunks Chipwrecked (2011),Alvin.and.the.Chipmunks.Chipwrecked.2011.BluRay.1080p.DTS-HD.MA.5.1.x264.dxva-FraMeSToR.mkv,10.86,1540,"Ali's version is higher quality (score: 1540 vs 1300, diff: +240)",YES,Alvin and the Chipmunks Chipwrecked (2011) {imdb-tt1615918} [Bluray-1080p][DTS-HD MA 5.1][x264]-FraMeSToR.mkv
Ali → Chris,Jurassic Park (1993),Jurassic Park (1993) {imdb-tt0107290} [Bluray-1080p][DV HDR10][EAC3 Atmos 5.1][x265]-HiDt.mkv,23.91,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,Jurassic Park (1993) {imdb-tt0107290} [Bluray-1080p][DTS-ES 6.1][x264].mkv
Ali → Chris,Harry Potter and the Order of the Phoenix (2007),Harry Potter and the Order of the Phoenix (2007) {imdb-tt0373889} - [Bluray-1080p][EAC3 Atmos 7.1][HDR10][x265]-BMF.mkv,12.85,1750,"Ali's version is higher quality (score: 1750 vs 1400, diff: +350)",YES,Harry Potter and the Order of the Phoenix (2007) {imdb-tt0373889} [Bluray-1080p][AC3 5.1][x264]-NTb.mkv
Ali → Chris,Boogie Nights (1997),Boogie Nights (1997) {imdb-tt0118749} - [Hybrid][Bluray-1080p][EAC3 5.1][DV HDR10Plus][x265]-HiDt.mkv,18.96,1730,"Ali's version is higher quality (score: 1730 vs 1400, diff: +330)",YES,Boogie Nights (1997) {imdb-tt0118749} [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv
Ali → Chris,The Life of David Gale (2003),The Life of David Gale (2003) {imdb-tt0289992} - [Bluray-1080p][EAC3 5.1][x264]-ZoroSenpai.mkv,20.26,1450,"Ali's version is higher quality (score: 1450 vs 1100, diff: +350)",YES,The Life of David Gale (2003) {imdb-tt0289992} [WEBDL-1080p][DTS 5.1][x264]-CtrlHD.mkv
Ali → Chris,Toy Story (1995),Toy Story (1995) {imdb-tt0114709} [Bluray-1080p][HDR10][EAC3 Atmos 7.1][x265]-Geek.mkv,6.70,1750,"Ali's version is higher quality (score: 1750 vs 1300, diff: +450)",YES,Toy Story (1995) {imdb-tt0114709} [Bluray-1080p][DTS-ES 5.1][x264].mkv
Ali → Chris,Code Name Banshee (2022),Code.Name.Banshee.2022.1080p.BluRay.x264-RUSTED.mkv,13.65,1300,"Ali's version is higher quality (score: 1300 vs 1200, diff: +100)",YES,Code Name Banshee (2022) {imdb-tt15438542} [WEBDL-1080p][AC3 5.1][h264]-CMRG.mkv
Ali → Chris,"Last Witch Hunter, The (2015)",The Last Witch Hunter 2015 1080p BluRay DTS x264-VietHD.mkv,13.75,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,The Last Witch Hunter (2015) {imdb-tt1618442} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-DKV.mkv
Ali → Chris,Jerome Bixby's The Man from Earth (2007),The Man from Earth (2007) {imdb-tt0756683} [Bluray-1080p][AC3 5.1][x264].mp4,10.77,1400,"Ali's version is higher quality (score: 1400 vs 1250, diff: +150)",YES,The Man from Earth (2007) {imdb-tt0756683} [AMZN][WEBDL-1080p][EAC3 5.1][h264].mkv
Ali → Chris,"Swan Princess, The (1994)",The Swan Princess (1994) {imdb-tt0111333} [Bluray-1080p][AC3 2.0][x264]-AnimeToons.mkv,8.13,1400,"Ali's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,The Swan Princess (1994) {imdb-tt0111333} [Bluray-1080p][DTS 5.1][x264]-AMIABLE.mkv
Ali → Chris,Tetsuo The Iron Man (1989),Tetsuo The Iron Man (1989) {imdb-tt0096251} [Bluray-1080p][AAC 2.0][x264]-CALiGARi.mkv,12.82,1380,"Ali's version is higher quality (score: 1380 vs 1300, diff: +80)",YES,Tetsuo The Iron Man (1989) {imdb-tt0096251} [Bluray-1080p][DTS 2.0][x264]-CiNEFiLE.mkv
Ali → Chris,Cocaine Bear (2023),Cocaine Bear (2023) {imdb-tt14209916} [Bluray-1080p][DTS-HD MA 7.1][x264]-KNiVES.mkv,13.83,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,Cocaine Bear (2023) {imdb-tt14209916} [AMZN][WEBDL-1080p][EAC3 5.1][h264].mkv
Ali → Chris,Official Secrets (2019),Official.Secrets.2019.1080p.REPACK.BluRay.DTS.x264-iFT.mkv,10.89,1300,"Ali's version is higher quality (score: 1300 vs 1200, diff: +100)",YES,Official Secrets (2019) {imdb-tt5431890} [WEBDL-1080p][AC3 5.1][h264]-EVO.mkv
Ali → Chris,Harry Potter and the Half-Blood Prince (2009),Harry Potter and the Half-Blood Prince (2009) {imdb-tt0417741} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-BMF.mkv,15.29,1750,"Ali's version is higher quality (score: 1750 vs 1300, diff: +450)",YES,Harry Potter and the Half-Blood Prince (2009) {imdb-tt0417741} [Bluray-1080p][DTS 5.1][x264]-HiDt.mkv
Ali → Chris,Diamonds Are Forever (1971),Diamonds Are Forever (1971) {imdb-tt0066995} [Bluray-1080p][DV HDR10][EAC3 Atmos 5.1][x265]-HiDt.mkv,20.76,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,Diamonds Are Forever (1971) {imdb-tt0066995} [Bluray-1080p][DTS 5.1][x264].mkv
Ali → Chris,Child's Play 2 (1990),Childs Play 2 (1990) {imdb-tt0099253} [Bluray-1080p][DV HDR10][EAC3 Atmos 7.1][x265]-NTb.mkv,12.48,1730,"Ali's version is higher quality (score: 1730 vs 1450, diff: +280)",YES,Child's Play 2 (1990) {imdb-tt0099253} [Bluray-1080p][EAC3 7.1][x264]-iFT.mkv
Ali → Chris,Twilight of the Warriors Walled In (2024),Twilight of the Warriors Walled In (2024) {imdb-tt20316748} [Bluray-1080p][EAC3 7.1][x264]-PTer.mkv,13.53,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,Twilight of the Warriors Walled In (2024) {imdb-tt20316748} [WEBDL-1080p][EAC3 5.1][h264]-HDSWEB.mkv
Ali → Chris,Cobweb (2023),Cobweb (2023) {imdb-tt9100018} [Bluray-1080p][EAC3 5.1][x264]-playHD.mkv,8.40,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,Cobweb (2023) {imdb-tt9100018} [WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv
Ali → Chris,Star Wars - Episode I The Phantom Menace (1999),Star Wars Episode I The Phantom Menace (1999) {imdb-tt0120915} - [Hybrid][Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-HiDt.mkv,15.50,1730,"Ali's version is higher quality (score: 1730 vs 1450, diff: +280)",YES,Star Wars Episode I - The Phantom Menace (1999) {imdb-tt0120915} [Bluray-1080p][EAC3 7.1][x264]-LoRD.mkv
Ali → Chris,Chameleon Street (1991),Chameleon Street (1991) {imdb-tt0101561} [Bluray-1080p][FLAC 2.0][x264]-KMD.mkv,11.23,1300,"Ali's version is higher quality (score: 1300 vs 1180, diff: +120)",YES,Chameleon Street (1989) {imdb-tt0101561} [WEBDL-1080p][AAC 2.0][x264]-KUCHU.mkv
Ali → Chris,Watcher (2022),Watcher (2022) {imdb-tt12004038} [Bluray-1080p][EAC3 5.1][x264]-BYRHD.mkv,7.26,1450,"Ali's version is higher quality (score: 1450 vs 1200, diff: +250)",YES,Watcher (2022) {imdb-tt12004038} [WEBDL-1080p][AC3 5.1][h264]-CMRG.mkv
Ali → Chris,The Boys in the Boat (2023),The Boys in the Boat (2023) {imdb-tt1856080} [Bluray-1080p][EAC3 7.1][x264]-c0kE.mkv,15.94,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,The Boys in the Boat (2023) {imdb-tt1856080} [AMZN][WEBDL-1080p Proper][EAC3 Atmos 5.1][h264]-FLUX.mkv
Ali → Chris,Justice League x RWBY Super Heroes and Huntsmen Part One (2023),Justice League x RWBY Super Heroes and Huntsmen Part One (2023) {imdb-tt24548912} [Bluray-1080p][DTS-HD MA 5.1][h264]-UNDERTAKERS.mkv,10.24,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,"Justice League x RWBY Super Heroes & Huntsmen, Part One (2023) {imdb-tt24548912} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-playWEB.mkv"
Ali → Chris,Happy Feet (2006),Happy Feet (2006) {imdb-tt0366548} - [Bluray-1080p][EAC3 5.1][x264]-j3rico.mkv,7.11,1450,"Ali's version is higher quality (score: 1450 vs 900, diff: +550)",YES,Happy Feet (2006) {imdb-tt0366548} [HDTV-1080p][AC3 5.1][x264]-x264.mkv
Ali → Chris,Maestro (2023),Maestro (2023) {imdb-tt5535276} [NF][WEBDL-1080p][DV][EAC3 Atmos 5.1][h265]-Kitsune.mkv,3.69,1400,"Ali's version is higher quality (score: 1400 vs 1250, diff: +150)",YES,Maestro (2023) {imdb-tt5535276} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-playWEB.mkv
Ali → Chris,La Chimera (2023),La Chimera (2023) {imdb-tt14561712} [Bluray-1080p Proper][EAC3 5.1][x264]-KMD.mkv,13.55,1450,"Ali's version is higher quality (score: 1450 vs 1250, diff: +200)",YES,La Chimera (2023) {imdb-tt14561712} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-CODROiPO.mkv
Ali → Chris,Final Destination 3 (2006),Final Destination 3 (2006) {imdb-tt0414982} [Bluray-1080p][EAC3 5.1][x264]-PTer.mkv,10.95,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Final Destination 3 (2006) {imdb-tt0414982} [Bluray-1080p][DTS 5.1][x264]-DON.mkv
Ali → Chris,Jeepers Creepers Reborn (2022),Jeepers Creepers Reborn 2022 1080p BluRay DDP 5.1 DV x265-LEGi0N.mkv,16.63,1550,"Ali's version is higher quality (score: 1550 vs 1250, diff: +300)",YES,Jeepers Creepers Reborn (2022) {imdb-tt14121726} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv
Ali → Chris,Chicken Run Dawn of the Nugget (2023),Chicken Run Dawn of the Nugget (2023) {imdb-tt8337264} [NF][WEBDL-1080p][DV HDR10][EAC3 Atmos 5.1][h265]-Kitsune.mkv,2.51,1530,"Ali's version is higher quality (score: 1530 vs 1250, diff: +280)",YES,Chicken Run Dawn of the Nugget (2023) {imdb-tt8337264} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv
Ali → Chris,Transformers Revenge of the Fallen (2009),Transformers Revenge of the Fallen (2009) {imdb-tt1055369} [Hybrid][Bluray-1080p][DV HDR10][EAC3 Atmos 5.1][x265]-SQS.mkv,10.30,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,Transformers Revenge of the Fallen (2009) {imdb-tt1055369} [Bluray-1080p][DTS 5.1][h264].mkv
Ali → Chris,The Hunt for Red October (1990),The Hunt for Red October (1990) {imdb-tt0099810} [Bluray-1080p][DV HDR10][EAC3 5.1][x265]-NTb.mkv,15.47,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,The Hunt for Red October (1990) {imdb-tt0099810} [Bluray-1080p][DTS 5.1][x264].mkv
Ali → Chris,Kalki 2898-AD (2024),Kalki 2898-AD (2024) {imdb-tt12735488} [Bluray-1080p][DTS-HD MA 5.1][x264]-DUS.mkv,13.00,1300,"Ali's version is higher quality (score: 1300 vs 1250, diff: +50)",YES,Kalki 2898-AD (2024) {imdb-tt12735488} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-XEBEC.mkv
Ali → Chris,Albert Nobbs (2011),Albert.Nobbs.2011.1080p.BluRay.DTS-HD.MA.5.1.x264-FuzerHD.mkv,11.40,1540,"Ali's version is higher quality (score: 1540 vs 1300, diff: +240)",YES,Albert Nobbs (2011) {imdb-tt1602098} [Bluray-1080p][DTS-HD MA 5.1][x264]-FuzerHD.mkv
Ali → Chris,Resurrection (2022),Resurrection (2022) {imdb-tt11540726} [Bluray-1080p][AC3 5.1][x264]-BHDStudio.mp4,6.23,1400,"Ali's version is higher quality (score: 1400 vs 1200, diff: +200)",YES,Resurrection (2022) {imdb-tt11540726} [WEBDL-1080p][AC3 5.1][h264].mkv
Ali → Chris,"Twilight Saga Breaking Dawn - Part 1, The (2011)",The Twilight Saga Breaking Dawn Part 1 (2011) {imdb-tt1324999} [Bluray-1080p][AC3 5.1][x264]-DON.mkv,10.40,1400,"Ali's version is higher quality (score: 1400 vs 1300, diff: +100)",YES,The.Twilight.Saga.Breaking.Dawn.Part.1.2011.1080p.BluRay.x264-DON.mkv
Ali → Chris,A.I. Artificial Intelligence (2001),A.IArtificial.Intelligence.2001.1080p.Bluray.DTS-HD.MA.5.1.x264-BluEvo.mkv,21.89,1540,"Ali's version is higher quality (score: 1540 vs 1300, diff: +240)",YES,A.I. Artificial Intelligence (2001) {imdb-tt0212720} [Bluray-1080p][DTS-HD MA 5.1][x265].mkv
Ali → Chris,Murder Mystery 2 (2023),Murder Mystery 2 (2023) {imdb-tt15255288} [NF][WEBDL-1080p][DV HDR10][EAC3 Atmos 5.1][h265]-FLUX.mkv,2.66,1530,"Ali's version is higher quality (score: 1530 vs 1250, diff: +280)",YES,Murder Mystery 2 (2023) {imdb-tt15255288} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv
Ali → Chris,Paranormal Activity 2 (2010),Paranormal Activity 2 (2010) {imdb-tt1536044} - [Bluray-1080p][EAC3 5.1][x264]-j3rico.mkv,13.15,1450,"Ali's version is higher quality (score: 1450 vs 1130, diff: +320)",YES,Paranormal Activity 2 (2010) {imdb-tt1536044} [Bluray-720p][AAC 5.1][x264].mp4
Ali → Chris,Poseidon (2006),Poseidon (2006) {imdb-tt0409182} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-SM737.mkv,5.44,1730,"Ali's version is higher quality (score: 1730 vs 1300, diff: +430)",YES,Poseidon (2006) {imdb-tt0409182} [Bluray-1080p][DTS 5.1][x264]-SbR.mkv
Ali → Chris,Four Rooms (1995),Four Rooms (1995) {imdb-tt0113101} [Bluray-1080p Proper][EAC3 Atmos 5.1][x264]-BiTOR.mkv,11.42,1450,"Ali's version is higher quality (score: 1450 vs 1300, diff: +150)",YES,Four Rooms (1995) {imdb-tt0113101} [Bluray-1080p][DTS 5.1][x264].mkv
Ali → Chris,Braveheart (1995),Braveheart (1995) {imdb-tt0112573} - [Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-SM737.mkv,10.33,1730,"Ali's version is higher quality (score: 1730 vs 1700, diff: +30)",YES,Braveheart (1995) {imdb-tt0112573} [Bluray-1080p][HDR10][AC3 5.1][x265]-DON.mkv
