Title,Winner,Ali_File,Ali_Score,Chris_File,Chris_Score,Action,Deleted_Path,Reason
Kong Skull Island (2017),tie,Kong Skull Island (2017) {tmdb-293167} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,7100,Kong Skull Island (2017) {tmdb-293167} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,7100,NO ACTION (keep both),,Both versions are equal quality (7100)
Ad Astra (2019),chris,Ad Astra (2019) {tmdb-419704} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-KeYBLaDE.mkv,7200,Ad Astra (2019) {tmdb-419704} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,7700,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+500)
Rocketman (2019),chris,Rocketman (2019) {tmdb-504608} - [Bluray-2160p][EAC3 7.1][DV HDR10][x265]-HONE.mkv,6803,Rocketman (2019) {tmdb-504608} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265].mkv,7087,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+284)
The Godfather (1972),ali,The Godfather (1972) {tmdb-238} - [Bluray-2160p][TrueHD 5.1][DV HDR10][x265]-SPHD.mkv,7150,,0,COPY Ali → Chris,,Only Ali has this file
Napoleon (2023),tie,Napoleon (2023) {tmdb-753342} - {edition-Directors Cut} [ATVP][WEBDL-2160p][EAC3 Atmos 5.1][DV HDR10Plus][h265]-FLUX.mkv,6700,Napoleon (2023) {tmdb-753342} - {edition-Directors Cut} [ATVP][WEBDL-2160p][EAC3 Atmos 5.1][DV HDR10Plus][h265]-FLUX.mkv,6700,NO ACTION (keep both),,Both versions are equal quality (6700)
Brotherhood of the Wolf (2001),ali,Brotherhood of the Wolf (2001) {tmdb-6312} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Aliens (1986),tie,Aliens (1986) {tmdb-679} - {edition-Special Edition} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,Aliens (1986) {tmdb-679} - {edition-Special Edition} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,NO ACTION (keep both),,Both versions are equal quality (7200)
Deadpool and Wolverine (2024),ali,Deadpool and Wolverine (2024) {tmdb-533535} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,Deadpool and Wolverine (2024) {tmdb-533535} - [WEBDL-2160p][EAC3 Atmos 5.1][DV HDR10Plus][h265]-FLUX.mkv,6700,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+500)
The Marvels (2023),tie,The Marvels (2023) {tmdb-609681} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,The Marvels (2023) {tmdb-609681} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,NO ACTION (keep both),,Both versions are equal quality (7200)
Star Trek Into Darkness (2013),ali,Star Trek Into Darkness (2013) {tmdb-54138} - {edition-IMAX} [Hybrid][Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-Flights.mkv,7700,Star Trek Into Darkness (2013) {tmdb-54138} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,7600,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+100)
Total Recall (1990),tie,Total Recall (1990) {tmdb-861} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,Total Recall (1990) {tmdb-861} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,7700,NO ACTION (keep both),,Both versions are equal quality (7700)
Twister (1996),ali,Twister (1996) {tmdb-664} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,Twister (1996) {tmdb-664} - [Remux-1080p][TrueHD Atmos 7.1][x264].mkv,4800,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+2400)
The Empire Strikes Back (1980),tie,The Empire Strikes Back (1980) {tmdb-1891} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,7100,The Empire Strikes Back (1980) {tmdb-1891} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265].mkv,7100,NO ACTION (keep both),,Both versions are equal quality (7100)
Shazam! Fury of the Gods (2023),chris,Shazam! Fury of the Gods (2023) {tmdb-594767} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,Shazam! Fury of the Gods (2023) {tmdb-594767} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,7700,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+500)
Guardians of the Galaxy (2014),ali,Guardians of the Galaxy (2014) {tmdb-118340} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,Guardians of the Galaxy (2014) {tmdb-118340} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,7048,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+152)
War of the Worlds (2005),chris,,0,War of the Worlds (2005) {tmdb-74} - [Remux-2160p][TrueHD Atmos 7.1][DV][h265].ts,7300,COPY Chris → Ali,,Only Chris has this file
Tron (1982),ali,Tron (1982) {tmdb-97} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPx.mkv,7150,,0,COPY Ali → Chris,,Only Ali has this file
Spider-Man Homecoming (2017),ali,Spider-Man Homecoming (2017) {tmdb-315635} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
The Hunt for Red October (1990),ali,The Hunt for Red October (1990) {tmdb-1669} - [Bluray-2160p][TrueHD 5.1][DV HDR10][x265]-W4NK3R.mkv,7150,The Hunt for Red October (1990) {tmdb-1669} - [Bluray-2160p][TrueHD 5.1][HDR10][x265]-HQMUX.mkv,7050,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+100)
The Mummy Returns (2001),ali,The Mummy Returns (2001) {tmdb-1734} - [Bluray-2160p][DTS-X 7.1][HDR10][x265]-CtrlHD.mkv,7000,,0,COPY Ali → Chris,,Only Ali has this file
Mad Max Fury Road (2015),ali,Mad Max Fury Road (2015) {tmdb-76341} - [Hybrid][Remux-2160p Proper][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,Mad Max Fury Road (2015) {tmdb-76341} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-BluDragon.mkv,7600,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+100)
The Terminator (1984),ali,The Terminator (1984) {tmdb-218} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Jaws (1975),chris,Jaws (1975) {tmdb-578} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,7100,Jaws (1975) {tmdb-578} - [Remux-2160p][TrueHD Atmos 7.1][HDR10Plus][HEVC]-FraMeSToR.mkv,7600,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+500)
Dune (2021),chris,Dune (2021) {tmdb-438631} - [Bluray-2160p Proper][TrueHD Atmos 7.1][DV HDR10Plus][x265]-W4NK3R.mkv,7200,Dune (2021) {tmdb-438631} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,7700,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+500)
Star Trek VI The Undiscovered Country (1991),chris,Star Trek VI The Undiscovered Country (1991) {tmdb-174} - {edition-Theatrical Cut} [Bluray-2160p][EAC3 7.1][DV HDR10][x265]-hallowed.mkv,6795,Star Trek VI The Undiscovered Country (1991) {tmdb-174} - [Bluray-2160p][TrueHD 7.1][HDR10][x265].mkv,7050,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+255)
Independence Day (1996),chris,,0,Independence Day (1996) {tmdb-602} - [Remux-2160p Proper][DTS-X 7.1][HDR10][h265].mkv,7500,COPY Chris → Ali,,Only Chris has this file
The Wizard of Oz (1939),ali,The Wizard of Oz (1939) {tmdb-630} - [Remux-2160p][DTS-HD MA 5.1][DV HDR10Plus][HEVC]-FraMeSToR.mkv,7600,,0,COPY Ali → Chris,,Only Ali has this file
John Wick Chapter 2 (2017),chris,John Wick Chapter 2 (2017) {tmdb-324552} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,John Wick Chapter 2 (2017) {tmdb-324552} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-4K4U.mkv,7600,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+400)
Guardians of the Galaxy Vol. 2 (2017),ali,Guardians of the Galaxy Vol. 2 (2017) {tmdb-283995} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,Guardians of the Galaxy Vol. 2 (2017) {tmdb-283995} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-TERMiNAL.mkv,7077,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+123)
Fast and Furious 6 (2013),chris,Fast and Furious 6 (2013) {tmdb-82992} - {edition-Extended} [Bluray-2160p Proper][DTS-HD MA 5.1][HDR10][x265]-CtrlHD.mkv,7000,Fast and Furious 6 (2013) {tmdb-82992} - [Remux-2160p Proper][DTS-HD MA 5.1][HDR10][h265].mkv,7500,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+500)
Warfare (2025),ali,Warfare (2025) {tmdb-1241436} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-MainFrame.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Star Trek V The Final Frontier (1989),chris,Star Trek V The Final Frontier (1989) {tmdb-172} - [Bluray-2160p][EAC3 7.1][DV HDR10][x265]-hallowed.mkv,6790,Star Trek V The Final Frontier (1989) {tmdb-172} - [Bluray-2160p][TrueHD 7.1][HDR10][x265].mkv,7050,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+260)
Iron Man (2008),ali,Iron Man (2008) {tmdb-1726} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,Iron Man (2008) {tmdb-1726} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-4K4U.mkv,7072,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+128)
The Godfather Part II (1974),ali,The Godfather Part II (1974) {tmdb-240} - [Bluray-2160p][TrueHD 5.1][DV HDR10][x265]-SPHD.mkv,7150,,0,COPY Ali → Chris,,Only Ali has this file
Cars 3 (2017),ali,Cars 3 (2017) {tmdb-260514} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
John Wick (2014),ali,John Wick (2014) {tmdb-245891} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,John Wick (2014) {tmdb-245891} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-Absinth.mkv,7092,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+108)
Top Gun (1986),chris,Top Gun (1986) {tmdb-744} - [Bluray-2160p][EAC3 7.1][DV HDR10][x265]-hallowed.mkv,6794,Top Gun (1986) {tmdb-744} - [Bluray-2160p][TrueHD Atmos 7.1][DV][h265]-SHD.mkv,6800,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+6)
Wonder Woman (2017),ali,Wonder Woman (2017) {tmdb-297762} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,Wonder Woman (2017) {tmdb-297762} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,7100,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+100)
Prey (2022),chris,,0,Prey (2022) {tmdb-766507} - [WEBDL-2160p][EAC3 Atmos 5.1][x265].mkv,5842,COPY Chris → Ali,,Only Chris has this file
Thor The Dark World (2013),ali,Thor The Dark World (2013) {tmdb-76338} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
Indiana Jones and the Last Crusade (1989),tie,Indiana Jones and the Last Crusade (1989) {tmdb-89} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,Indiana Jones and the Last Crusade (1989) {tmdb-89} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,7700,NO ACTION (keep both),,Both versions are equal quality (7700)
Terminator 2 Judgment Day (1991),ali,Terminator 2 Judgment Day (1991) {tmdb-280} - {edition-Theatrical Cut} [Remux-2160p][DTS-HD MA 5.1][PQ][HEVC]-FraMeSToR.mkv,6800,,0,COPY Ali → Chris,,Only Ali has this file
Shazam! (2019),tie,Shazam! (2019) {tmdb-287947} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,Shazam! (2019) {tmdb-287947} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,NO ACTION (keep both),,Both versions are equal quality (7200)
Twisters (2024),ali,Twisters (2024) {tmdb-718821} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-SPHD.mkv,7200,Twisters (2024) {tmdb-718821} - [WEBDL-2160p][EAC3 Atmos 5.1][DV HDR10Plus][h265]-FLUX.mkv,6700,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+500)
Star Trek (2009),tie,Star Trek (2009) {tmdb-13475} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,7100,Star Trek (2009) {tmdb-13475} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-IAMABLE.mkv,7100,NO ACTION (keep both),,Both versions are equal quality (7100)
Star Trek III The Search for Spock (1984),ali,Star Trek III The Search for Spock (1984) {tmdb-157} - [Bluray-2160p Proper][EAC3 7.1][DV HDR10][x265]-hallowed.mkv,6788,Star Trek III The Search for Spock (1984) {tmdb-157} - [Bluray-2160p][AC3 5.1][HDR10][x265]-BHDStudio.mp4,6621,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+167)
Extraction (2020),ali,Extraction (2020) {tmdb-545609} - [NF][WEBDL-2160p][EAC3 Atmos 5.1][DV HDR10][HEVC]-SiC.mkv,6630,,0,COPY Ali → Chris,,Only Ali has this file
Captain America The Winter Soldier (2014),tie,Captain America The Winter Soldier (2014) {tmdb-100402} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-W4NK3R.mkv,7100,Captain America The Winter Soldier (2014) {tmdb-100402} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-d3g.mkv,7100,NO ACTION (keep both),,Both versions are equal quality (7100)
The Revenant (2015),ali,The Revenant (2015) {tmdb-281957} - {edition-Open Matte} [Remux-2160p][TrueHD Atmos 7.1][DV HDR10Plus][h265]-Benflix.mkv,7700,The Revenant (2015) {tmdb-281957} - [Remux-2160p][DTS-HD MA 7.1][HDR10][HEVC]-FraMeSToR.mkv,7500,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+200)
Blade Runner 2049 (2017),ali,Blade Runner 2049 (2017) {tmdb-335984} - [Hybrid][Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-FraMeSToR.mkv,7600,,0,COPY Ali → Chris,,Only Ali has this file
Jurassic World Dominion (2022),chris,,0,Jurassic World Dominion (2022) {tmdb-507086} - [WEBDL-2160p][EAC3 Atmos 5.1][DV][h265].mkv,6300,COPY Chris → Ali,,Only Chris has this file
Top Gun Maverick (2022),ali,Top Gun Maverick (2022) {tmdb-361743} - {edition-IMAX} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-MainFrame.mkv,7200,Top Gun Maverick (2022) {tmdb-361743} - [WEBDL-2160p][EAC3 Atmos 5.1][DV HDR10Plus][h265].mkv,6700,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+500)
Bram Stokers Dracula (1992),ali,Bram Stokers Dracula (1992) {tmdb-6114} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,Bram Stokers Dracula (1992) {tmdb-6114} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-BluDragon.mkv,7600,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+100)
Zombieland Double Tap (2019),ali,Zombieland Double Tap (2019) {tmdb-338967} - [Bluray-2160p][DTS-X 7.1][DV HDR10][x265]-MainFrame.mkv,7076,,0,COPY Ali → Chris,,Only Ali has this file
Captain America Civil War (2016),ali,Captain America Civil War (2016) {tmdb-271110} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-W4NK3R.mkv,7100,Captain America Civil War (2016) {tmdb-271110} - [Bluray-2160p][EAC3 7.1][DV HDR10][x265]-HONE.mkv,6850,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+250)
Furious 7 (2015),chris,Furious 7 (2015) {tmdb-168259} - {edition-Extended} [Bluray-2160p][DTS-HD HRA 7.1][HDR10][x265]-CtrlHD.mkv,6950,Furious 7 (2015) {tmdb-168259} - [Remux-2160p][DTS-HD MA 7.1][HDR10][h265].mkv,7500,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+550)
Interstellar (2014),ali,Interstellar (2014) {tmdb-157336} - {edition-IMAX} [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-SPHD.mkv,7100,Interstellar (2014) {tmdb-157336} - [Bluray-2160p][DTS-HD MA 5.1][HDR10][x265]-TERMiNAL.mkv,7000,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+100)
Resident Evil Welcome to Raccoon City (2021),chris,,0,Resident Evil Welcome to Raccoon City (2021) {tmdb-460458} - [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265].mkv,6164,COPY Chris → Ali,,Only Chris has this file
TRON Ares (2025),ali,TRON Ares (2025) {tmdb-533533} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPx.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Iron Man 3 (2013),ali,Iron Man 3 (2013) {tmdb-68721} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7187,Iron Man 3 (2013) {tmdb-68721} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,7068,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+119)
Avengers Age of Ultron (2015),ali,Avengers Age of Ultron (2015) {tmdb-99861} - [Hybrid][Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,Avengers Age of Ultron (2015) {tmdb-99861} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-Absinth.mkv,7065,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+635)
The Northman (2022),ali,The Northman (2022) {tmdb-639933} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Mission Impossible Rogue Nation (2015),ali,Mission Impossible Rogue Nation (2015) {tmdb-177677} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
Indiana Jones and the Kingdom of the Crystal Skull (2008),ali,Indiana Jones and the Kingdom of the Crystal Skull (2008) {tmdb-217} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,Indiana Jones and the Kingdom of the Crystal Skull (2008) {tmdb-217} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-10bit-HDS.mkv,7095,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+105)
Star Trek Beyond (2016),ali,Star Trek Beyond (2016) {tmdb-188927} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Cars (2006),ali,Cars (2006) {tmdb-920} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
Avatar (2009),tie,Avatar (2009) {tmdb-19995} - [Remux-2160p Proper][TrueHD Atmos 7.1][HDR10][HEVC]-FraMeSToR.mkv,7600,Avatar (2009) {tmdb-19995} - [Remux-2160p Proper][TrueHD Atmos 7.1][HDR10][HEVC]-FraMeSToR.mkv,7600,NO ACTION (keep both),,Both versions are equal quality (7600)
Doctor Strange in the Multiverse of Madness (2022),chris,,0,Doctor Strange in the Multiverse of Madness (2022) {tmdb-453395} - [WEBDL-2160p][EAC3 Atmos 5.1][DV][h265].mkv,6300,COPY Chris → Ali,,Only Chris has this file
The Suicide Squad (2021),ali,The Suicide Squad (2021) {tmdb-436969} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-W4NK3R.mkv,7200,The Suicide Squad (2021) {tmdb-436969} - [Bluray-2160p][AC3 5.1][HDR10Plus][x265]-BHDStudio.mp4,6653,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+547)
Hacksaw Ridge (2016),ali,Hacksaw Ridge (2016) {tmdb-324786} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,Hacksaw Ridge (2016) {tmdb-324786} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-TERMiNAL.mkv,7071,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+129)
Venom Let There Be Carnage (2021),ali,Venom Let There Be Carnage (2021) {tmdb-580489} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Ghostbusters (1984),ali,Ghostbusters (1984) {tmdb-620} - [Remux-2160p Proper][TrueHD Atmos 7.1][DV HDR10][HEVC]-BLURANiUM.mkv,7700,Ghostbusters (1984) {tmdb-620} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,7600,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+100)
The Lost World Jurassic Park (1997),ali,The Lost World Jurassic Park (1997) {tmdb-330} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-HiDt.mkv,7200,The Lost World Jurassic Park (1997) {tmdb-330} - [Bluray-2160p][AC3 5.1][HDR10][x265]-BHDStudio.mp4,6648,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+552)
Man of Steel (2013),tie,Man of Steel (2013) {tmdb-49521} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,Man of Steel (2013) {tmdb-49521} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,NO ACTION (keep both),,Both versions are equal quality (7200)
The Abyss (1989),tie,The Abyss (1989) {tmdb-2756} - {edition-Special Edition} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,The Abyss (1989) {tmdb-2756} - {edition-Special Edition} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,NO ACTION (keep both),,Both versions are equal quality (7200)
Venom (2018),ali,Venom (2018) {tmdb-335983} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7190,,0,COPY Ali → Chris,,Only Ali has this file
Mission Impossible Ghost Protocol (2011),ali,Mission Impossible Ghost Protocol (2011) {tmdb-56292} - [Bluray-2160p][TrueHD 7.1][HDR10][x265]-HQMUX.mkv,7050,,0,COPY Ali → Chris,,Only Ali has this file
Spider-Man No Way Home (2021),ali,Spider-Man No Way Home (2021) {tmdb-634649} - [Bluray-2160p Proper][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,Spider-Man No Way Home (2021) {tmdb-634649} - [WEBDL-2160p][AC3 5.1][h265].mkv,5500,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+1700)
Close Encounters of the Third Kind (1977),chris,Close Encounters of the Third Kind (1977) {tmdb-840} - {edition-Directors Cut} [Bluray-2160p][AC3 5.1][DV HDR10][x265]-BHDStudio.mp4,6759,Close Encounters of the Third Kind (1977) {tmdb-840} - [Bluray-2160p][DTS-HD MA 5.1][HDR10][x265]-PHOCiS.mkv,6946,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+187)
Jungle Cruise (2021),chris,Jungle Cruise (2021) {tmdb-451048} - [Bluray-2160p][AC3 5.1][HDR10][x265]-BHDStudio.mp4,6646,Jungle Cruise (2021) {tmdb-451048} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,7700,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+1054)
