Title,Winner,Ali_File,Ali_Score,Chris_File,Chris_Score,Action,Deleted_Path,Reason
Pulp Fiction (1994),ali,Pulp Fiction (1994) {tmdb-680} - [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-W4NK3R.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
Dune Part Two (2024),tie,Dune Part Two (2024) {tmdb-693134} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,Dune Part Two (2024) {tmdb-693134} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,NO ACTION (keep both),,Both versions are equal quality (7200)
Blade (1998),ali,Blade (1998) {tmdb-36647} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,Blade (1998) {tmdb-36647} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265].mkv,7100,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+100)
The Dark Knight (2008),ali,The Dark Knight (2008) {tmdb-155} - [Hybrid][Remux-2160p][TrueHD 5.1][DV HDR10][HEVC]-FraMeSToR.mkv,7650,The Dark Knight (2008) {tmdb-155} - [Remux-2160p][DTS-HD MA 5.1][HDR10][HEVC]-BluDragon.mkv,7500,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+150)
The Batman (2022),tie,The Batman (2022) {tmdb-414906} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-MainFrame.mkv,7200,The Batman (2022) {tmdb-414906} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,NO ACTION (keep both),,Both versions are equal quality (7200)
The Dark Knight Rises (2012),ali,The Dark Knight Rises (2012) {tmdb-49026} - [Hybrid][Remux-2160p][DTS-HD MA 5.1][DV HDR10][HEVC]-FraMeSToR.mkv,7600,The Dark Knight Rises (2012) {tmdb-49026} - [Remux-2160p][DTS-HD MA 5.1][HDR10][HEVC]-BluDragon.mkv,7500,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+100)
Pacific Rim (2013),ali,Pacific Rim (2013) {tmdb-68726} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7172,Pacific Rim (2013) {tmdb-68726} - [Bluray-2160p][AC3 5.1][HDR10][x265]-BHDStudio.mp4,6651,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+521)
Bumblebee (2018),tie,Bumblebee (2018) {tmdb-424783} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,Bumblebee (2018) {tmdb-424783} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,NO ACTION (keep both),,Both versions are equal quality (7200)
Bohemian Rhapsody (2018),chris,Bohemian Rhapsody (2018) {tmdb-424694} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10Plus][x265]-W4NK3R.mkv,7100,Bohemian Rhapsody (2018) {tmdb-424694} - [Remux-2160p][TrueHD Atmos 7.1][HDR10Plus][h265].mkv,7600,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+500)
The Fantastic 4 First Steps (2025),ali,The Fantastic 4 First Steps (2025) {tmdb-617126} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPx.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Inception (2010),ali,Inception (2010) {tmdb-27205} - [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-MainFrame.mkv,7100,Inception (2010) {tmdb-27205} - [Bluray-2160p][DTS-HD MA 5.1][PQ][x265]-TERMiNAL.mkv,6300,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+800)
Ant-Man and the Wasp (2018),tie,Ant-Man and the Wasp (2018) {tmdb-363088} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,Ant-Man and the Wasp (2018) {tmdb-363088} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,NO ACTION (keep both),,Both versions are equal quality (7200)
Superman (2025),ali,Superman (2025) {tmdb-1061474} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Mission Impossible Fallout (2018),ali,Mission Impossible Fallout (2018) {tmdb-353081} - {edition-IMAX} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
The Hobbit An Unexpected Journey (2012),tie,The Hobbit An Unexpected Journey (2012) {tmdb-49051} - {edition-Extended Cut} [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,The Hobbit An Unexpected Journey (2012) {tmdb-49051} - {edition-Extended Cut} [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,NO ACTION (keep both),,Both versions are equal quality (7700)
The Lion King (2019),ali,The Lion King (2019) {tmdb-420818} - [Bluray-2160p][EAC3 7.1][DV HDR10][x265]-BHDStudio.mp4,6788,,0,COPY Ali → Chris,,Only Ali has this file
The Avengers (2012),ali,The Avengers (2012) {tmdb-24428} - [Hybrid][Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,The Avengers (2012) {tmdb-24428} - [Remux-2160p Proper][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,7600,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+100)
Venom The Last Dance (2024),ali,Venom The Last Dance (2024) {tmdb-912649} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-MainFrame.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
The Lord of the Rings The Return of the King (2003),ali,The Lord of the Rings The Return of the King (2003) {tmdb-122} - {edition-Extended} [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,The Lord of the Rings The Return of the King (2003) {tmdb-122} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][h265].mkv,7600,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+100)
Alien (1979),ali,Alien (1979) {tmdb-348} - {edition-Theatrical Cut} [Remux-2160p][DTS-HD MA 5.1][HDR10Plus][HEVC]-FraMeSToR.mkv,7500,Alien (1979) {tmdb-348} - [WEBDL-2160p][DTS-HD MA 5.1][HDR10Plus][h265]-SHD.mkv,6500,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+1000)
Riddick (2013),tie,Riddick (2013) {tmdb-87421} - {edition-Director's Cut} [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-SPHD.mkv,7100,Riddick (2013) {tmdb-87421} - {edition-Director's Cut} [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-SPHD.mkv,7100,NO ACTION (keep both),,Both versions are equal quality (7100)
Kingdom of Heaven (2005),ali,Kingdom of Heaven (2005) {tmdb-1495} - {edition-Director's Cut} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,Kingdom of Heaven (2005) {tmdb-1495} - {edition-Theatrical} [WEBDL-2160p][EAC3 5.1][HDR10][h265]-SMURF.mkv,6215,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+985)
Batman v Superman Dawn of Justice (2016),tie,Batman v Superman Dawn of Justice (2016) {tmdb-209112} - {edition-Ultimate Edition IMAX} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,Batman v Superman Dawn of Justice (2016) {tmdb-209112} - {edition-Ultimate Edition IMAX} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,NO ACTION (keep both),,Both versions are equal quality (7200)
Ready Player One (2018),tie,Ready Player One (2018) {tmdb-333339} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,7100,Ready Player One (2018) {tmdb-333339} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,7100,NO ACTION (keep both),,Both versions are equal quality (7100)
Terminator Dark Fate (2019),tie,Terminator Dark Fate (2019) {tmdb-290859} - [Bluray-2160p Proper][TrueHD Atmos 7.1][DV HDR10][x265]-DON.mkv,7200,Terminator Dark Fate (2019) {tmdb-290859} - [Bluray-2160p Proper][TrueHD Atmos 7.1][DV HDR10][x265]-DON.mkv,7200,NO ACTION (keep both),,Both versions are equal quality (7200)
Extraction 2 (2023),ali,Extraction 2 (2023) {tmdb-697843} - [NF][WEBDL-2160p][EAC3 Atmos 5.1][DV HDR10][h265]-HONE.mkv,6670,,0,COPY Ali → Chris,,Only Ali has this file
Army of the Dead (2021),ali,Army of the Dead (2021) {tmdb-503736} - [NF][WEBDL-2160p][EAC3 Atmos 5.1][DV HDR10][HEVC]-SiC.mkv,6660,Army of the Dead (2021) {tmdb-503736} - [NF][WEBRip-2160p][EAC3 Atmos 5.1][HDR10][x265]-TrollUHD-FZ.mkv,6383,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+277)
E.T. the Extra-Terrestrial (1982),tie,E.T. the Extra-Terrestrial (1982) {tmdb-601} - [Bluray-2160p][DTS-X 7.1][HDR10][x265]-CtrlHD.mkv,7000,E.T. the Extra-Terrestrial (1982) {tmdb-601} - [Bluray-2160p][DTS-X 7.1][HDR10][x265]-DEPTH.mkv,7000,NO ACTION (keep both),,Both versions are equal quality (7000)
Captain America The First Avenger (2011),ali,Captain America The First Avenger (2011) {tmdb-1771} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-KeYBLaDE.mkv,7200,Captain America The First Avenger (2011) {tmdb-1771} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-Absinth.mkv,7094,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+106)
The Phantom of the Opera (2004),ali,The Phantom of the Opera (2004) {tmdb-9833} - [Remux-2160p][DTS-HD MA 5.1][HDR10][HEVC]-FraMeSToR.mkv,7500,,0,COPY Ali → Chris,,Only Ali has this file
1917 (2019),tie,1917 (2019) {tmdb-530915} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,7100,1917 (2019) {tmdb-530915} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,7100,NO ACTION (keep both),,Both versions are equal quality (7100)
Ghostbusters Afterlife (2021),chris,,0,Ghostbusters Afterlife (2021) {tmdb-425909} - [WEBDL-2160p][EAC3 Atmos 5.1][HDR10][h265].mkv,6530,COPY Chris → Ali,,Only Chris has this file
Coco (2017),ali,Coco (2017) {tmdb-354912} - [Hybrid][Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,,0,COPY Ali → Chris,,Only Ali has this file
Mission Impossible Dead Reckoning Part One (2023),tie,Mission Impossible Dead Reckoning Part One (2023) {tmdb-575264} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,Mission Impossible Dead Reckoning Part One (2023) {tmdb-575264} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,NO ACTION (keep both),,Both versions are equal quality (7200)
Godzilla x Kong The New Empire (2024),ali,Godzilla x Kong The New Empire (2024) {tmdb-823464} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Wicked (2024),ali,Wicked (2024) {tmdb-402431} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
The Outfit (2022),chris,,0,The Outfit (2022) {tmdb-799876} - [WEBDL-2160p][AC3 5.1][HDR10][h265].mkv,6110,COPY Chris → Ali,,Only Chris has this file
Dunkirk (2017),ali,Dunkirk (2017) {tmdb-374720} - [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-W4NK3R.mkv,7099,Dunkirk (2017) {tmdb-374720} - [Bluray-2160p][DTS 5.1][HDR10][x265]-SadeceBluRay.mkv,6792,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+307)
Godzilla King of the Monsters (2019),tie,Godzilla King of the Monsters (2019) {tmdb-373571} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HDChina.mkv,7100,Godzilla King of the Monsters (2019) {tmdb-373571} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HDChina.mkv,7100,NO ACTION (keep both),,Both versions are equal quality (7100)
Star Trek Nemesis (2002),ali,Star Trek Nemesis (2002) {tmdb-201} - [Bluray-2160p][TrueHD 7.1][DV HDR10][x265]-SPHD.mkv,7150,,0,COPY Ali → Chris,,Only Ali has this file
The Hunger Games Catching Fire (2013),chris,The Hunger Games Catching Fire (2013) {tmdb-101299} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,The Hunger Games Catching Fire (2013) {tmdb-101299} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,7700,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+500)
Thunderbolts- (2025),ali,Thunderbolts- (2025) {tmdb-986056} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-D3US.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Constantine (2005),ali,Constantine (2005) {tmdb-561} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
The Hunger Games Mockingjay Part 1 (2014),chris,The Hunger Games Mockingjay Part 1 (2014) {tmdb-131631} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,The Hunger Games Mockingjay Part 1 (2014) {tmdb-131631} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,7700,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+500)
Captain Marvel (2019),chris,Captain Marvel (2019) {tmdb-299537} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,Captain Marvel (2019) {tmdb-299537} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][h265].mkv,7600,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+400)
John Wick Chapter 4 (2023),tie,John Wick Chapter 4 (2023) {tmdb-603692} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,John Wick Chapter 4 (2023) {tmdb-603692} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,NO ACTION (keep both),,Both versions are equal quality (7200)
The Hobbit The Battle of the Five Armies (2014),tie,The Hobbit The Battle of the Five Armies (2014) {tmdb-122917} - {edition-Extended Cut} [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,The Hobbit The Battle of the Five Armies (2014) {tmdb-122917} - {edition-Extended Cut} [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,NO ACTION (keep both),,Both versions are equal quality (7700)
Thor Ragnarok (2017),ali,Thor Ragnarok (2017) {tmdb-284053} - [Hybrid][Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-LEGi0N.mkv,7200,Thor Ragnarok (2017) {tmdb-284053} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10Plus][x265]-UnKn0wn.mkv,7100,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+100)
Zombieland (2009),ali,Zombieland (2009) {tmdb-19908} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,Zombieland (2009) {tmdb-19908} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-IAMABLE.mkv,7040,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+160)
The Chronicles of Riddick (2004),tie,The Chronicles of Riddick (2004) {tmdb-2789} - {edition-Director's Cut} [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-SPHD.mkv,7100,The Chronicles of Riddick (2004) {tmdb-2789} - {edition-Director's Cut} [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-SPHD.mkv,7100,NO ACTION (keep both),,Both versions are equal quality (7100)
Captain America Brave New World (2025),ali,Captain America Brave New World (2025) {tmdb-822119} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-MainFrame.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Tenet (2020),ali,Tenet (2020) {tmdb-577922} - {edition-IMAX} [Bluray-2160p][DTS-HD MA 5.1][DV HDR10][x265]-SPHD.mkv,7100,Tenet (2020) {tmdb-577922} - [Bluray-2160p Proper][DTS-HD MA 5.1][HDR10][x265]-CtrlHD.mkv,7000,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+100)
300 (2007),ali,300 (2007) {tmdb-1271} - [Hybrid][Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,300 (2007) {tmdb-1271} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-FraMeSToR.mkv,7600,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+100)
A Beautiful Planet (2016),tie,A Beautiful Planet (2016) {tmdb-365997} - [Remux-2160p][DTS-X 7.1][HDR10Plus][HEVC]-FraMeSToR.mkv,7473,A Beautiful Planet (2016) {tmdb-365997} - [Remux-2160p][DTS-X 7.1][HDR10Plus][HEVC]-EPSiLON.mkv,7473,NO ACTION (keep both),,Both versions are equal quality (7473)
The Spy Who Loved Me (1977),ali,The Spy Who Loved Me (1977) {tmdb-691} - [WEBDL-2160p][DTS-HD MA 5.1][h265]-DEFLATE.mkv,5774,,0,COPY Ali → Chris,,Only Ali has this file
The Mummy (1999),tie,The Mummy (1999) {tmdb-564} - [Bluray-2160p][DTS-X 7.1][HDR10][x265]-IAMABLE.mkv,7000,The Mummy (1999) {tmdb-564} - [Bluray-2160p][DTS-X 7.1][HDR10][x265]-IAMABLE.mkv,7000,NO ACTION (keep both),,Both versions are equal quality (7000)
The Martian (2015),tie,The Martian (2015) {tmdb-286217} - {edition-Extended Cut} [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,7100,The Martian (2015) {tmdb-286217} - {edition-Extended} [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-TERMiNAL.mkv,7100,NO ACTION (keep both),,Both versions are equal quality (7100)
The Fifth Element (1997),ali,The Fifth Element (1997) {tmdb-18} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Star Trek Generations (1994),ali,Star Trek Generations (1994) {tmdb-193} - [Bluray-2160p][TrueHD 7.1][DV HDR10][x265]-SPHD.mkv,7150,,0,COPY Ali → Chris,,Only Ali has this file
King Kong vs. Godzilla (1962),chris,,0,King Kong vs. Godzilla (1962) {tmdb-1680} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HDChina.mkv,7100,COPY Chris → Ali,,Only Chris has this file
Rise of the Planet of the Apes (2011),ali,Rise of the Planet of the Apes (2011) {tmdb-61791} - [Bluray-2160p][EAC3 5.1][DV HDR10][x265]-HONE.mkv,6830,,0,COPY Ali → Chris,,Only Ali has this file
Raiders of the Lost Ark (1981),ali,Raiders of the Lost Ark (1981) {tmdb-85} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-W4NK3R.mkv,7200,Raiders of the Lost Ark (1981) {tmdb-85} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-4K4U.mkv,7065,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+135)
Avengers Endgame (2019),ali,Avengers Endgame (2019) {tmdb-299534} - [Hybrid][Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,Avengers Endgame (2019) {tmdb-299534} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,7600,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+100)
Pirates of the Caribbean The Curse of the Black Pearl (2003),chris,,0,Pirates of the Caribbean The Curse of the Black Pearl (2003) {tmdb-22} - [WEBRip-2160p][DTS-HD MA 5.1][HDR10][x265].mkv,6293,COPY Chris → Ali,,Only Chris has this file
The Predator (2018),ali,The Predator (2018) {tmdb-346910} - [Hybrid][Remux-2160p][TrueHD Atmos 7.1][DV HDR10][HEVC]-FraMeSToR.mkv,7700,The Predator (2018) {tmdb-346910} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-BluDragon.mkv,7600,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+100)
Ant-Man and the Wasp Quantumania (2023),tie,Ant-Man and the Wasp Quantumania (2023) {tmdb-640146} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,Ant-Man and the Wasp Quantumania (2023) {tmdb-640146} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,NO ACTION (keep both),,Both versions are equal quality (7200)
Star Trek The Motion Picture (1979),chris,Star Trek The Motion Picture (1979) {tmdb-152} - [Bluray-2160p][TrueHD Atmos 7.1][DV][x265]-VD0N.mkv,6800,Star Trek The Motion Picture (1979) {tmdb-152} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,7700,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+900)
Furiosa A Mad Max Saga (2024),ali,Furiosa A Mad Max Saga (2024) {tmdb-786892} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10Plus][x265]-MainFrame.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
The Greatest Showman (2017),ali,The Greatest Showman (2017) {tmdb-316029} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,,0,COPY Ali → Chris,,Only Ali has this file
Star Wars (1977),chris,Star Wars (1977) {tmdb-11} - [Hybrid][Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-HiDt.mkv,7200,Star Wars (1977) {tmdb-11} - [Remux-2160p][TrueHD Atmos 7.1][DV HDR10][h265].mkv,7700,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+500)
Mortal Kombat (2021),chris,Mortal Kombat (2021) {tmdb-460465} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,7100,Mortal Kombat (2021) {tmdb-460465} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-LEGi0N.mkv,7200,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+100)
Braveheart (1995),ali,Braveheart (1995) {tmdb-197} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-MainFrame.mkv,7200,Braveheart (1995) {tmdb-197} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-IAMABLE.mkv,7100,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+100)
Black Adam (2022),ali,Black Adam (2022) {tmdb-436270} - [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,7200,Black Adam (2022) {tmdb-436270} - [WEBDL-2160p Proper][EAC3 Atmos 5.1][DV HDR10][h265].mkv,6700,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+500)
Logan (2017),ali,Logan (2017) {tmdb-263115} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,7095,Logan (2017) {tmdb-263115} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-TERMiNAL.mkv,7048,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+47)
Godzilla (2014),ali,Godzilla (2014) {tmdb-124905} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-HQMUX.mkv,7100,,0,COPY Ali → Chris,,Only Ali has this file
What Happened to Monday (2017),ali,What Happened to Monday (2017) {tmdb-406990} - [Bluray-2160p][TrueHD 5.1][HDR10][x265]-BEN.mkv,7050,,0,COPY Ali → Chris,,Only Ali has this file
Batman Begins (2005),ali,Batman Begins (2005) {tmdb-272} - [Hybrid][Remux-2160p][DTS-HD MA 5.1][DV HDR10][HEVC]-FraMeSToR.mkv,7600,Batman Begins (2005) {tmdb-272} - [Remux-2160p][DTS-HD MA 5.1][HDR10][HEVC]-EPSiLON.mkv,7500,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/4K Movies,Ali's version is higher quality (+100)
John Wick Chapter 3 Parabellum (2019),tie,John Wick Chapter 3 Parabellum (2019) {tmdb-458156} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,7100,John Wick Chapter 3 Parabellum (2019) {tmdb-458156} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-CtrlHD.mkv,7100,NO ACTION (keep both),,Both versions are equal quality (7100)
Joker (2019),chris,Joker (2019) {tmdb-475557} - [Bluray-2160p][TrueHD Atmos 7.1][HDR10][x265]-MgB.mkv,7100,Joker (2019) {tmdb-475557} - [Remux-2160p][TrueHD Atmos 7.1][HDR10][HEVC]-EPSiLON.mkv,7600,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+500)
