Group,Action,File,Score,Quality,Size_GB,Path
/mnt/synology/rs-movies/The Lego Movie (2014),KEEP,The Lego Movie (2014) {tmdb-137106} - [Bluray-1080p][DTS 5.1][x264]-LolHD.mkv,3945,1080p/Bluray/DTS/AVC,9.58,/mnt/synology/rs-movies/The Lego Movie (2014)/The Lego Movie (2014) {tmdb-137106} - [Bluray-1080p][DTS 5.1][x264]-LolHD.mkv
/mnt/synology/rs-movies/The Lego Movie (2014),REMOVE,The Lego Movie (2014) {tmdb-137106} - [Bluray-1080p][DTS 5.1][x264]-CyTSuNee.mkv,3929,1080p/Bluray/DTS/AVC,7.94,/mnt/synology/rs-movies/The Lego Movie (2014)/The Lego Movie (2014) {tmdb-137106} - [Bluray-1080p][DTS 5.1][x264]-CyTSuNee.mkv
/mnt/synology/rs-movies/The Lion King (1994),KEEP,The Lion King (1994) {tmdb-8587} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-D-Z0N3.mkv,4200,1080p/Bluray/DD+/HDR10/HEVC,5.05,/mnt/synology/rs-movies/The Lion King (1994)/The Lion King (1994) {tmdb-8587} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-D-Z0N3.mkv
/mnt/synology/rs-movies/The Lion King (1994),REMOVE,The Lion King (1994) {tmdb-8587} - [Bluray-1080p][DTS 5.1][x264].mkv,3973,1080p/Bluray/DTS/AVC,12.40,/mnt/synology/rs-movies/The Lion King (1994)/The Lion King (1994) {tmdb-8587} - [Bluray-1080p][DTS 5.1][x264].mkv
/mnt/synology/rs-movies/The Magnificent Seven (1960),KEEP,The Magnificent Seven (1960) {tmdb-966} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-c0kE.mkv,4549,1080p/Bluray/DD+/DV HDR10/HEVC,19.94,/mnt/synology/rs-movies/The Magnificent Seven (1960)/The Magnificent Seven (1960) {tmdb-966} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-c0kE.mkv
/mnt/synology/rs-movies/The Magnificent Seven (1960),REMOVE,The Magnificent Seven (1960) {tmdb-966} - [Bluray-1080p][DTS 5.1][x264]-DON.mkv,3968,1080p/Bluray/DTS/AVC,11.84,/mnt/synology/rs-movies/The Magnificent Seven (1960)/The Magnificent Seven (1960) {tmdb-966} - [Bluray-1080p][DTS 5.1][x264]-DON.mkv
/mnt/synology/rs-movies/The Mummy Returns (2001),KEEP,The Mummy Returns (2001) {tmdb-1734} - [Bluray-1080p][EAC3 5.1][HDR10][x265]-SQS.mkv,4222,1080p/Bluray/DD+/HDR10/HEVC,7.26,/mnt/synology/rs-movies/The Mummy Returns (2001)/The Mummy Returns (2001) {tmdb-1734} - [Bluray-1080p][EAC3 5.1][HDR10][x265]-SQS.mkv
/mnt/synology/rs-movies/The Mummy Returns (2001),REMOVE,The Mummy Returns (2001) {tmdb-1734} - [Bluray-1080p][EAC3 7.1][x264].mkv,3987,1080p/Bluray/DD+/AVC,18.75,/mnt/synology/rs-movies/The Mummy Returns (2001)/The Mummy Returns (2001) {tmdb-1734} - [Bluray-1080p][EAC3 7.1][x264].mkv
/mnt/synology/rs-movies/The Outfit (2022),KEEP,The Outfit (2022) {tmdb-799876} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-c0kE.mkv,4246,1080p/Bluray/DD+/HDR10/HEVC,9.61,/mnt/synology/rs-movies/The Outfit (2022)/The Outfit (2022) {tmdb-799876} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-c0kE.mkv
/mnt/synology/rs-movies/The Outfit (2022),REMOVE,The Outfit (2022) {tmdb-799876} - [Bluray-1080p][EAC3 5.1][x264]-SPHD.mkv,3911,1080p/Bluray/DD+/AVC,11.18,/mnt/synology/rs-movies/The Outfit (2022)/The Outfit (2022) {tmdb-799876} - [Bluray-1080p][EAC3 5.1][x264]-SPHD.mkv
/mnt/synology/rs-movies/The Pirates! In an Adventure with Scientists! (2012),KEEP,The Pirates! In an Adventure with Scientists! (2012) {tmdb-72197} - [Bluray-1080p][DTS 5.1][x264]-EbP.mkv,3912,1080p/Bluray/DTS/AVC,6.23,/mnt/synology/rs-movies/The Pirates! In an Adventure with Scientists! (2012)/The Pirates! In an Adventure with Scientists! (2012) {tmdb-72197} - [Bluray-1080p][DTS 5.1][x264]-EbP.mkv
/mnt/synology/rs-movies/The Pirates! In an Adventure with Scientists! (2012),REMOVE,The Pirates! In an Adventure with Scientists! (2012) {tmdb-72197} - [Bluray-720p][DTS 5.1][x264].mkv,1882,720p/Bluray/DTS/AVC,3.28,/mnt/synology/rs-movies/The Pirates! In an Adventure with Scientists! (2012)/The Pirates! In an Adventure with Scientists! (2012) {tmdb-72197} - [Bluray-720p][DTS 5.1][x264].mkv
/mnt/synology/rs-movies/The Rock (1996),KEEP,The Rock (1996) {tmdb-9802} - [Bluray-1080p][DTS-HD MA 5.1][x264]-BluEvo.mkv,4212,1080p/Bluray/DTS-HD MA/AVC,16.25,/mnt/synology/rs-movies/The Rock (1996)/The Rock (1996) {tmdb-9802} - [Bluray-1080p][DTS-HD MA 5.1][x264]-BluEvo.mkv
/mnt/synology/rs-movies/The Rock (1996),REMOVE,The Rock (1996) {tmdb-9802} - [Bluray-1080p][DTS 5.1][x264]-ESiR.mkv,3973,1080p/Bluray/DTS/AVC,12.32,/mnt/synology/rs-movies/The Rock (1996)/The Rock (1996) {tmdb-9802} - [Bluray-1080p][DTS 5.1][x264]-ESiR.mkv
/mnt/synology/rs-movies/The Substance (2024),KEEP,The Substance (2024) {tmdb-933260} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-HiDt.mkv,4517,1080p/Bluray/DD+/DV HDR10/HEVC,16.74,/mnt/synology/rs-movies/The Substance (2024)/The Substance (2024) {tmdb-933260} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-HiDt.mkv
/mnt/synology/rs-movies/The Substance (2024),REMOVE,The Substance (2024) {tmdb-933260} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-Kitsune.mkv,3359,1080p/WEBDL/DD+/AVC,5.97,/mnt/synology/rs-movies/The Substance (2024)/The Substance (2024) {tmdb-933260} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-Kitsune.mkv
/mnt/synology/rs-movies/The Tailor of Panama (2001),KEEP,The Tailor of Panama (2001) {tmdb-2575} - [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv,3897,1080p/Bluray/DD+/AVC,9.76,/mnt/synology/rs-movies/The Tailor of Panama (2001)/The Tailor of Panama (2001) {tmdb-2575} - [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv
/mnt/synology/rs-movies/The Tailor of Panama (2001),REMOVE,The Tailor of Panama (2001) {tmdb-2575} - [Bluray-1080p][AC3 5.1][x264]-HDS.mkv,3883,1080p/Bluray/DD/AVC,13.30,/mnt/synology/rs-movies/The Tailor of Panama (2001)/The Tailor of Panama (2001) {tmdb-2575} - [Bluray-1080p][AC3 5.1][x264]-HDS.mkv
/mnt/synology/rs-movies/Traffic (2000),KEEP,Traffic (2000) {tmdb-1900} - [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,4050,1080p/Bluray/DTS/AVC,24.37,/mnt/synology/rs-movies/Traffic (2000)/Traffic (2000) {tmdb-1900} - [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv
/mnt/synology/rs-movies/Traffic (2000),REMOVE,Traffic (2000) {tmdb-1900} - [Bluray-1080p][EAC3 5.1][x264]-LoRD.mkv,3967,1080p/Bluray/DD+/AVC,16.80,/mnt/synology/rs-movies/Traffic (2000)/Traffic (2000) {tmdb-1900} - [Bluray-1080p][EAC3 5.1][x264]-LoRD.mkv
/mnt/synology/rs-movies/Trollhunters Rise of the Titans (2021),KEEP,Trollhunters Rise of the Titans (2021) {tmdb-730840} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][HDR10][HEVC]-TEPES.mkv,4043,1080p/WEBDL/Atmos/HDR10/HEVC,4.32,/mnt/synology/rs-movies/Trollhunters Rise of the Titans (2021)/Trollhunters Rise of the Titans (2021) {tmdb-730840} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][HDR10][HEVC]-TEPES.mkv
/mnt/synology/rs-movies/Trollhunters Rise of the Titans (2021),REMOVE,Trollhunters Rise of the Titans (2021) {tmdb-730840} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-EVO.mkv,3694,1080p/WEBDL/Atmos/AVC,4.41,/mnt/synology/rs-movies/Trollhunters Rise of the Titans (2021)/Trollhunters Rise of the Titans (2021) {tmdb-730840} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-EVO.mkv
/mnt/synology/rs-movies/Trolls Holiday in Harmony (2021),KEEP,Trolls Holiday in Harmony (2021) {tmdb-896221} - [Bluray-1080p][DTS 5.1][x264]-fl00f.mkv,3871,1080p/Bluray/DTS/AVC,2.12,/mnt/synology/rs-movies/Trolls Holiday in Harmony (2021)/Trolls Holiday in Harmony (2021) {tmdb-896221} - [Bluray-1080p][DTS 5.1][x264]-fl00f.mkv
/mnt/synology/rs-movies/Trolls Holiday in Harmony (2021),REMOVE,Trolls Holiday in Harmony (2021) {tmdb-896221} - [WEBDL-1080p][AAC 2.0][x264]-DiRT.mkv,3212,1080p/WEBDL/AAC/AVC,1.20,/mnt/synology/rs-movies/Trolls Holiday in Harmony (2021)/Trolls Holiday in Harmony (2021) {tmdb-896221} - [WEBDL-1080p][AAC 2.0][x264]-DiRT.mkv
/mnt/synology/rs-movies/V H S Beyond (2024),KEEP,V H S Beyond (2024) {tmdb-1190868} - [Bluray-1080p][EAC3 5.1][x264]-PTer.mkv,3948,1080p/Bluray/DD+/AVC,14.84,/mnt/synology/rs-movies/V H S Beyond (2024)/V H S Beyond (2024) {tmdb-1190868} - [Bluray-1080p][EAC3 5.1][x264]-PTer.mkv
/mnt/synology/rs-movies/V H S Beyond (2024),REMOVE,V H S Beyond (2024) {tmdb-1190868} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,3377,1080p/WEBDL/DD+/AVC,7.75,/mnt/synology/rs-movies/V H S Beyond (2024)/V H S Beyond (2024) {tmdb-1190868} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv
/mnt/synology/rs-movies/Wanted (2008),KEEP,Wanted (2008) {tmdb-8909} - [Bluray-1080p Proper][EAC3 5.1][DV HDR10][x265]-c0kE.mkv,4518,1080p/Bluray/DD+/DV HDR10/HEVC,16.87,/mnt/synology/rs-movies/Wanted (2008)/Wanted (2008) {tmdb-8909} - [Bluray-1080p Proper][EAC3 5.1][DV HDR10][x265]-c0kE.mkv
/mnt/synology/rs-movies/Wanted (2008),REMOVE,Wanted (2008) {tmdb-8909} - [Bluray-1080p][DTS 5.1][x264].mkv,3929,1080p/Bluray/DTS/AVC,7.94,/mnt/synology/rs-movies/Wanted (2008)/Wanted (2008) {tmdb-8909} - [Bluray-1080p][DTS 5.1][x264].mkv
/mnt/synology/rs-movies/We Live in Time (2024),KEEP,We Live in Time (2024) {tmdb-1100099} - [Bluray-1080p][TrueHD Atmos 7.1][x264]-knives.mkv,4329,1080p/Bluray/TrueHD Atmos/AVC,17.91,/mnt/synology/rs-movies/We Live in Time (2024)/We Live in Time (2024) {tmdb-1100099} - [Bluray-1080p][TrueHD Atmos 7.1][x264]-knives.mkv
/mnt/synology/rs-movies/We Live in Time (2024),REMOVE,We Live in Time (2024) {tmdb-1100099} - [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-Kitsune.mkv,3724,1080p/WEBDL/Atmos/AVC,7.48,/mnt/synology/rs-movies/We Live in Time (2024)/We Live in Time (2024) {tmdb-1100099} - [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-Kitsune.mkv
/mnt/synology/rs-movies/Woman of the Hour (2024),KEEP,Woman of the Hour (2024) {tmdb-835113} - [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv,3870,1080p/Bluray/DD+/AVC,7.03,/mnt/synology/rs-movies/Woman of the Hour (2024)/Woman of the Hour (2024) {tmdb-835113} - [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv
/mnt/synology/rs-movies/Woman of the Hour (2024),REMOVE,Woman of the Hour (2024) {tmdb-835113} - [WEBDL-1080p][EAC3 Atmos 5.1][x264]-ETHEL.mkv,3686,1080p/WEBDL/Atmos/AVC,3.69,/mnt/synology/rs-movies/Woman of the Hour (2024)/Woman of the Hour (2024) {tmdb-835113} - [WEBDL-1080p][EAC3 Atmos 5.1][x264]-ETHEL.mkv
/mnt/synology/rs-movies/You Me and Dupree (2006),KEEP,You Me and Dupree (2006) {tmdb-1819} - [Bluray-1080p][EAC3 5.1][x264]-RiCO.mkv,3970,1080p/Bluray/DD+/AVC,17.05,/mnt/synology/rs-movies/You Me and Dupree (2006)/You Me and Dupree (2006) {tmdb-1819} - [Bluray-1080p][EAC3 5.1][x264]-RiCO.mkv
/mnt/synology/rs-movies/You Me and Dupree (2006),REMOVE,You Me and Dupree (2006) {tmdb-1819} - [Bluray-1080p][DTS 5.1][x264].mkv,3969,1080p/Bluray/DTS/AVC,11.97,/mnt/synology/rs-movies/You Me and Dupree (2006)/You Me and Dupree (2006) {tmdb-1819} - [Bluray-1080p][DTS 5.1][x264].mkv
/mnt/synology/rs-movies/Zombeavers (2014),KEEP,Zombeavers (2014) {tmdb-254474} - [Bluray-1080p][DTS-HD MA 5.1][x264]-Grym.mkv,4133,1080p/Bluray/DTS-HD MA/AVC,8.36,/mnt/synology/rs-movies/Zombeavers (2014)/Zombeavers (2014) {tmdb-254474} - [Bluray-1080p][DTS-HD MA 5.1][x264]-Grym.mkv
/mnt/synology/rs-movies/Zombeavers (2014),REMOVE,Zombeavers (2014) {tmdb-254474} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-Kitsune.mkv,3351,1080p/WEBDL/DD+/AVC,5.13,/mnt/synology/rs-movies/Zombeavers (2014)/Zombeavers (2014) {tmdb-254474} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-Kitsune.mkv
/mnt/synology/rs-movies/Zombieland (2009),KEEP,Zombieland (2009) {tmdb-19908} - [Hybrid][Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-SQS.mkv,4756,1080p/Bluray/Atmos/DV HDR10/HEVC,5.60,/mnt/synology/rs-movies/Zombieland (2009)/Zombieland (2009) {tmdb-19908} - [Hybrid][Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-SQS.mkv
/mnt/synology/rs-movies/Zombieland (2009),REMOVE,Zombieland (2009) {tmdb-19908} - {edition-Open Matte} [WEBDL-1080p][EAC3 5.1][h264]-spartanec163.mkv,3358,1080p/WEBDL/DD+/AVC,5.88,/mnt/synology/rs-movies/Zombieland (2009)/Zombieland (2009) {tmdb-19908} - {edition-Open Matte} [WEBDL-1080p][EAC3 5.1][h264]-spartanec163.mkv
/mnt/synology/rs-movies/Zootopia (2016),KEEP,Zootopia (2016) {tmdb-269149} - [Bluray-1080p][DTS 5.1][x264]-TAiCHi.mkv,3967,1080p/Bluray/DTS/AVC,11.74,/mnt/synology/rs-movies/Zootopia (2016)/Zootopia (2016) {tmdb-269149} - [Bluray-1080p][DTS 5.1][x264]-TAiCHi.mkv
/mnt/synology/rs-movies/Zootopia (2016),REMOVE,Zootopia (2016) {tmdb-269149} - [Bluray-1080p][AC3 5.1][x264]-BHDStudio.mp4,3815,1080p/Bluray/DD/AVC,6.52,/mnt/synology/rs-movies/Zootopia (2016)/Zootopia (2016) {tmdb-269149} - [Bluray-1080p][AC3 5.1][x264]-BHDStudio.mp4
