Group,Action,File,Score,Quality,Size_GB,Path
Knight Rider (1982) {tvdb-77216}/Season 02/S02E08,KEEP,Knight Rider (1982) - S02E08 - Custom K.I.T.T [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E08 - Custom K.I.T.T [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E08,REMOVE,Knight Rider (1982) - S02E08 - Custom K.I.T.T [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E08 - Custom K.I.T.T [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E09,KEEP,Knight Rider (1982) - S02E09 - Soul Survivor [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E09 - Soul Survivor [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E09,REMOVE,Knight Rider (1982) - S02E09 - Soul Survivor [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E09 - Soul Survivor [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E10,KEEP,Knight Rider (1982) - S02E10 - Ring of Fire [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E10 - Ring of Fire [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E10,REMOVE,Knight Rider (1982) - S02E10 - Ring of Fire [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E10 - Ring of Fire [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E11,KEEP,Knight Rider (1982) - S02E11 - Knightmares [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E11 - Knightmares [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E11,REMOVE,Knight Rider (1982) - S02E11 - Knightmares [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E11 - Knightmares [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E12,KEEP,Knight Rider (1982) - S02E12 - Silent Knight [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E12 - Silent Knight [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E12,REMOVE,Knight Rider (1982) - S02E12 - Silent Knight [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E12 - Silent Knight [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E13,KEEP,Knight Rider (1982) - S02E13 - A Knight in Shining Armor [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E13 - A Knight in Shining Armor [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E13,REMOVE,Knight Rider (1982) - S02E13 - A Knight in Shining Armor [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E13 - A Knight in Shining Armor [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E14,KEEP,Knight Rider (1982) - S02E14 - Diamonds Arent a Girls Best Friend [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E14 - Diamonds Arent a Girls Best Friend [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E14,REMOVE,Knight Rider (1982) - S02E14 - Diamonds Arent a Girls Best Friend [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E14 - Diamonds Arent a Girls Best Friend [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E15,KEEP,Knight Rider (1982) - S02E15 - White-Line Warriors [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E15 - White-Line Warriors [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E15,REMOVE,Knight Rider (1982) - S02E15 - White-Line Warriors [HDTV-720p][AC3 2.0][x264]-Line.mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E15 - White-Line Warriors [HDTV-720p][AC3 2.0][x264]-Line.mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E16,KEEP,Knight Rider (1982) - S02E16 - Race for Life [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E16 - Race for Life [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E16,REMOVE,Knight Rider (1982) - S02E16 - Race for Life [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E16 - Race for Life [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E17,KEEP,Knight Rider (1982) - S02E17 - Speed Demons [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E17 - Speed Demons [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E17,REMOVE,Knight Rider (1982) - S02E17 - Speed Demons [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E17 - Speed Demons [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E18,KEEP,Knight Rider (1982) - S02E18-E19 - Goliath Returns [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3315,1080p/Bluray/DD/AVC,6.55,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E18-E19 - Goliath Returns [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E18,REMOVE,Knight Rider (1982) - S02E18-E19 - Goliath Returns [HDTV-720p][AC3 2.0][x264].mkv,482,720p/HDTV/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E18-E19 - Goliath Returns [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E20,KEEP,Knight Rider (1982) - S02E20 - A Good Knights Work [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E20 - A Good Knights Work [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E20,REMOVE,Knight Rider (1982) - S02E20 - A Good Knights Work [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E20 - A Good Knights Work [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E21,KEEP,Knight Rider (1982) - S02E21-E22 - Mouth of the Snake a.k.a. All That Glitters [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3315,1080p/Bluray/DD/AVC,6.55,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E21-E22 - Mouth of the Snake a.k.a. All That Glitters [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E21,REMOVE,Knight Rider (1982) - S02E21-E22 - Mouth of the Snake a.k.a. All That Glitters [HDTV-720p][AC3 2.0][x264].mkv,482,720p/HDTV/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E21-E22 - Mouth of the Snake a.k.a. All That Glitters [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E23,KEEP,Knight Rider (1982) - S02E23 - Let It Be Me [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E23 - Let It Be Me [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E23,REMOVE,Knight Rider (1982) - S02E23 - Let It Be Me [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E23 - Let It Be Me [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E24,KEEP,Knight Rider (1982) - S02E24 - Big Iron [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E24 - Big Iron [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 02/S02E24,REMOVE,Knight Rider (1982) - S02E24 - Big Iron [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 02/Knight Rider (1982) - S02E24 - Big Iron [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E04,KEEP,Knight Rider (1982) - S03E04 - Knights of the Fast Lane [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E04 - Knights of the Fast Lane [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E04,REMOVE,Knight Rider (1982) - S03E04 - Knights of the Fast Lane [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E04 - Knights of the Fast Lane [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E05,KEEP,Knight Rider (1982) - S03E05 - Halloween Knight [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E05 - Halloween Knight [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E05,REMOVE,Knight Rider (1982) - S03E05 - Halloween Knight [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E05 - Halloween Knight [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E06,KEEP,Knight Rider (1982) - S03E06 - K.I.T.T. vs. K.A.R.R [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E06 - K.I.T.T. vs. K.A.R.R [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E06,REMOVE,Knight Rider (1982) - S03E06 - K.I.T.T. vs. K.A.R.R [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E06 - K.I.T.T. vs. K.A.R.R [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E07,KEEP,Knight Rider (1982) - S03E07 - The Rotten Apples [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E07 - The Rotten Apples [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E07,REMOVE,Knight Rider (1982) - S03E07 - The Rotten Apples [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E07 - The Rotten Apples [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E08,KEEP,Knight Rider (1982) - S03E08 - Knight in Disgrace [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E08 - Knight in Disgrace [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E08,REMOVE,Knight Rider (1982) - S03E08 - Knight in Disgrace [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E08 - Knight in Disgrace [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E09,KEEP,Knight Rider (1982) - S03E09 - Dead of Knight [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E09 - Dead of Knight [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E09,REMOVE,Knight Rider (1982) - S03E09 - Dead of Knight [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E09 - Dead of Knight [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E10,KEEP,Knight Rider (1982) - S03E10 - Lost Knight [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E10 - Lost Knight [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E10,REMOVE,Knight Rider (1982) - S03E10 - Lost Knight [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E10 - Lost Knight [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E11,KEEP,Knight Rider (1982) - S03E11 - Knight of the Chameleon [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E11 - Knight of the Chameleon [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E11,REMOVE,Knight Rider (1982) - S03E11 - Knight of the Chameleon [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E11 - Knight of the Chameleon [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E12,KEEP,Knight Rider (1982) - S03E12 - Custom Made Killer [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E12 - Custom Made Killer [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E12,REMOVE,Knight Rider (1982) - S03E12 - Custom Made Killer [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E12 - Custom Made Killer [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E13,KEEP,Knight Rider (1982) - S03E13 - Knight by a Nose [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E13 - Knight by a Nose [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E13,REMOVE,Knight Rider (1982) - S03E13 - Knight by a Nose [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E13 - Knight by a Nose [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E14,KEEP,Knight Rider (1982) - S03E14 - Junk Yard Dog [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E14 - Junk Yard Dog [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E14,REMOVE,Knight Rider (1982) - S03E14 - Junk Yard Dog [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E14 - Junk Yard Dog [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E15,KEEP,Knight Rider (1982) - S03E15 - Buy Out [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E15 - Buy Out [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E15,REMOVE,Knight Rider (1982) - S03E15 - Buy Out [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E15 - Buy Out [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E16,KEEP,Knight Rider (1982) - S03E16 - Knightlines [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E16 - Knightlines [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E16,REMOVE,Knight Rider (1982) - S03E16 - Knightlines [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E16 - Knightlines [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E17,KEEP,Knight Rider (1982) - S03E17 - The Nineteenth Hole [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E17 - The Nineteenth Hole [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E17,REMOVE,Knight Rider (1982) - S03E17 - The Nineteenth Hole [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E17 - The Nineteenth Hole [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E18,KEEP,Knight Rider (1982) - S03E18 - Knight and Knerd [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E18 - Knight and Knerd [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E18,REMOVE,Knight Rider (1982) - S03E18 - Knight and Knerd [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E18 - Knight and Knerd [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E19,KEEP,Knight Rider (1982) - S03E19 - Ten Wheel Trouble [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E19 - Ten Wheel Trouble [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 03/S03E19,REMOVE,Knight Rider (1982) - S03E19 - Ten Wheel Trouble [HDTV-720p][AC3 2.0][x264].mkv,471,720p/HDTV/DD/AVC,2.18,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 03/Knight Rider (1982) - S03E19 - Ten Wheel Trouble [HDTV-720p][AC3 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 04/S04E01,KEEP,Knight Rider (1982) - S04E01-E02 - Knight of the Juggernaut [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3315,1080p/Bluray/DD/AVC,6.55,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 04/Knight Rider (1982) - S04E01-E02 - Knight of the Juggernaut [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 04/S04E01,REMOVE,Knight Rider (1982) - S04E01 - Knight of the Juggernaut 1 [HDTV-720p][DTS 2.0][x264].mkv,585,720p/HDTV/DTS/AVC,3.59,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 04/Knight Rider (1982) - S04E01 - Knight of the Juggernaut 1 [HDTV-720p][DTS 2.0][x264].mkv
Knight Rider (1982) {tvdb-77216}/Season 04/S04E03,KEEP,Knight Rider (1982) - S04E03 - KITTnap [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv,3282,1080p/Bluray/DD/AVC,3.27,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 04/Knight Rider (1982) - S04E03 - KITTnap [Bluray-1080p][AC3 2.0][x264]-YELLOWBiRD.mkv
Knight Rider (1982) {tvdb-77216}/Season 04/S04E03,REMOVE,Knight Rider (1982) - S04E03 - KITTnap [HDTV-720p][DTS 2.0][x264].mkv,580,720p/HDTV/DTS/AVC,3.03,/mnt/synology/rs-tv/Knight Rider (1982) {tvdb-77216}/Season 04/Knight Rider (1982) - S04E03 - KITTnap [HDTV-720p][DTS 2.0][x264].mkv
