Title,Winner,Ali_File,Ali_Score,Chris_File,Chris_Score,Action,Deleted_Path,Reason
Iliza Shlesinger Elder Millennial (2018),tie,Iliza Shlesinger Elder Millennial (2018) {tmdb-535340} - [NF][WEBDL-1080p][EAC3 5.1][x264]-NTG.mkv,3266,Iliza Shlesinger Elder Millennial (2018) {tmdb-535340} - [NF][WEBDL-1080p][EAC3 5.1][x264]-NTG.mkv,3266,NO ACTION (keep both),,Both versions are equal quality (3266)
Elizabeth Harvest (2018),chris,,0,Elizabeth Harvest (2018) {tmdb-457041} - [Remux-1080p][DTS-HD MA 5.1][h264]-KRaLiMaRKo.mkv,4700,COPY Chris → Ali,,Only Chris has this file
The Five-Year Engagement (2012),tie,The Five-Year Engagement (2012) {tmdb-72207} - {edition-Unrated} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,3900,The Five-Year Engagement (2012) {tmdb-72207} - {edition-Unrated} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,3900,NO ACTION (keep both),,Both versions are equal quality (3900)
Women Talking (2022),ali,Women Talking (2022) {tmdb-777245} - [Bluray-1080p][EAC3 5.1][x264]-i9.mkv,3875,Women Talking (2022) {tmdb-777245} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv,3276,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+599)
La Dolce Villa (2025),ali,La Dolce Villa (2025) {tmdb-1252377} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-Kitsune.mkv,3646,,0,COPY Ali → Chris,,Only Ali has this file
A Royal Affair (2012),tie,A Royal Affair (2012) {tmdb-88273} - [Bluray-1080p][AC3 5.1][x264]-BHDStudio.mp4,3779,A Royal Affair (2012) {tmdb-88273} - [Bluray-1080p][AC3 5.1][x264]-BHDStudio.mp4,3779,NO ACTION (keep both),,Both versions are equal quality (3779)
Good Morning Neighbor 8 (2022),chris,,0,Good Morning Neighbor 8 (2022) {tmdb-924614} - [Bluray-1080p][AC3 5.1][x264]-playHD.mkv,3815,COPY Chris → Ali,,Only Chris has this file
Wild Things (1998),tie,Wild Things (1998) {tmdb-617} - {edition-Unrated} [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-c0kE.mkv,4450,Wild Things (1998) {tmdb-617} - {edition-Unrated} [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-c0kE.mkv,4450,NO ACTION (keep both),,Both versions are equal quality (4450)
The Curious Case of Benjamin Button (2008),tie,The Curious Case of Benjamin Button (2008) {tmdb-4922} - [Bluray-1080p][DTS 5.1][x264]-DON.mkv,3967,The Curious Case of Benjamin Button (2008) {tmdb-4922} - [Bluray-1080p][DTS 5.1][x264]-DON.mkv,3967,NO ACTION (keep both),,Both versions are equal quality (3967)
Bones and All (2022),ali,Bones and All (2022) {tmdb-791177} - [Bluray-1080p][TrueHD Atmos 7.1][x264]-scare.mkv,4285,Bones and All (2022) {tmdb-791177} - [Bluray-1080p][EAC3 Atmos 7.1][x264]-PTer.mkv,4278,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+7)
SLC Punk (1998),chris,,0,SLC Punk (1998) {tmdb-6396} - [WEBRip-1080p][AC3 5.1][x264]-LEGi0N.mkv,3035,COPY Chris → Ali,,Only Chris has this file
Space Cadet (2024),ali,Space Cadet (2024) {tmdb-1019411} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-Kitsune.mkv,3310,,0,COPY Ali → Chris,,Only Ali has this file
Grand Prix of Europe (2025),chris,,0,Grand Prix of Europe (2025) {tmdb-1316147} - [Bluray-1080p][DTS-HD MA 5.1][x264]-KNiVES.mkv,4120,COPY Chris → Ali,,Only Chris has this file
The Transformers The Movie (1986),ali,The Transformers The Movie (1986) {tmdb-1857} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-PiG30N.mkv,4379,The Transformers The Movie (1986) {tmdb-1857} - [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,3800,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+579)
The Yin Yang Master (2021),ali,The Yin Yang Master (2021) {tmdb-758902} - [NF][WEBDL-1080p][EAC3 5.1][x264]-DoA.mkv,3294,,0,COPY Ali → Chris,,Only Ali has this file
The Divide (2012),tie,The Divide (2012) {tmdb-38541} - {edition-Unrated} [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,4000,The Divide (2012) {tmdb-38541} - {edition-Unrated} [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,4000,NO ACTION (keep both),,Both versions are equal quality (4000)
Homefront (2013),tie,Homefront (2013) {tmdb-204082} - [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,3833,Homefront (2013) {tmdb-204082} - [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,3833,NO ACTION (keep both),,Both versions are equal quality (3833)
Apollo 10½ A Space Age Childhood (2022),tie,Apollo 10½ A Space Age Childhood (2022) {tmdb-664996} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][DV HDR10][HEVC]-LUNA.mkv,4128,Apollo 10½ A Space Age Childhood (2022) {tmdb-664996} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][DV HDR10][HEVC]-LUNA.mkv,4128,NO ACTION (keep both),,Both versions are equal quality (4128)
The Whole Ten Yards (2004),tie,The Whole Ten Yards (2004) {tmdb-2122} - [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,3819,The Whole Ten Yards (2004) {tmdb-2122} - [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,3819,NO ACTION (keep both),,Both versions are equal quality (3819)
The Neon Demon (2016),chris,,0,The Neon Demon (2016) {tmdb-301365} - [Bluray-1080p][DTS 5.1][x264].mkv,3944,COPY Chris → Ali,,Only Chris has this file
Paul Blart Mall Cop 2 (2015),tie,Paul Blart Mall Cop 2 (2015) {tmdb-256961} - [Bluray-1080p][DTS 5.1][x264]-GECKOS.mkv,3876,Paul Blart Mall Cop 2 (2015) {tmdb-256961} - [Bluray-1080p][DTS 5.1][x264]-GECKOS.mkv,3876,NO ACTION (keep both),,Both versions are equal quality (3876)
The Hangover Part II (2011),tie,The Hangover Part II (2011) {tmdb-45243} - [Bluray-1080p][DTS-HD MA 5.1][x264]-FraMeSToR.mkv,4120,The Hangover Part II (2011) {tmdb-45243} - [Bluray-1080p][DTS-HD MA 5.1][x264]-FraMeSToR.mkv,4120,NO ACTION (keep both),,Both versions are equal quality (4120)
Skiptrace (2016),chris,,0,Skiptrace (2016) {tmdb-270774} - [Bluray-720p][DTS 5.1][x264]-DON.mkv,2860,COPY Chris → Ali,,Only Chris has this file
Trainwreck The Astroworld Tragedy (2025),ali,Trainwreck The Astroworld Tragedy (2025) {tmdb-1477453} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv,3631,,0,COPY Ali → Chris,,Only Ali has this file
Fido (2006),chris,,0,Fido (2006) {tmdb-10288} - [Bluray-720p][AC3 5.1][x264].mkv,2744,COPY Chris → Ali,,Only Chris has this file
Men Women and Children (2014),tie,Men Women and Children (2014) {tmdb-243684} - [Bluray-720p][AC3 5.1][x264]-VietHD.mkv,2760,Men Women and Children (2014) {tmdb-243684} - [Bluray-720p][AC3 5.1][x264]-VietHD.mkv,2760,NO ACTION (keep both),,Both versions are equal quality (2760)
Interview with the Vampire (1994),tie,Interview with the Vampire (1994) {tmdb-628} - [Bluray-1080p][AC3 5.1][x264]-DON.mkv,3788,Interview with the Vampire (1994) {tmdb-628} - [Bluray-1080p][AC3 5.1][x264]-DON.mkv,3788,NO ACTION (keep both),,Both versions are equal quality (3788)
Little Boy (2015),ali,Little Boy (2015) {tmdb-256962} - [Bluray-1080p][DTS 5.1][x264]-iFT.mkv,3957,,0,COPY Ali → Chris,,Only Ali has this file
Palo Alto (2014),chris,,0,Palo Alto (2014) {tmdb-192132} - [Bluray-720p][AC3 5.1][x264]-VietHD.mkv,2749,COPY Chris → Ali,,Only Chris has this file
Seven Pounds (2008),ali,Seven Pounds (2008) {tmdb-11321} - [Bluray-1080p][DTS 5.1][x264]-HiDt.mkv,3901,Seven Pounds (2008) {tmdb-11321} - [Bluray-720p][AC3 5.1][x264].mkv,2743,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+1158)
Lethal Weapon (1987),tie,Lethal Weapon (1987) {tmdb-941} - [Hybrid][Bluray-1080p][EAC3 Atmos 5.1][DV HDR10Plus][x265]-HiDt.mkv,4747,Lethal Weapon (1987) {tmdb-941} - [Hybrid][Bluray-1080p][EAC3 Atmos 5.1][DV HDR10Plus][x265]-HiDt.mkv,4747,NO ACTION (keep both),,Both versions are equal quality (4747)
Like Someone in Love (2012),chris,,0,Like Someone in Love (2012) {tmdb-102001} - [Bluray-720p][DTS 3.0][x264].mkv,2843,COPY Chris → Ali,,Only Chris has this file
The Janes (2022),ali,The Janes (2022) {tmdb-913829} - [HMAX][WEBDL-1080p][AC3 5.1][x264]-NPMS.mkv,3261,,0,COPY Ali → Chris,,Only Ali has this file
The Ten Commandments (1956),chris,The Ten Commandments (1956) {tmdb-6844} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-SM737.mkv,4360,The Ten Commandments (1956) {tmdb-6844} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-W4NK3R.mkv,4448,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+88)
Walking with Dinosaurs (2013),chris,,0,Walking with Dinosaurs (2013) {tmdb-77951} - [Bluray-720p][DTS 5.1][x264].mkv,2843,COPY Chris → Ali,,Only Chris has this file
Resident Evil Extinction (2007),ali,Resident Evil Extinction (2007) {tmdb-7737} - [Hybrid][Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-SQS.mkv,4665,Resident Evil Extinction (2007) {tmdb-7737} - {edition-Open Matte} [WEBDL-1080p][EAC3 5.1][h264].mkv,3318,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+1347)
Maze Runner The Death Cure (2018),tie,Maze Runner The Death Cure (2018) {tmdb-336843} - [Bluray-1080p][DTS 5.1][x264]-TayTO.mkv,3966,Maze Runner The Death Cure (2018) {tmdb-336843} - [Bluray-1080p][DTS 5.1][x264]-TayTO.mkv,3966,NO ACTION (keep both),,Both versions are equal quality (3966)
Goodbye Mr. Chips (1969),tie,Goodbye Mr. Chips (1969) {tmdb-42607} - [WEBRip-1080p][AC3 5.1][x264]-SbR.mkv,3105,Goodbye Mr. Chips (1969) {tmdb-42607} - [WEBRip-1080p][AC3 5.1][x264]-SbR.mkv,3105,NO ACTION (keep both),,Both versions are equal quality (3105)
The Butler (2013),tie,The Butler (2013) {tmdb-132363} - [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,3988,The Butler (2013) {tmdb-132363} - [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,3988,NO ACTION (keep both),,Both versions are equal quality (3988)
Cannibal! The Musical (1996),chris,,0,Cannibal! The Musical (1996) {tmdb-13063} - [DVD][MP3 2.0][XviD]-NGP.avi,363,COPY Chris → Ali,,Only Chris has this file
The Pink Panther (2006),ali,The Pink Panther (2006) {tmdb-12096} - [Bluray-1080p][AC3 5.1][x264]-DON.mkv,3778,,0,COPY Ali → Chris,,Only Ali has this file
Red White and Royal Blue (2023),tie,Red White and Royal Blue (2023) {tmdb-930094} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,3330,Red White and Royal Blue (2023) {tmdb-930094} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,3330,NO ACTION (keep both),,Both versions are equal quality (3330)
Kiss of the Dragon (2001),ali,Kiss of the Dragon (2001) {tmdb-2140} - [Hybrid][Bluray-1080p][DTS-HD MA 6.1][DV HDR10Plus][h265]-Robo29.mkv,4553,Kiss of the Dragon (2001) {tmdb-2140} - [Bluray-1080p][AC3 5.1][x264]-BHDStudio.mp4,3758,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+795)
A Most Wanted Man (2014),tie,A Most Wanted Man (2014) {tmdb-157849} - [Bluray-1080p Proper][DTS 5.1][x264]-VietHD.mkv,3917,A Most Wanted Man (2014) {tmdb-157849} - [Bluray-1080p Proper][DTS 5.1][x264]-VietHD.mkv,3917,NO ACTION (keep both),,Both versions are equal quality (3917)
American Honey (2016),tie,American Honey (2016) {tmdb-340485} - [Bluray-1080p][AC3 5.1][x264]-SA89.mkv,3865,American Honey (2016) {tmdb-340485} - [Bluray-1080p][AC3 5.1][x264]-SA89.mkv,3865,NO ACTION (keep both),,Both versions are equal quality (3865)
Invasion U.S.A. (1985),tie,Invasion U.S.A. (1985) {tmdb-15983} - [Remux-1080p][DTS-HD MA 5.1][AVC]-Rmp4L.mkv,4700,Invasion U.S.A. (1985) {tmdb-15983} - [Remux-1080p][DTS-HD MA 5.1][AVC]-Rmp4L.mkv,4700,NO ACTION (keep both),,Both versions are equal quality (4700)
In a Violent Nature (2024),ali,In a Violent Nature (2024) {tmdb-1214509} - [Bluray-1080p][DTS-HD MA 5.1][x264]-VETO.mkv,4094,In a Violent Nature (2024) {tmdb-1214509} - [WEBDL-1080p][EAC3 5.1][h264]-CalmNiceToucanetOfCompletion.mkv,3314,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+780)
No Reservations (2007),tie,No Reservations (2007) {tmdb-3638} - [Bluray-720p][AC3 5.1][x264]-CtrlHD.mkv,2743,No Reservations (2007) {tmdb-3638} - [Bluray-720p][AC3 5.1][x264]-CtrlHD.mkv,2743,NO ACTION (keep both),,Both versions are equal quality (2743)
Suicide Squad (2016),ali,Suicide Squad (2016) {tmdb-297761} - {edition-Extended Cut} [Bluray-1080p][DTS-ES 5.1][x264]-NCmt.mkv,3960,Suicide Squad (2016) {tmdb-297761} - [Bluray-1080p][AC3 5.1][x264].mkv,3836,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+124)
A Christmas Carol (2009),tie,A Christmas Carol (2009) {tmdb-17979} - [Bluray-1080p][AC3 5.1][x264]-DON.mkv,3791,A Christmas Carol (2009) {tmdb-17979} - [Bluray-1080p][AC3 5.1][x264]-DON.mkv,3791,NO ACTION (keep both),,Both versions are equal quality (3791)
Black Christmas (1974),chris,,0,Black Christmas (1974) {tmdb-16938} - [Remux-1080p][AC3 5.1][AVC]-LEGi0N.mkv,4305,COPY Chris → Ali,,Only Chris has this file
The Covenant (2023),chris,,0,The Covenant (2023) {tmdb-1266409} - [Remux-1080p][TrueHD Atmos 7.1][AVC]-NorTekst.mkv,4800,COPY Chris → Ali,,Only Chris has this file
Ghost in the Shell (2017),ali,Ghost in the Shell (2017) {tmdb-315837} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-DON.mkv,4380,Ghost in the Shell (2017) {tmdb-315837} - [Bluray-1080p][EAC3 5.1][x264].mkv,3882,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+498)
Jennifer Eight (1992),chris,,0,Jennifer Eight (1992) {tmdb-10424} - [Remux-1080p][DTS-HD MA 5.1][AVC]-CiNEPHiLES.mkv,4700,COPY Chris → Ali,,Only Chris has this file
Hero (2017),chris,,0,Hero (2017) {tmdb-983254} - [Remux-1080p][DTS-HD MA 5.1][AVC].mkv,4668,COPY Chris → Ali,,Only Chris has this file
Section 8 (2022),ali,Section 8 (2022) {tmdb-893228} - [Bluray-1080p][AC3 5.1][x264]-EVO.mkv,3814,Section 8 (2022) {tmdb-893228} - [WEBDL-1080p][AC3 5.1][h264]-CMRG.mkv,3248,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+566)
The Help (2011),chris,The Help (2011) {tmdb-50014} - [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv,3859,The Help (2011) {tmdb-50014} - [Bluray-1080p][DTS 5.1][x264].mkv,3977,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+118)
My Little Pony Equestria Girls Legend of Everfree (2016),chris,,0,My Little Pony Equestria Girls Legend of Everfree (2016) {tmdb-405314} - [Bluray-1080p][DTS 5.1][x264].mkv,3832,COPY Chris → Ali,,Only Chris has this file
The Wicker Man (2006),chris,,0,The Wicker Man (2006) {tmdb-9708} - {edition-Unrated} [Remux-1080p][DTS-HD MA 5.1][VC1]-KRaLiMaRKo.mkv,4522,COPY Chris → Ali,,Only Chris has this file
The Apartment (1960),chris,,0,The Apartment (1960) {tmdb-364520} - [Bluray-1080p][AC3 5.1][x264]-TayTO.mkv,3871,COPY Chris → Ali,,Only Chris has this file
Justice League Crisis on Two Earths (2010),tie,Justice League Crisis on Two Earths (2010) {tmdb-30061} - [Bluray-1080p][AC3 5.1][x264]-jlcote.mkv,3743,Justice League Crisis on Two Earths (2010) {tmdb-30061} - [Bluray-1080p][AC3 5.1][x264]-aAF.mkv,3743,NO ACTION (keep both),,Both versions are equal quality (3743)
The Sapphires (2012),chris,,0,The Sapphires (2012) {tmdb-110146} - [Bluray-720p][DTS 5.1][x264].mkv,2843,COPY Chris → Ali,,Only Chris has this file
The Amazing Spider-Man 2 (2014),ali,The Amazing Spider-Man 2 (2014) {tmdb-102382} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-SA89.mkv,4450,The Amazing Spider-Man 2 (2014) {tmdb-102382} - [Bluray-1080p][AC3 5.1][x264]-decibeL.mkv,3874,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+576)
The Last Dance (2024),ali,The Last Dance (2024) {tmdb-1226141} - {edition-Extended Cut} [Bluray-1080p][EAC3 7.1][x264]-RO.mkv,3889,,0,COPY Ali → Chris,,Only Ali has this file
Rookie of the Year (1993),chris,,0,Rookie of the Year (1993) {tmdb-21845} - [AMZN][WEBDL-1080p][EAC3 5.1][x264]-QOQ.mkv,3357,COPY Chris → Ali,,Only Chris has this file
The Adventures of Tintin (2011),tie,The Adventures of Tintin (2011) {tmdb-17578} - [Bluray-1080p][DTS 5.1][x264]-DON.mkv,4245,The Adventures of Tintin (2011) {tmdb-17578} - [Bluray-1080p][DTS 5.1][x264]-DON.mkv,4245,NO ACTION (keep both),,Both versions are equal quality (4245)
The Iron Lady (2011),tie,The Iron Lady (2011) {tmdb-71688} - [Bluray-1080p][AC3 5.1][x264]-EBP.mkv,3809,The Iron Lady (2011) {tmdb-71688} - [Bluray-1080p][AC3 5.1][x264].mkv,3809,NO ACTION (keep both),,Both versions are equal quality (3809)
The Duchess (2008),ali,The Duchess (2008) {tmdb-12783} - {edition-Unrated} [Bluray-1080p][AC3 5.1][x264]-DON.mkv,3804,,0,COPY Ali → Chris,,Only Ali has this file
On Her Majestys Secret Service (1969),tie,On Her Majestys Secret Service (1969) {tmdb-668} - [Bluray-1080p][EAC3 Atmos 5.1][x264]-BiTOR.mkv,4254,On Her Majestys Secret Service (1969) {tmdb-668} - [Bluray-1080p][EAC3 Atmos 5.1][x264]-BiTOR.mkv,4254,NO ACTION (keep both),,Both versions are equal quality (4254)
What We Do in the Shadows (2014),tie,What We Do in the Shadows (2014) {tmdb-246741} - [Bluray-720p][DTS 5.1][x264].mkv,2843,What We Do in the Shadows (2014) {tmdb-246741} - [Bluray-720p][DTS 5.1][x264].mkv,2843,NO ACTION (keep both),,Both versions are equal quality (2843)
Saw II (2005),tie,Saw II (2005) {tmdb-215} - {edition-Unrated} [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,3816,Saw II (2005) {tmdb-215} - {edition-Unrated} [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,3816,NO ACTION (keep both),,Both versions are equal quality (3816)
Big Stan (2007),tie,Big Stan (2007) {tmdb-13161} - [Bluray-1080p][AC3 5.1][x264]-PTer.mkv,3820,Big Stan (2007) {tmdb-13161} - [Bluray-1080p][AC3 5.1][x264]-PTer.mkv,3820,NO ACTION (keep both),,Both versions are equal quality (3820)
Requin (2022),chris,,0,Requin (2022) {tmdb-1021804} - [Bluray-1080p][DTS-HD MA 5.1][x264]-GETiT.mkv,4073,COPY Chris → Ali,,Only Chris has this file
Peter Rabbit 2 The Runaway (2021),chris,,0,Peter Rabbit 2 The Runaway (2021) {tmdb-522478} - [Bluray-1080p Proper][EAC3 7.1][x264]-iFT.mkv,3853,COPY Chris → Ali,,Only Chris has this file
Why Him (2016),ali,Why Him (2016) {tmdb-356305} - [Bluray-1080p][DTS-ES 6.1][x264]-NCmt.mkv,3939,Why Him (2016) {tmdb-356305} - [Bluray-1080p][AC3 5.1][x264]-DON.mkv,3836,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+103)
National Lampoons Vacation (1983),chris,,0,National Lampoons Vacation (1983) {tmdb-11153} - [Remux-1080p][DTS-HD MA 1.0][VC1].mkv,4566,COPY Chris → Ali,,Only Chris has this file
Sanctum (2011),tie,Sanctum (2011) {tmdb-48340} - [Bluray-720p][AC3 5.1][x264].mkv,2723,Sanctum (2011) {tmdb-48340} - [Bluray-720p][AC3 5.1][x264].mkv,2723,NO ACTION (keep both),,Both versions are equal quality (2723)
Arthur and the Invisibles (2006),chris,,0,Arthur and the Invisibles (2006) {tmdb-9992} - [Remux-1080p][TrueHD 5.1][h264].mkv,4750,COPY Chris → Ali,,Only Chris has this file
Three Days of the Condor (1975),tie,Three Days of the Condor (1975) {tmdb-11963} - [Bluray-1080p][EAC3 5.1][x264]-c0kE.mkv,3950,Three Days of the Condor (1975) {tmdb-11963} - [Bluray-1080p][EAC3 5.1][x264]-c0kE.mkv,3950,NO ACTION (keep both),,Both versions are equal quality (3950)
Jackdaw (2024),tie,Jackdaw (2024) {tmdb-1081680} - [Bluray-1080p][DTS-HD MA 5.1][x264]-JustWatch.mkv,4124,Jackdaw (2024) {tmdb-1081680} - [Bluray-1080p][DTS-HD MA 5.1][x264]-JustWatch.mkv,4124,NO ACTION (keep both),,Both versions are equal quality (4124)
Clue (1985),ali,Clue (1985) {tmdb-15196} - [Bluray-1080p][FLAC 2.0][DV HDR10][x265]-PTer.mkv,4236,Clue (1985) {tmdb-15196} - [Bluray-1080p][FLAC 2.0][x264].mkv,3699,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+537)
The Debt (2010),tie,The Debt (2010) {tmdb-48289} - [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,3801,The Debt (2010) {tmdb-48289} - [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,3801,NO ACTION (keep both),,Both versions are equal quality (3801)
Mean Girls (2004),ali,Mean Girls (2004) {tmdb-10625} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-LEGi0N.mkv,4376,Mean Girls (2004) {tmdb-10625} - [Bluray-1080p][TrueHD Atmos 7.1][x264]-KNiVES.mkv,4261,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+115)
The Hard Way (1991),chris,,0,The Hard Way (1991) {tmdb-11384} - [Bluray-720p][AC3 2.0][x264]-VietHD.mkv,2783,COPY Chris → Ali,,Only Chris has this file
Family Guy Presents Something Something Something Dark Side (2009),chris,,0,Family Guy Presents Something Something Something Dark Side (2009) {tmdb-625651} - [DVD][AC3 5.1][MPEG2].mkv,475,COPY Chris → Ali,,Only Chris has this file
The Void (2016),ali,The Void (2016) {tmdb-378018} - [Hybrid][Bluray-1080p][DTS 5.1][x264]-DON.mkv,3906,,0,COPY Ali → Chris,,Only Ali has this file
In the Electric Mist (2009),chris,,0,In the Electric Mist (2009) {tmdb-13975} - [Remux-1080p][DTS-HD MA 5.1][AVC]-playBD.mkv,4700,COPY Chris → Ali,,Only Chris has this file
Joe Rogan Strange Times (2018),chris,,0,Joe Rogan Strange Times (2018) {tmdb-550248} - [NF][WEBDL-1080p][EAC3 5.1][x264]-monkee.mkv,3261,COPY Chris → Ali,,Only Chris has this file
The Patriot (2000),tie,The Patriot (2000) {tmdb-2024} - {edition-Extended Cut} [Bluray-1080p][DTS 5.1][x264]-CRiSC.mkv,3986,The Patriot (2000) {tmdb-2024} - {edition-Extended Cut} [Bluray-1080p][DTS 5.1][x264]-CRiSC.mkv,3986,NO ACTION (keep both),,Both versions are equal quality (3986)
Play Dead (2022),chris,Play Dead (2022) {tmdb-1020696} - [Bluray-1080p][AC3 5.1][x264]-BHDStudio.mp4,3762,Play Dead (2022) {tmdb-1020696} - [Bluray-1080p][DTS-HD MA 5.1][x264].mkv,4082,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+320)
Afro Samurai Pilot (2007),tie,Afro Samurai Pilot (2007) {tmdb-515056} - [Bluray-720p][DTS 5.1][x264].mkv,2843,Afro Samurai Pilot (2007) {tmdb-515056} - [Bluray-720p][DTS 5.1][x264].mkv,2843,NO ACTION (keep both),,Both versions are equal quality (2843)
Happy Gilmore (1996),ali,Happy Gilmore (1996) {tmdb-9614} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-HiDt.mkv,4413,Happy Gilmore (1996) {tmdb-9614} - [Bluray-1080p][DTS 5.1][x264]-LCHD.mkv,3865,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+548)
3 Ninjas Knuckle Up (1995),tie,3 Ninjas Knuckle Up (1995) {tmdb-40508} - [Bluray-1080p][FLAC 2.0][x264]-NZT.mkv,3747,3 Ninjas Knuckle Up (1995) {tmdb-40508} - [Bluray-1080p][FLAC 2.0][x264]-NZT.mkv,3747,NO ACTION (keep both),,Both versions are equal quality (3747)
Wild America (1997),ali,Wild America (1997) {tmdb-38225} - [Bluray-1080p][AAC 2.0][x264]-HANDJOB.mkv,3730,,0,COPY Ali → Chris,,Only Ali has this file
Teenage Mutant Ninja Turtles Out of the Shadows (2016),tie,Teenage Mutant Ninja Turtles Out of the Shadows (2016) {tmdb-308531} - [Bluray-1080p][AC3 5.1][x264]-DON.mkv,3809,Teenage Mutant Ninja Turtles Out of the Shadows (2016) {tmdb-308531} - [Bluray-1080p][AC3 5.1][x264]-DON.mkv,3809,NO ACTION (keep both),,Both versions are equal quality (3809)
Tinker Tailor Soldier Spy (2011),tie,Tinker Tailor Soldier Spy (2011) {tmdb-49517} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-NTb.mkv,4450,Tinker Tailor Soldier Spy (2011) {tmdb-49517} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-NTb.mkv,4450,NO ACTION (keep both),,Both versions are equal quality (4450)
Predator Badlands (2025),tie,Predator Badlands (2025) {tmdb-1242898} - [MA][WEBDL-1080p][EAC3 Atmos 5.1][x264]-BYNDR.mkv,3663,Predator Badlands (2025) {tmdb-1242898} - [MA][WEBDL-1080p][EAC3 Atmos 5.1][x264]-BYNDR.mkv,3663,NO ACTION (keep both),,Both versions are equal quality (3663)
