Title,Winner,Ali_File,Ali_Score,Chris_File,Chris_Score,Action,Deleted_Path,Reason
Krazy House (2024),chris,,0,Krazy House (2024) {tmdb-607338} - [WEBDL-1080p][AC3 5.1][x264].mkv,3229,COPY Chris → Ali,,Only Chris has this file
Home Team (2022),tie,Home Team (2022) {tmdb-817648} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][HDR10][HEVC]-TEPES.mkv,4141,Home Team (2022) {tmdb-817648} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][HDR10][HEVC]-TEPES.mkv,4141,NO ACTION (keep both),,Both versions are equal quality (4141)
Cirque du Freak The Vampires Assistant (2009),chris,,0,Cirque du Freak The Vampires Assistant (2009) {tmdb-24418} - [Bluray-720p][AAC 5.1][x264].mp4,2665,COPY Chris → Ali,,Only Chris has this file
Post Grad (2009),ali,Post Grad (2009) {tmdb-25704} - [Bluray-1080p][DTS 5.1][x264]-LCHD.mkv,3865,Post Grad (2009) {tmdb-25704} - [DSNP][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,3296,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+569)
Law Abiding Citizen (2009),tie,Law Abiding Citizen (2009) {tmdb-22803} - {edition-Directors Cut} [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv,3854,Law Abiding Citizen (2009) {tmdb-22803} - {edition-Directors Cut} [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv,3854,NO ACTION (keep both),,Both versions are equal quality (3854)
Falling (2006),chris,,0,Falling (2006) {tmdb-79072} - [Bluray-1080p][DTS 5.1][x264]-iLL.mkv,3900,COPY Chris → Ali,,Only Chris has this file
Murder Mystery 2 (2023),ali,Murder Mystery 2 (2023) {tmdb-638974} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][DV HDR10][h265]-FLUX.mkv,4126,Murder Mystery 2 (2023) {tmdb-638974} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv,3634,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+492)
American Heist (2014),tie,American Heist (2014) {tmdb-250066} - [Bluray-1080p][DTS 5.1][x264]-veto.mkv,3876,American Heist (2014) {tmdb-250066} - [Bluray-1080p][DTS 5.1][x264]-veto.mkv,3876,NO ACTION (keep both),,Both versions are equal quality (3876)
Presence (2025),tie,Presence (2025) {tmdb-1140535} - [Bluray-1080p][EAC3 Atmos 5.1][HDR10][x265]-SM737.mkv,4645,Presence (2025) {tmdb-1140535} - [Bluray-1080p][EAC3 Atmos 5.1][HDR10][x265]-SM737.mkv,4645,NO ACTION (keep both),,Both versions are equal quality (4645)
Straw Dogs (1971),tie,Straw Dogs (1971) {tmdb-994} - [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,3824,Straw Dogs (1971) {tmdb-994} - [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,3824,NO ACTION (keep both),,Both versions are equal quality (3824)
City Island (2009),tie,City Island (2009) {tmdb-28053} - [Bluray-1080p][DTS 5.1][x264]-CiNEFiLE.mkv,3879,City Island (2009) {tmdb-28053} - [Bluray-1080p][DTS 5.1][x264]-CiNEFiLE.mkv,3879,NO ACTION (keep both),,Both versions are equal quality (3879)
AVP Alien vs. Predator (2004),tie,AVP Alien vs. Predator (2004) {tmdb-395} - {edition-Extended} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,3934,AVP Alien vs. Predator (2004) {tmdb-395} - {edition-Extended} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,3934,NO ACTION (keep both),,Both versions are equal quality (3934)
17 Again (2009),chris,,0,17 Again (2009) {tmdb-16996} - [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv,3826,COPY Chris → Ali,,Only Chris has this file
Stalingrad (1993),tie,Stalingrad (1993) {tmdb-11101} - [Bluray-1080p][AC3 5.1][x264]-CRiSC.mkv,3891,Stalingrad (1993) {tmdb-11101} - [Bluray-1080p][AC3 5.1][x264]-CRiSC.mkv,3891,NO ACTION (keep both),,Both versions are equal quality (3891)
Fright Night (1985),tie,Fright Night (1985) {tmdb-11797} - [Remux-1080p][DTS-HD MA 5.1][x264]-LEGi0N.mkv,4700,Fright Night (1985) {tmdb-11797} - [Remux-1080p][DTS-HD MA 5.1][x264]-LEGi0N.mkv,4700,NO ACTION (keep both),,Both versions are equal quality (4700)
American Made (2017),tie,American Made (2017) {tmdb-337170} - [Hybrid][Bluray-1080p][EAC3 7.1][HDR10][x265]-TDD.mkv,4394,American Made (2017) {tmdb-337170} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-TDD.mkv,4394,NO ACTION (keep both),,Both versions are equal quality (4394)
The Carman Family Deaths (2025),tie,The Carman Family Deaths (2025) {tmdb-1363282} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-Kitsune.mkv,3635,The Carman Family Deaths (2025) {tmdb-1363282} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-Kitsune.mkv,3635,NO ACTION (keep both),,Both versions are equal quality (3635)
The Warriors Way (2010),tie,The Warriors Way (2010) {tmdb-46528} - [Bluray-1080p][AC3 5.1][x264]-SA89.mkv,3836,The Warriors Way (2010) {tmdb-46528} - [Bluray-1080p][AC3 5.1][x264]-SA89.mkv,3836,NO ACTION (keep both),,Both versions are equal quality (3836)
The Valet (2022),ali,The Valet (2022) {tmdb-810171} - [Hulu][WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv,3281,,0,COPY Ali → Chris,,Only Ali has this file
Hold the Dark (2018),chris,,0,Hold the Dark (2018) {tmdb-395841} - [NF][WEBDL-1080p][EAC3 5.1][x264]-NTG.mkv,3280,COPY Chris → Ali,,Only Chris has this file
Percy Jackson and the Olympians The Lightning Thief (2010),ali,Percy Jackson and the Olympians The Lightning Thief (2010) {tmdb-32657} - [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,3952,Percy Jackson and the Olympians The Lightning Thief (2010) {tmdb-32657} - [Bluray-720p][DTS 5.1][x264].mkv,2865,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+1087)
The Proposal (2009),tie,The Proposal (2009) {tmdb-18240} - [Bluray-1080p][EAC3 5.1][x264]-DON.mkv,3916,The Proposal (2009) {tmdb-18240} - [Bluray-1080p][EAC3 5.1][x264]-DON.mkv,3916,NO ACTION (keep both),,Both versions are equal quality (3916)
Wall to Wall (2025),tie,Wall to Wall (2025) {tmdb-1269208} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv,3652,Wall to Wall (2025) {tmdb-1269208} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv,3652,NO ACTION (keep both),,Both versions are equal quality (3652)
Three Wise Men and a Baby (2022),ali,Three Wise Men and a Baby (2022) {tmdb-1028541} - [AMZN][WEBDL-1080p][EAC3 2.0][h264]-NTb.mkv,3314,Three Wise Men and a Baby (2022) {tmdb-1028541} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-MERRY.mkv,3311,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+3)
Batman Unlimited Monster Mayhem (2015),tie,Batman Unlimited Monster Mayhem (2015) {tmdb-342917} - [Bluray-1080p][AC3 5.1][x264]-VENUE.mkv,3743,Batman Unlimited Monster Mayhem (2015) {tmdb-342917} - [Bluray-1080p][AC3 5.1][x264]-VENUE.mkv,3743,NO ACTION (keep both),,Both versions are equal quality (3743)
Survive (2022),tie,Survive (2022) {tmdb-1132079} - [Bluray-1080p][DTS-HD MA 5.1][x264]-UNVEiL.mkv,4091,Survive (2022) {tmdb-1132079} - [Bluray-1080p][DTS-HD MA 5.1][x264]-UNVEiL.mkv,4091,NO ACTION (keep both),,Both versions are equal quality (4091)
WALL·E (2008),tie,WALL·E (2008) {tmdb-10681} - [Bluray-1080p][EAC3 Atmos 7.1][DV HDR10][x265]-c0kE.mkv,4664,WALL·E (2008) {tmdb-10681} - [Bluray-1080p][EAC3 Atmos 7.1][DV HDR10][x265]-c0kE.mkv,4664,NO ACTION (keep both),,Both versions are equal quality (4664)
Slotherhouse (2023),ali,Slotherhouse (2023) {tmdb-1040892} - [Bluray-1080p][EAC3 5.1][x264]-ZoroSenpai.mkv,3830,Slotherhouse (2023) {tmdb-1040892} - [WEBDL-1080p][EAC3 5.1][h264]-BobDobbs.mkv,3307,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+523)
Oh Hi! (2025),tie,Oh Hi! (2025) {tmdb-1339658} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-BYNDR.mkv,3304,Oh Hi! (2025) {tmdb-1339658} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-BYNDR.mkv,3304,NO ACTION (keep both),,Both versions are equal quality (3304)
Reel Rock 17 (2023),ali,Reel Rock 17 (2023) {tmdb-1113148} - [WEBDL-1080p][AAC 2.0][x264]-MacP.mkv,3214,,0,COPY Ali → Chris,,Only Ali has this file
Burn After Reading (2008),ali,Burn After Reading (2008) {tmdb-4944} - [Bluray-1080p][EAC3 5.1][x264]-playHD.mkv,3891,,0,COPY Ali → Chris,,Only Ali has this file
Babylon (2022),ali,Babylon (2022) {tmdb-615777} - [Bluray-1080p][TrueHD Atmos 7.1][x264]-ROEN.mkv,4300,Babylon (2022) {tmdb-615777} - [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-CMRG.mkv,3729,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+571)
Agent Cody Banks (2003),tie,Agent Cody Banks (2003) {tmdb-10923} - [Bluray-1080p][DTS 5.1][x264]-ZQ.mkv,3917,Agent Cody Banks (2003) {tmdb-10923} - [Bluray-1080p][DTS 5.1][x264]-ZQ.mkv,3917,NO ACTION (keep both),,Both versions are equal quality (3917)
Its the Great Pumpkin Charlie Brown (1966),chris,,0,Its the Great Pumpkin Charlie Brown (1966) {tmdb-13353} - [Remux-1080p][DTS-HD MA 5.1][VC1]-KRaLiMaRKo.mkv,4441,COPY Chris → Ali,,Only Chris has this file
20 Million Miles to Earth (1957),chris,20 Million Miles to Earth (1957) {tmdb-15096} - [Bluray-1080p][Opus 5.1][x264]-RetroPeeps.mkv,3677,20 Million Miles to Earth (1957) {tmdb-15096} - [Remux-1080p Proper][TrueHD 5.1][AVC]-KRaLiMaRKo.mkv,4707,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+1030)
The Field (1990),ali,The Field (1990) {tmdb-31651} - [AMZN][WEBDL-1080p][EAC3 2.0][h264]-PD.mkv,3325,,0,COPY Ali → Chris,,Only Ali has this file
Woody Woodpecker Goes to Camp (2024),chris,,0,Woody Woodpecker Goes to Camp (2024) {tmdb-1239146} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-Ionicboy.mkv,3642,COPY Chris → Ali,,Only Chris has this file
Kill Tony Once Upon a Time in Texas (2026),tie,Kill Tony Once Upon a Time in Texas (2026) {tmdb-1611487} - [NF][WEBDL-1080p][EAC3 5.1][x264]-playWEB.mkv,3304,Kill Tony Once Upon a Time in Texas (2026) {tmdb-1611487} - [NF][WEBDL-1080p][EAC3 5.1][x264]-playWEB.mkv,3304,NO ACTION (keep both),,Both versions are equal quality (3304)
Killing Season (2013),tie,Killing Season (2013) {tmdb-77663} - [Bluray-1080p][DTS-HD MA 5.1][x264]-TayTO.mkv,4085,Killing Season (2013) {tmdb-77663} - [Bluray-1080p][DTS-HD MA 5.1][x264]-TayTO.mkv,4085,NO ACTION (keep both),,Both versions are equal quality (4085)
I Tonya (2017),chris,,0,I Tonya (2017) {tmdb-389015} - [Bluray-720p][DTS 5.1][x264].mkv,2862,COPY Chris → Ali,,Only Chris has this file
The Return of Jafar (1994),tie,The Return of Jafar (1994) {tmdb-15969} - [Bluray-1080p][AC3 5.1][x264]-OB1.mkv,3785,The Return of Jafar (1994) {tmdb-15969} - [Bluray-1080p][AC3 5.1][x264]-OB1.mkv,3785,NO ACTION (keep both),,Both versions are equal quality (3785)
Bio-Dome (1996),chris,Bio-Dome (1996) {tmdb-9536} - [Bluray-1080p][AAC 2.0][x264]-hallowed.mkv,3718,Bio-Dome (1996) {tmdb-9536} - [Bluray-1080p][DTS 2.0][x264]-SADPANDA.mkv,3865,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+147)
The Swarm (1978),chris,,0,The Swarm (1978) {tmdb-46878} - [Bluray-1080p][AAC 2.0][x264].mkv,3850,COPY Chris → Ali,,Only Chris has this file
Nomads (2019),tie,Nomads (2019) {tmdb-632953} - [WEBDL-1080p][AC3 5.1][h264]-EVO.mkv,3233,Nomads (2019) {tmdb-632953} - [WEBDL-1080p][AC3 5.1][h264]-EVO.mkv,3233,NO ACTION (keep both),,Both versions are equal quality (3233)
Project Almanac (2015),tie,Project Almanac (2015) {tmdb-227719} - [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,3797,Project Almanac (2015) {tmdb-227719} - [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,3797,NO ACTION (keep both),,Both versions are equal quality (3797)
Mulholland Falls (1996),chris,,0,Mulholland Falls (1996) {tmdb-10990} - [Remux-1080p][DTS-HD MA 5.1][AVC]-FraMeSToR.mkv,4698,COPY Chris → Ali,,Only Chris has this file
The Case for Christ (2017),chris,,0,The Case for Christ (2017) {tmdb-424998} - [Bluray-720p][AC3 5.1][x264]-LoRD.mkv,2764,COPY Chris → Ali,,Only Chris has this file
Rocky V (1990),tie,Rocky V (1990) {tmdb-1375} - [Bluray-1080p][DTS-HD MA 5.1][DV HDR10][x265]-PapitaHD.mkv,4652,Rocky V (1990) {tmdb-1375} - [Bluray-1080p][DTS-HD MA 5.1][DV HDR10][x265]-PapitaHD.mkv,4652,NO ACTION (keep both),,Both versions are equal quality (4652)
Can You Ever Forgive Me (2018),chris,,0,Can You Ever Forgive Me (2018) {tmdb-401847} - [Bluray-1080p][EAC3 5.1][x264].mkv,3886,COPY Chris → Ali,,Only Chris has this file
JFK (1991),tie,JFK (1991) {tmdb-820} - {edition-Directors Cut} [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-c0kE.mkv,4450,JFK (1991) {tmdb-820} - {edition-Directors Cut} [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-c0kE.mkv,4450,NO ACTION (keep both),,Both versions are equal quality (4450)
Fackham Hall (2025),tie,Fackham Hall (2025) {tmdb-1175174} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-BYNDR.mkv,3309,Fackham Hall (2025) {tmdb-1175174} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-BYNDR.mkv,3309,NO ACTION (keep both),,Both versions are equal quality (3309)
City of Lost Things (2021),tie,City of Lost Things (2021) {tmdb-767246} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-NTb.mkv,4321,City of Lost Things (2021) {tmdb-767246} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-NTb.mkv,4321,NO ACTION (keep both),,Both versions are equal quality (4321)
The Amazing Spider-Man (2012),tie,The Amazing Spider-Man (2012) {tmdb-1930} - {edition-Remastered} [Bluray-1080p][DTS-HD MA 5.1][x264]-D-Z0N3.mkv,4166,The Amazing Spider-Man (2012) {tmdb-1930} - {edition-Remastered} [Bluray-1080p][DTS-HD MA 5.1][x264]-D-Z0N3.mkv,4166,NO ACTION (keep both),,Both versions are equal quality (4166)
Stuber (2019),ali,Stuber (2019) {tmdb-513045} - [Bluray-1080p][EAC3 7.1][x264]-DON.mkv,3878,Stuber (2019) {tmdb-513045} - [WEBDL-1080p][EAC3 5.1][h264].mkv,3297,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+581)
Mission Impossible Ghost Protocol (2011),tie,Mission Impossible Ghost Protocol (2011) {tmdb-56292} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-LEGi0N.mkv,4431,Mission Impossible Ghost Protocol (2011) {tmdb-56292} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-LEGi0N.mkv,4431,NO ACTION (keep both),,Both versions are equal quality (4431)
The Double (2011),ali,The Double (2011) {tmdb-73499} - [Bluray-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv,3896,The Double (2011) {tmdb-73499} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-RegEdits.mkv,3317,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+579)
Serpico (1973),tie,Serpico (1973) {tmdb-9040} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-c0kE.mkv,4450,Serpico (1973) {tmdb-9040} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-c0kE.mkv,4450,NO ACTION (keep both),,Both versions are equal quality (4450)
Who Am I (1998),ali,Who Am I (1998) {tmdb-8697} - [Bluray-1080p][AC3 2.0][x264]-BHDStudio.mp4,3763,,0,COPY Ali → Chris,,Only Ali has this file
Rags (2012),tie,Rags (2012) {tmdb-110490} - [AMZN][WEBDL-1080p][EAC3 2.0][x264]-TVSmash.mkv,3334,Rags (2012) {tmdb-110490} - [AMZN][WEBDL-1080p][EAC3 2.0][x264]-TVSmash.mkv,3334,NO ACTION (keep both),,Both versions are equal quality (3334)
Teenage Mutant Ninja Turtles (2014),tie,Teenage Mutant Ninja Turtles (2014) {tmdb-98566} - [Bluray-1080p][AC3 5.1][x264]-DON.mkv,3816,Teenage Mutant Ninja Turtles (2014) {tmdb-98566} - [Bluray-1080p][AC3 5.1][x264]-DON.mkv,3816,NO ACTION (keep both),,Both versions are equal quality (3816)
X2 (2003),ali,X2 (2003) {tmdb-36658} - [Bluray-1080p][DTS 5.1][HDR10][x265]-NCmt.mkv,4500,X2 (2003) {tmdb-36658} - [Bluray-1080p][DTS 5.1][x264]-DON.mkv,3949,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+551)
Rush (2013),tie,Rush (2013) {tmdb-96721} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-PTer.mkv,4378,Rush (2013) {tmdb-96721} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-PTer.mkv,4378,NO ACTION (keep both),,Both versions are equal quality (4378)
Man Bites Dog (1992),tie,Man Bites Dog (1992) {tmdb-10086} - [Bluray-1080p][FLAC 2.0][x264]-HANDJOB.mkv,3710,Man Bites Dog (1992) {tmdb-10086} - [Bluray-1080p][FLAC 2.0][x264]-HANDJOB.mkv,3710,NO ACTION (keep both),,Both versions are equal quality (3710)
Austin Powers International Man of Mystery (1997),tie,Austin Powers International Man of Mystery (1997) {tmdb-816} - {edition-Unrated} [Bluray-1080p][DTS 5.1][x264]-TayTO.mkv,3884,Austin Powers International Man of Mystery (1997) {tmdb-816} - {edition-Unrated} [Bluray-1080p][DTS 5.1][x264]-TayTO.mkv,3884,NO ACTION (keep both),,Both versions are equal quality (3884)
The Witch Part 2. The Other One (2022),tie,The Witch Part 2. The Other One (2022) {tmdb-615173} - [Bluray-1080p][EAC3 5.1][x264]-PTer.mkv,3908,The Witch Part 2. The Other One (2022) {tmdb-615173} - [Bluray-1080p][EAC3 5.1][x264]-PTer.mkv,3908,NO ACTION (keep both),,Both versions are equal quality (3908)
Army of the Dead (2021),ali,Army of the Dead (2021) {tmdb-503736} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][HDR10][HEVC]-CMRG.mkv,4158,Army of the Dead (2021) {tmdb-503736} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-MZABI.mkv,3636,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+522)
Road to Christmas (2018),tie,Road to Christmas (2018) {tmdb-550017} - [AMZN][WEBDL-1080p][EAC3 2.0][h264]-EDGE2020.mkv,3304,Road to Christmas (2018) {tmdb-550017} - [AMZN][WEBDL-1080p][EAC3 2.0][h264]-EDGE2020.mkv,3304,NO ACTION (keep both),,Both versions are equal quality (3304)
The Ice Storm (1997),tie,The Ice Storm (1997) {tmdb-68924} - [Bluray-1080p][FLAC 2.0][x264]-TayTO.mkv,3724,The Ice Storm (1997) {tmdb-68924} - [Bluray-1080p][FLAC 2.0][x264]-TayTO.mkv,3724,NO ACTION (keep both),,Both versions are equal quality (3724)
The Girl Who Escaped The Kara Robinson Story (2023),chris,The Girl Who Escaped The Kara Robinson Story (2023) {tmdb-1075334} - [HMAX][WEBDL-1080p][AC3 5.1][x264]-playWEB.mkv,3250,The Girl Who Escaped The Kara Robinson Story (2023) {tmdb-1075334} - [AMZN][WEBDL-1080p][EAC3 2.0][h264]-ZdS.mkv,3291,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+41)
Michael Clayton (2007),tie,Michael Clayton (2007) {tmdb-4566} - [Bluray-1080p][AC3 5.1][x264]-VietHD.mkv,3808,Michael Clayton (2007) {tmdb-4566} - [Bluray-1080p][AC3 5.1][x264]-VietHD.mkv,3808,NO ACTION (keep both),,Both versions are equal quality (3808)
Miami Vice (2006),chris,Miami Vice (2006) {tmdb-82} - {edition-Director's Cut} [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,4000,Miami Vice (2006) {tmdb-82} - {edition-Director's Cut} [Bluray-1080p][DTS-HD MA 5.1][x264]-FraMeSToR.mkv,4138,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+138)
Dreamcatcher (2003),ali,Dreamcatcher (2003) {tmdb-6171} - [Bluray-1080p][DTS 5.1][x264]-SbR.mkv,3948,,0,COPY Ali → Chris,,Only Ali has this file
The Tournament (2009),chris,,0,The Tournament (2009) {tmdb-24056} - [Bluray-720p][AAC 5.1][x264].mp4,2664,COPY Chris → Ali,,Only Chris has this file
Operation Napoleon (2023),tie,Operation Napoleon (2023) {tmdb-1002338} - [Bluray-1080p][EAC3 5.1][x264]-SbR.mkv,3861,Operation Napoleon (2023) {tmdb-1002338} - [Bluray-1080p][EAC3 5.1][x264]-SbR.mkv,3861,NO ACTION (keep both),,Both versions are equal quality (3861)
Everything Everywhere All at Once (2022),ali,Everything Everywhere All at Once (2022) {tmdb-545611} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-NTb.mkv,4411,,0,COPY Ali → Chris,,Only Ali has this file
Mean Girls 2 (2011),tie,Mean Girls 2 (2011) {tmdb-51481} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-monkee.mkv,3323,Mean Girls 2 (2011) {tmdb-51481} - [WEBDL-1080p][EAC3 5.1][h264]-monkee.mkv,3323,NO ACTION (keep both),,Both versions are equal quality (3323)
Ammonite (2020),ali,Ammonite (2020) {tmdb-568467} - [Bluray-1080p][EAC3 5.1][x264]-Atomic.mkv,3903,,0,COPY Ali → Chris,,Only Ali has this file
V for Vendetta (2006),chris,,0,V for Vendetta (2006) {tmdb-752} - [Bluray-1080p][AC3 5.1][x264].mkv,3779,COPY Chris → Ali,,Only Chris has this file
Hatchet (2006),ali,Hatchet (2006) {tmdb-11908} - {edition-Unrated} [Bluray-1080p][TrueHD 5.1][x264]-MaG.mkv,4136,Hatchet (2006) {tmdb-11908} - {edition-Unrated} [Bluray-1080p][AC3 5.1][x264]-MaG.mkv,3790,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+346)
Flight Risk (2025),tie,Flight Risk (2025) {tmdb-1126166} - [Bluray-1080p][TrueHD Atmos 7.1][x264]-KNiVES.mkv,4254,Flight Risk (2025) {tmdb-1126166} - [Bluray-1080p][TrueHD Atmos 7.1][x264]-KNiVES.mkv,4254,NO ACTION (keep both),,Both versions are equal quality (4254)
Hot Rod (2007),tie,Hot Rod (2007) {tmdb-10074} - [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,3879,Hot Rod (2007) {tmdb-10074} - [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,3879,NO ACTION (keep both),,Both versions are equal quality (3879)
A Prayer for the Dying (1987),tie,A Prayer for the Dying (1987) {tmdb-33851} - [Bluray-1080p][DTS 2.0][x264]-CiNEFiLE.mkv,3876,A Prayer for the Dying (1987) {tmdb-33851} - [Bluray-1080p][DTS 2.0][x264]-CiNEFiLE.mkv,3876,NO ACTION (keep both),,Both versions are equal quality (3876)
Friday After Next (2002),tie,Friday After Next (2002) {tmdb-10426} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-monkee.mkv,3334,Friday After Next (2002) {tmdb-10426} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-monkee.mkv,3334,NO ACTION (keep both),,Both versions are equal quality (3334)
The Bad Guys Haunted Heist (2024),tie,The Bad Guys Haunted Heist (2024) {tmdb-1329336} - [NF][WEBDL-1080p][EAC3 5.1][x264]-Kitsune.mkv,3259,The Bad Guys Haunted Heist (2024) {tmdb-1329336} - [NF][WEBDL-1080p][EAC3 5.1][x264]-FLUX.mkv,3259,NO ACTION (keep both),,Both versions are equal quality (3259)
Atlas (2024),tie,Atlas (2024) {tmdb-614933} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv,3645,Atlas (2024) {tmdb-614933} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv,3645,NO ACTION (keep both),,Both versions are equal quality (3645)
200 Cigarettes (1999),chris,,0,200 Cigarettes (1999) {tmdb-15256} - [Bluray-1080p][FLAC 2.0][x264]-mimic.mkv,3711,COPY Chris → Ali,,Only Chris has this file
Max Payne (2008),tie,Max Payne (2008) {tmdb-13051} - {edition-Unrated} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,3890,Max Payne (2008) {tmdb-13051} - {edition-Unrated} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,3890,NO ACTION (keep both),,Both versions are equal quality (3890)
Superman IV The Quest for Peace (1987),ali,Superman IV The Quest for Peace (1987) {tmdb-11411} - [Bluray-1080p][EAC3 7.1][x264]-honeyvera.mkv,3854,Superman IV The Quest for Peace (1987) {tmdb-11411} - [WEBDL-1080p][EAC3 Atmos 5.1][x264]-GPRS.mkv,3639,"MOVE Chris's to Deleted, COPY Ali's to Chris",/mnt/synology/rs-4kmedia/deleted/Movies,Ali's version is higher quality (+215)
Prizefighter The Life of Jem Belcher (2022),chris,Prizefighter The Life of Jem Belcher (2022) {tmdb-943822} - [Bluray-1080p][AC3 5.1][x264]-TWA.mkv,3821,Prizefighter The Life of Jem Belcher (2022) {tmdb-943822} - [Remux-1080p][DTS-HD MA 5.1][AVC]-TRiToN.mkv,4700,"MOVE Ali's to Deleted, COPY Chris's to Ali",/mnt/unraid/media/Deleted Movies,Chris's version is higher quality (+879)
Love in the Villa (2022),tie,Love in the Villa (2022) {tmdb-934756} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][HDR10][h265]-FLUX.mkv,4134,Love in the Villa (2022) {tmdb-934756} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][HDR10][h265]-FLUX.mkv,4134,NO ACTION (keep both),,Both versions are equal quality (4134)
