Group,Action,File,Score,Quality,Size_GB,Path
The Bad Guys - Breaking In (2025) {tvdb-469095}/Season 01/S01E01,KEEP,The Bad Guys - Breaking In (2025) - S01E01 - Bad Beginnings [WEBDL-1080p][EAC3 5.1][x264]-FLUX.mkv,3509,1080p/WEBDL/DD+/AVC,0.93,/mnt/user/Media/TV Shows/The Bad Guys - Breaking In (2025) {tvdb-469095}/Season 01/The Bad Guys - Breaking In (2025) - S01E01 - Bad Beginnings [WEBDL-1080p][EAC3 5.1][x264]-FLUX.mkv
The Bad Guys - Breaking In (2025) {tvdb-469095}/Season 01/S01E01,REMOVE,The Bad Guys - Breaking In (2025) - S01E01 - Bad Beginnings [NF][WEBDL-1080p][AAC 5.1][x264]-OldT.mkv,3418,1080p/WEBDL/AAC/AVC,1.88,/mnt/user/Media/TV Shows/The Bad Guys - Breaking In (2025) {tvdb-469095}/Season 01/The Bad Guys - Breaking In (2025) - S01E01 - Bad Beginnings [NF][WEBDL-1080p][AAC 5.1][x264]-OldT.mkv
The Bad Guys - Breaking In (2025) {tvdb-469095}/Season 01/S01E02,KEEP,The Bad Guys - Breaking In (2025) - S01E02 - The Sweet Sweet Steal [WEBDL-1080p][EAC3 5.1][x264]-FLUX.mkv,3509,1080p/WEBDL/DD+/AVC,0.93,/mnt/user/Media/TV Shows/The Bad Guys - Breaking In (2025) {tvdb-469095}/Season 01/The Bad Guys - Breaking In (2025) - S01E02 - The Sweet Sweet Steal [WEBDL-1080p][EAC3 5.1][x264]-FLUX.mkv
The Bad Guys - Breaking In (2025) {tvdb-469095}/Season 01/S01E02,REMOVE,The Bad Guys - Breaking In (2025) - S01E02 - The Sweet Sweet Steal [NF][WEBDL-1080p][AAC 5.1][x264]-OldT.mkv,3418,1080p/WEBDL/AAC/AVC,1.87,/mnt/user/Media/TV Shows/The Bad Guys - Breaking In (2025) {tvdb-469095}/Season 01/The Bad Guys - Breaking In (2025) - S01E02 - The Sweet Sweet Steal [NF][WEBDL-1080p][AAC 5.1][x264]-OldT.mkv
