title,filename,path,relative_path,size_bytes,size_gb,resolution,width,height,video_codec,audio_codec,hdr,source,group,duration_minutes,bitrate_mbps
The Butcher Boy (1998),The Butcher Boy (1998) {tmdb-22797} - [AMZN][WEBDL-1080p][EAC3 2.0][x264]-ABM.mkv,/mnt/synology/rs-movies/The Butcher Boy (1998)/The Butcher Boy (1998) {tmdb-22797} - [AMZN][WEBDL-1080p][EAC3 2.0][x264]-ABM.mkv,The Butcher Boy (1998)/The Butcher Boy (1998) {tmdb-22797} - [AMZN][WEBDL-1080p][EAC3 2.0][x264]-ABM.mkv,8864547540,8.26,1080p,,,H.264,DD+,,WEB-DL,,,
Minions (2015),Minions (2015) {tmdb-211672} - [Bluray-1080p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/Minions (2015)/Minions (2015) {tmdb-211672} - [Bluray-1080p][DTS 5.1][x264].mkv,Minions (2015)/Minions (2015) {tmdb-211672} - [Bluray-1080p][DTS 5.1][x264].mkv,8535383691,7.95,1080p,,,H.264,DTS,,BluRay,,,
The Departed (2006),The Departed (2006) {tmdb-1422} - [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,/mnt/synology/rs-movies/The Departed (2006)/The Departed (2006) {tmdb-1422} - [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,The Departed (2006)/The Departed (2006) {tmdb-1422} - [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,14053713880,13.09,1080p,,,H.264,DTS,,BluRay,,,
The Babadook (2014),The Babadook (2014) {tmdb-242224} - [Bluray-1080p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/The Babadook (2014)/The Babadook (2014) {tmdb-242224} - [Bluray-1080p][DTS 5.1][x264].mkv,The Babadook (2014)/The Babadook (2014) {tmdb-242224} - [Bluray-1080p][DTS 5.1][x264].mkv,12736364715,11.86,1080p,,,H.264,DTS,,BluRay,,,
Spy (2015),Spy (2015) {imdb-tt3079380} [Bluray-720p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/Spy (2015)/Spy (2015) {imdb-tt3079380} [Bluray-720p][DTS 5.1][x264].mkv,Spy (2015)/Spy (2015) {imdb-tt3079380} [Bluray-720p][DTS 5.1][x264].mkv,4684428643,4.36,720p,,,H.264,DTS,,BluRay,,,
Spy (2015),Spy (2015) {tmdb-238713} - {edition-Extended Cut} [Bluray-1080p][DTS-ES 5.1][x264]-DON.mkv,/mnt/synology/rs-movies/Spy (2015)/Spy (2015) {tmdb-238713} - {edition-Extended Cut} [Bluray-1080p][DTS-ES 5.1][x264]-DON.mkv,Spy (2015)/Spy (2015) {tmdb-238713} - {edition-Extended Cut} [Bluray-1080p][DTS-ES 5.1][x264]-DON.mkv,15458337759,14.4,1080p,,,H.264,DTS,,BluRay,,,
The Hateful Eight (2015),The Hateful Eight (2015) {tmdb-273248} - [Bluray-1080p][AC3 5.1][x264]-SA89.mkv,/mnt/synology/rs-movies/The Hateful Eight (2015)/The Hateful Eight (2015) {tmdb-273248} - [Bluray-1080p][AC3 5.1][x264]-SA89.mkv,The Hateful Eight (2015)/The Hateful Eight (2015) {tmdb-273248} - [Bluray-1080p][AC3 5.1][x264]-SA89.mkv,12190397338,11.35,1080p,,,H.264,DD,,BluRay,,,
Teen Wolf (1985),Teen Wolf (1985) {tmdb-11824} - [Bluray-1080p][DTS-HD MA 2.0][x264]-BARC0DE.mkv,/mnt/synology/rs-movies/Teen Wolf (1985)/Teen Wolf (1985) {tmdb-11824} - [Bluray-1080p][DTS-HD MA 2.0][x264]-BARC0DE.mkv,Teen Wolf (1985)/Teen Wolf (1985) {tmdb-11824} - [Bluray-1080p][DTS-HD MA 2.0][x264]-BARC0DE.mkv,7377451026,6.87,1080p,,,H.264,DTS-HD,,BluRay,,,
Gaia (2021),Gaia (2021) {tmdb-795853} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-TEPES.mkv,/mnt/synology/rs-movies/Gaia (2021)/Gaia (2021) {tmdb-795853} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-TEPES.mkv,Gaia (2021)/Gaia (2021) {tmdb-795853} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-TEPES.mkv,6175081271,5.75,1080p,,,H.264,DD+,,WEB-DL,,,
They Live in the Grey (2022),They Live in the Grey (2022) {tmdb-892771} - [AMZN][WEBDL-1080p][EAC3 2.0][h264]-EVO.mkv,/mnt/synology/rs-movies/They Live in the Grey (2022)/They Live in the Grey (2022) {tmdb-892771} - [AMZN][WEBDL-1080p][EAC3 2.0][h264]-EVO.mkv,They Live in the Grey (2022)/They Live in the Grey (2022) {tmdb-892771} - [AMZN][WEBDL-1080p][EAC3 2.0][h264]-EVO.mkv,8609696945,8.02,1080p,,,H.264,DD+,,WEB-DL,,,
Argylle (2024),Argylle (2024) {tmdb-848538} - [WEBDL-1080p][EAC3 5.1][h264]-SupermanPeacemakerWalterWhite.mkv,/mnt/synology/rs-movies/Argylle (2024)/Argylle (2024) {tmdb-848538} - [WEBDL-1080p][EAC3 5.1][h264]-SupermanPeacemakerWalterWhite.mkv,Argylle (2024)/Argylle (2024) {tmdb-848538} - [WEBDL-1080p][EAC3 5.1][h264]-SupermanPeacemakerWalterWhite.mkv,9884536679,9.21,1080p,,,H.264,DD+,,WEB-DL,,,
The Boss (2016),The Boss (2016) {tmdb-323676} - [Bluray-720p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/The Boss (2016)/The Boss (2016) {tmdb-323676} - [Bluray-720p][DTS 5.1][x264].mkv,The Boss (2016)/The Boss (2016) {tmdb-323676} - [Bluray-720p][DTS 5.1][x264].mkv,5865665454,5.46,720p,,,H.264,DTS,,BluRay,,,
Our Little Secret (2024),Our Little Secret (2024) {tmdb-1234811} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-Kitsune.mkv,/mnt/synology/rs-movies/Our Little Secret (2024)/Our Little Secret (2024) {tmdb-1234811} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-Kitsune.mkv,Our Little Secret (2024)/Our Little Secret (2024) {tmdb-1234811} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-Kitsune.mkv,4260096532,3.97,1080p,,,H.264,DD+,,WEB-DL,,,
Setup (2011),Setup (2011) {tmdb-70586} - [Bluray-720p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/Setup (2011)/Setup (2011) {tmdb-70586} - [Bluray-720p][DTS 5.1][x264].mkv,Setup (2011)/Setup (2011) {tmdb-70586} - [Bluray-720p][DTS 5.1][x264].mkv,3507358384,3.27,720p,,,H.264,DTS,,BluRay,,,
Single White Female (1992),JUNG_E (2023) {tmdb-843794} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][DV HDR10][h265]-FLUX.mkv,/mnt/synology/rs-movies/Single White Female (1992)/JUNG_E (2023) {tmdb-843794} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][DV HDR10][h265]-FLUX.mkv,Single White Female (1992)/JUNG_E (2023) {tmdb-843794} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][DV HDR10][h265]-FLUX.mkv,3371805430,3.14,1080p,,,H.265,DD+,DV HDR10,WEB-DL,,,
Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb (1964),Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb (1964) {tmdb-935} - [Bluray-1080p][EAC3 5.1][HDR10][x265]-PTer.mkv,/mnt/synology/rs-movies/Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb (1964)/Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb (1964) {tmdb-935} - [Bluray-1080p][EAC3 5.1][HDR10][x265]-PTer.mkv,Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb (1964)/Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb (1964) {tmdb-935} - [Bluray-1080p][EAC3 5.1][HDR10][x265]-PTer.mkv,16106514601,15.0,1080p,,,H.265,DD+,HDR10,BluRay,,,
Wolf (1994),Wolf (1994) {tmdb-10395} - [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,/mnt/synology/rs-movies/Wolf (1994)/Wolf (1994) {tmdb-10395} - [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,Wolf (1994)/Wolf (1994) {tmdb-10395} - [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,14339645428,13.35,1080p,,,H.264,DTS,,BluRay,,,
His Three Daughters (2024),His Three Daughters (2024) {tmdb-1154762} - [NF][WEBDL-1080p][EAC3 5.1][DV HDR10][h265]-Kitsune.mkv,/mnt/synology/rs-movies/His Three Daughters (2024)/His Three Daughters (2024) {tmdb-1154762} - [NF][WEBDL-1080p][EAC3 5.1][DV HDR10][h265]-Kitsune.mkv,His Three Daughters (2024)/His Three Daughters (2024) {tmdb-1154762} - [NF][WEBDL-1080p][EAC3 5.1][DV HDR10][h265]-Kitsune.mkv,4658999005,4.34,1080p,,,H.265,DD+,DV HDR10,WEB-DL,,,
Wrong Place (2022),Wrong Place (2022) {tmdb-921353} - [WEBDL-1080p][AC3 5.1][h264]-EVO.mkv,/mnt/synology/rs-movies/Wrong Place (2022)/Wrong Place (2022) {tmdb-921353} - [WEBDL-1080p][AC3 5.1][h264]-EVO.mkv,Wrong Place (2022)/Wrong Place (2022) {tmdb-921353} - [WEBDL-1080p][AC3 5.1][h264]-EVO.mkv,7514286483,7.0,1080p,,,H.264,DD,,WEB-DL,,,
Romeo + Juliet (1996),Romeo + Juliet (1996) {tmdb-454} - [Bluray-1080p][DTS 5.1][x264]-PiPicK.mkv,/mnt/synology/rs-movies/Romeo + Juliet (1996)/Romeo + Juliet (1996) {tmdb-454} - [Bluray-1080p][DTS 5.1][x264]-PiPicK.mkv,Romeo + Juliet (1996)/Romeo + Juliet (1996) {tmdb-454} - [Bluray-1080p][DTS 5.1][x264]-PiPicK.mkv,15551829957,14.48,1080p,,,H.264,DTS,,BluRay,,,
SLC Punk (1998),SLC Punk (1998) {tmdb-6396} - [WEBRip-1080p][AC3 5.1][x264]-LEGi0N.mkv,/mnt/synology/rs-movies/SLC Punk (1998)/SLC Punk (1998) {tmdb-6396} - [WEBRip-1080p][AC3 5.1][x264]-LEGi0N.mkv,SLC Punk (1998)/SLC Punk (1998) {tmdb-6396} - [WEBRip-1080p][AC3 5.1][x264]-LEGi0N.mkv,3779085403,3.52,1080p,,,H.264,DD,,WEBRip,,,
Project Power (2020),Project Power (2020) {tmdb-605116} - [WEBDL-1080p][EAC3 Atmos 5.1][x264].mkv,/mnt/synology/rs-movies/Project Power (2020)/Project Power (2020) {tmdb-605116} - [WEBDL-1080p][EAC3 Atmos 5.1][x264].mkv,Project Power (2020)/Project Power (2020) {tmdb-605116} - [WEBDL-1080p][EAC3 Atmos 5.1][x264].mkv,5517926706,5.14,1080p,,,H.264,DD+,,WEB-DL,,,
One Night in Miami. (2020),One Night in Miami. (2020) {tmdb-661914} - [WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv,/mnt/synology/rs-movies/One Night in Miami. (2020)/One Night in Miami. (2020) {tmdb-661914} - [WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv,One Night in Miami. (2020)/One Night in Miami. (2020) {tmdb-661914} - [WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv,6594309849,6.14,1080p,,,H.264,DD+,,WEB-DL,,,
A Make or Break Holiday (2025),A Make or Break Holiday (2025) {tmdb-1547927} - [WEBDL-1080p][EAC3 2.0][h264]-NoRBiT.mkv,/mnt/synology/rs-movies/A Make or Break Holiday (2025)/A Make or Break Holiday (2025) {tmdb-1547927} - [WEBDL-1080p][EAC3 2.0][h264]-NoRBiT.mkv,A Make or Break Holiday (2025)/A Make or Break Holiday (2025) {tmdb-1547927} - [WEBDL-1080p][EAC3 2.0][h264]-NoRBiT.mkv,6127620360,5.71,1080p,,,H.264,DD+,,WEB-DL,,,
Wing Commander (1999),Wing Commander (1999) {tmdb-10350} - [Remux-1080p][DTS-HD MA 5.1][AVC]-HiFi.mkv,/mnt/synology/rs-movies/Wing Commander (1999)/Wing Commander (1999) {tmdb-10350} - [Remux-1080p][DTS-HD MA 5.1][AVC]-HiFi.mkv,Wing Commander (1999)/Wing Commander (1999) {tmdb-10350} - [Remux-1080p][DTS-HD MA 5.1][AVC]-HiFi.mkv,21289037200,19.83,1080p,,,H.264,DTS-HD,,Remux,,,
The Hill (2023),The Hill (2023) {tmdb-862557} - [NF][WEBDL-1080p][EAC3 5.1][x264]-Kitsune.mkv,/mnt/synology/rs-movies/The Hill (2023)/The Hill (2023) {tmdb-862557} - [NF][WEBDL-1080p][EAC3 5.1][x264]-Kitsune.mkv,The Hill (2023)/The Hill (2023) {tmdb-862557} - [NF][WEBDL-1080p][EAC3 5.1][x264]-Kitsune.mkv,5306810590,4.94,1080p,,,H.264,DD+,,WEB-DL,,,
Black Mirror Bandersnatch (2018),Black Mirror Bandersnatch (2018) {tmdb-569547} - [WEBDL-1080p Proper][EAC3 5.1][x264]-DEFLATE.mkv,/mnt/synology/rs-movies/Black Mirror Bandersnatch (2018)/Black Mirror Bandersnatch (2018) {tmdb-569547} - [WEBDL-1080p Proper][EAC3 5.1][x264]-DEFLATE.mkv,Black Mirror Bandersnatch (2018)/Black Mirror Bandersnatch (2018) {tmdb-569547} - [WEBDL-1080p Proper][EAC3 5.1][x264]-DEFLATE.mkv,3668929261,3.42,1080p,,,H.264,DD+,,WEB-DL,,,
Days of Thunder (1990),Days of Thunder (1990) {tmdb-2119} - [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,/mnt/synology/rs-movies/Days of Thunder (1990)/Days of Thunder (1990) {tmdb-2119} - [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,Days of Thunder (1990)/Days of Thunder (1990) {tmdb-2119} - [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,8527891848,7.94,1080p,,,H.264,DD,,BluRay,,,
Wonder Woman (2009),Wonder Woman (2009) {tmdb-15359} - [Bluray-720p][DTS 5.1][x264]-Rip.mkv,/mnt/synology/rs-movies/Wonder Woman (2009)/Wonder Woman (2009) {tmdb-15359} - [Bluray-720p][DTS 5.1][x264]-Rip.mkv,Wonder Woman (2009)/Wonder Woman (2009) {tmdb-15359} - [Bluray-720p][DTS 5.1][x264]-Rip.mkv,2768499584,2.58,720p,,,H.264,DTS,,BluRay,,,
Honeymoon in Vegas (1992),Honeymoon in Vegas (1992) {tmdb-12518} - [Bluray-720p][FLAC 2.0][x264]-CRiSC.mkv,/mnt/synology/rs-movies/Honeymoon in Vegas (1992)/Honeymoon in Vegas (1992) {tmdb-12518} - [Bluray-720p][FLAC 2.0][x264]-CRiSC.mkv,Honeymoon in Vegas (1992)/Honeymoon in Vegas (1992) {tmdb-12518} - [Bluray-720p][FLAC 2.0][x264]-CRiSC.mkv,9336797295,8.7,720p,,,H.264,FLAC,,BluRay,,,
Chelsea Handler Revolution (2022),Chelsea Handler Revolution (2022) {tmdb-1054806} - [NF][WEBDL-1080p][EAC3 2.0][x264]-FLUX.mkv,/mnt/synology/rs-movies/Chelsea Handler Revolution (2022)/Chelsea Handler Revolution (2022) {tmdb-1054806} - [NF][WEBDL-1080p][EAC3 2.0][x264]-FLUX.mkv,Chelsea Handler Revolution (2022)/Chelsea Handler Revolution (2022) {tmdb-1054806} - [NF][WEBDL-1080p][EAC3 2.0][x264]-FLUX.mkv,3132543371,2.92,1080p,,,H.264,DD+,,WEB-DL,,,
Ghosts of the Abyss (2003),Ghosts of the Abyss (2003) {tmdb-24982} - [Bluray-1080p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/Ghosts of the Abyss (2003)/Ghosts of the Abyss (2003) {tmdb-24982} - [Bluray-1080p][DTS 5.1][x264].mkv,Ghosts of the Abyss (2003)/Ghosts of the Abyss (2003) {tmdb-24982} - [Bluray-1080p][DTS 5.1][x264].mkv,14716719862,13.71,1080p,,,H.264,DTS,,BluRay,,,
Incendies (2010),Incendies (2010) {tmdb-46738} - [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,/mnt/synology/rs-movies/Incendies (2010)/Incendies (2010) {tmdb-46738} - [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,Incendies (2010)/Incendies (2010) {tmdb-46738} - [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,21348724463,19.88,1080p,,,H.264,DTS,,BluRay,,,
Honey I Blew Up the Kid (1992),Honey I Blew Up the Kid (1992) {tmdb-11158} - [Bluray-1080p][DTS 5.1][x264]-PSYCHD.mkv,/mnt/synology/rs-movies/Honey I Blew Up the Kid (1992)/Honey I Blew Up the Kid (1992) {tmdb-11158} - [Bluray-1080p][DTS 5.1][x264]-PSYCHD.mkv,Honey I Blew Up the Kid (1992)/Honey I Blew Up the Kid (1992) {tmdb-11158} - [Bluray-1080p][DTS 5.1][x264]-PSYCHD.mkv,9384678298,8.74,1080p,,,H.264,DTS,,BluRay,,,
Puppet Master Doktor Death (2022),Puppet Master Doktor Death (2022) {tmdb-779157} - [Remux-1080p][AC3 5.1][AVC]-KRaLiMaRKo.mkv,/mnt/synology/rs-movies/Puppet Master Doktor Death (2022)/Puppet Master Doktor Death (2022) {tmdb-779157} - [Remux-1080p][AC3 5.1][AVC]-KRaLiMaRKo.mkv,Puppet Master Doktor Death (2022)/Puppet Master Doktor Death (2022) {tmdb-779157} - [Remux-1080p][AC3 5.1][AVC]-KRaLiMaRKo.mkv,12171726149,11.34,1080p,,,H.264,DD,,Remux,,,
Jack the Giant Slayer (2013),Jack the Giant Slayer (2013) {tmdb-81005} - [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,/mnt/synology/rs-movies/Jack the Giant Slayer (2013)/Jack the Giant Slayer (2013) {tmdb-81005} - [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,Jack the Giant Slayer (2013)/Jack the Giant Slayer (2013) {tmdb-81005} - [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,11612193797,10.81,1080p,,,H.264,DTS,,BluRay,,,
The Green Knight (2021),The Green Knight (2021) {tmdb-559907} - [Bluray-1080p][EAC3 7.1][x264]-iFT.mkv,/mnt/synology/rs-movies/The Green Knight (2021)/The Green Knight (2021) {tmdb-559907} - [Bluray-1080p][EAC3 7.1][x264]-iFT.mkv,The Green Knight (2021)/The Green Knight (2021) {tmdb-559907} - [Bluray-1080p][EAC3 7.1][x264]-iFT.mkv,12578172025,11.71,1080p,,,H.264,DD+,,BluRay,,,
The Sorcerer and the White Snake (2011),The Sorcerer and the White Snake (2011) {tmdb-75948} - [Bluray-1080p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/The Sorcerer and the White Snake (2011)/The Sorcerer and the White Snake (2011) {tmdb-75948} - [Bluray-1080p][DTS 5.1][x264].mkv,The Sorcerer and the White Snake (2011)/The Sorcerer and the White Snake (2011) {tmdb-75948} - [Bluray-1080p][DTS 5.1][x264].mkv,9340788930,8.7,1080p,,,H.264,DTS,,BluRay,,,
The Roommate (),The Roommate (2011) {tmdb-49950} - [WEBDL-720p][AC3 5.1][x264].mkv,/mnt/synology/rs-movies/The Roommate ()/The Roommate (2011) {tmdb-49950} - [WEBDL-720p][AC3 5.1][x264].mkv,The Roommate ()/The Roommate (2011) {tmdb-49950} - [WEBDL-720p][AC3 5.1][x264].mkv,2036545265,1.9,720p,,,H.264,DD,,WEB-DL,,,
33 (2015),The 33 (2015) {tmdb-293646} - [Bluray-1080p][DTS 5.1][x264]-NCmt.mkv,/mnt/synology/rs-movies/33 (2015)/The 33 (2015) {tmdb-293646} - [Bluray-1080p][DTS 5.1][x264]-NCmt.mkv,33 (2015)/The 33 (2015) {tmdb-293646} - [Bluray-1080p][DTS 5.1][x264]-NCmt.mkv,16913203025,15.75,1080p,,,H.264,DTS,,BluRay,,,
Ironweed (1987),Ironweed (1987) {tmdb-40962} - [Remux-1080p][FLAC 2.0][AVC]-SPBD.mkv,/mnt/synology/rs-movies/Ironweed (1987)/Ironweed (1987) {tmdb-40962} - [Remux-1080p][FLAC 2.0][AVC]-SPBD.mkv,Ironweed (1987)/Ironweed (1987) {tmdb-40962} - [Remux-1080p][FLAC 2.0][AVC]-SPBD.mkv,21896976880,20.39,1080p,,,H.264,FLAC,,Remux,,,
Your Lucky Day (2023),Your Lucky Day (2023) {tmdb-923993} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,/mnt/synology/rs-movies/Your Lucky Day (2023)/Your Lucky Day (2023) {tmdb-923993} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,Your Lucky Day (2023)/Your Lucky Day (2023) {tmdb-923993} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,7048084615,6.56,1080p,,,H.264,DD+,,WEB-DL,,,
Crisis (2021),Crisis (2021) {tmdb-580532} - [WEBDL-1080p][EAC3 5.1][h264].mkv,/mnt/synology/rs-movies/Crisis (2021)/Crisis (2021) {tmdb-580532} - [WEBDL-1080p][EAC3 5.1][h264].mkv,Crisis (2021)/Crisis (2021) {tmdb-580532} - [WEBDL-1080p][EAC3 5.1][h264].mkv,10087406131,9.39,1080p,,,H.264,DD+,,WEB-DL,,,
In the Line of Fire (1993),In the Line of Fire (1993) {tmdb-9386} - [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,/mnt/synology/rs-movies/In the Line of Fire (1993)/In the Line of Fire (1993) {tmdb-9386} - [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,In the Line of Fire (1993)/In the Line of Fire (1993) {tmdb-9386} - [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,10841425746,10.1,1080p,,,H.264,DTS,,BluRay,,,
Trolls (2016),Trolls (2016) {tmdb-136799} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-DKV.mkv,/mnt/synology/rs-movies/Trolls (2016)/Trolls (2016) {tmdb-136799} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-DKV.mkv,Trolls (2016)/Trolls (2016) {tmdb-136799} - [AMZN][WEBDL-1080p][EAC3 5.1][h264]-DKV.mkv,6890309157,6.42,1080p,,,H.264,DD+,,WEB-DL,,,
Salems Lot (2024),Salems Lot (2024) {imdb-tt10245072} [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,/mnt/synology/rs-movies/Salems Lot (2024)/Salems Lot (2024) {imdb-tt10245072} [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,Salems Lot (2024)/Salems Lot (2024) {imdb-tt10245072} [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,5502562442,5.12,1080p,,,H.264,DD+,,WEB-DL,,,
Dragonheart Vengeance (2021),Dragonheart Vengeance (2021) {tmdb-666750} - [Bluray-1080p][DTS 5.1][x264]-iFT.mkv,/mnt/synology/rs-movies/Dragonheart Vengeance (2021)/Dragonheart Vengeance (2021) {tmdb-666750} - [Bluray-1080p][DTS 5.1][x264]-iFT.mkv,Dragonheart Vengeance (2021)/Dragonheart Vengeance (2021) {tmdb-666750} - [Bluray-1080p][DTS 5.1][x264]-iFT.mkv,13554514340,12.62,1080p,,,H.264,DTS,,BluRay,,,
Hulk vs. Wolverine (2009),Hulk vs. Wolverine (2009) {tmdb-15257} - [Bluray-720p][DTS 5.1][x264]-CiNEFiLE.mkv,/mnt/synology/rs-movies/Hulk vs. Wolverine (2009)/Hulk vs. Wolverine (2009) {tmdb-15257} - [Bluray-720p][DTS 5.1][x264]-CiNEFiLE.mkv,Hulk vs. Wolverine (2009)/Hulk vs. Wolverine (2009) {tmdb-15257} - [Bluray-720p][DTS 5.1][x264]-CiNEFiLE.mkv,1173749738,1.09,720p,,,H.264,DTS,,BluRay,,,
Downton Abbey (2019),Downton Abbey (2019) {tmdb-535544} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-c0kE.mkv,/mnt/synology/rs-movies/Downton Abbey (2019)/Downton Abbey (2019) {tmdb-535544} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-c0kE.mkv,Downton Abbey (2019)/Downton Abbey (2019) {tmdb-535544} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-c0kE.mkv,14983717110,13.95,1080p,,,H.265,DD+,DV HDR10,BluRay,,,
Godzilla (1998),Godzilla (1998) {tmdb-929} - [Bluray-1080p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/Godzilla (1998)/Godzilla (1998) {tmdb-929} - [Bluray-1080p][DTS 5.1][x264].mkv,Godzilla (1998)/Godzilla (1998) {tmdb-929} - [Bluray-1080p][DTS 5.1][x264].mkv,15578658793,14.51,1080p,,,H.264,DTS,,BluRay,,,
Murder Mystery 2 (2023),Murder Mystery 2 (2023) {tmdb-638974} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv,/mnt/synology/rs-movies/Murder Mystery 2 (2023)/Murder Mystery 2 (2023) {tmdb-638974} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv,Murder Mystery 2 (2023)/Murder Mystery 2 (2023) {tmdb-638974} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv,3682551076,3.43,1080p,,,H.264,DD+,,WEB-DL,,,
Zoolander (2001),Zoolander (2001) {tmdb-9398} - [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,/mnt/synology/rs-movies/Zoolander (2001)/Zoolander (2001) {tmdb-9398} - [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,Zoolander (2001)/Zoolander (2001) {tmdb-9398} - [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,10153715820,9.46,1080p,,,H.264,DD,,BluRay,,,
Dave Chappelle Whats in a Name (2022),Dave Chappelle Whats in a Name (2022) {tmdb-997010} - [WEBDL-1080p][EAC3 5.1][x264]-KOGi.mkv,/mnt/synology/rs-movies/Dave Chappelle Whats in a Name (2022)/Dave Chappelle Whats in a Name (2022) {tmdb-997010} - [WEBDL-1080p][EAC3 5.1][x264]-KOGi.mkv,Dave Chappelle Whats in a Name (2022)/Dave Chappelle Whats in a Name (2022) {tmdb-997010} - [WEBDL-1080p][EAC3 5.1][x264]-KOGi.mkv,1877824170,1.75,1080p,,,H.264,DD+,,WEB-DL,,,
Coyote Ugly (2000),Coyote Ugly (2000) {tmdb-6282} - {edition-Extended} [Remux-1080p][DTS-HD MA 5.1][h264]-decibeL.mkv,/mnt/synology/rs-movies/Coyote Ugly (2000)/Coyote Ugly (2000) {tmdb-6282} - {edition-Extended} [Remux-1080p][DTS-HD MA 5.1][h264]-decibeL.mkv,Coyote Ugly (2000)/Coyote Ugly (2000) {tmdb-6282} - {edition-Extended} [Remux-1080p][DTS-HD MA 5.1][h264]-decibeL.mkv,17571332395,16.36,1080p,,,H.264,DTS-HD,,Remux,,,
Halloween Kills (2021),Halloween Kills (2021) {tmdb-610253} - [PCOK][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,/mnt/synology/rs-movies/Halloween Kills (2021)/Halloween Kills (2021) {tmdb-610253} - [PCOK][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,Halloween Kills (2021)/Halloween Kills (2021) {tmdb-610253} - [PCOK][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,5833197884,5.43,1080p,,,H.264,DD+,,WEB-DL,,,
