title,filename,path,relative_path,size_bytes,size_gb,resolution,width,height,video_codec,audio_codec,hdr,source,group,duration_minutes,bitrate_mbps
The Lego Ninjago Movie (2017),The Lego Ninjago Movie (2017) {tmdb-274862} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-DON.mkv,/mnt/media/Movies/The Lego Ninjago Movie (2017)/The Lego Ninjago Movie (2017) {tmdb-274862} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-DON.mkv,The Lego Ninjago Movie (2017)/The Lego Ninjago Movie (2017) {tmdb-274862} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-DON.mkv,10743553517,10.01,1080p,,,H.265,DD+,HDR10,BluRay,,,
Six Days Seven Nights (1998),Six Days Seven Nights (1998) {tmdb-6068} - [Bluray-1080p][EAC3 5.1][x264]-playHD.mkv,/mnt/media/Movies/Six Days Seven Nights (1998)/Six Days Seven Nights (1998) {tmdb-6068} - [Bluray-1080p][EAC3 5.1][x264]-playHD.mkv,Six Days Seven Nights (1998)/Six Days Seven Nights (1998) {tmdb-6068} - [Bluray-1080p][EAC3 5.1][x264]-playHD.mkv,11614967981,10.82,1080p,,,H.264,DD+,,BluRay,,,
Road to Perdition (2002),Road to Perdition (2002) {tmdb-4147} - [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,/mnt/media/Movies/Road to Perdition (2002)/Road to Perdition (2002) {tmdb-4147} - [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,Road to Perdition (2002)/Road to Perdition (2002) {tmdb-4147} - [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,19410812869,18.08,1080p,,,H.264,DD,,BluRay,,,
Death Proof (2007),Death Proof (2007) {tmdb-1991} - [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,/mnt/media/Movies/Death Proof (2007)/Death Proof (2007) {tmdb-1991} - [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,Death Proof (2007)/Death Proof (2007) {tmdb-1991} - [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,8676065154,8.08,1080p,,,H.264,DTS,,BluRay,,,
Flashdance (1983),Flashdance (1983) {tmdb-535} - [Bluray-1080p Proper][EAC3 5.1][DV HDR10][x265]-PTer.mkv,/mnt/media/Movies/Flashdance (1983)/Flashdance (1983) {tmdb-535} - [Bluray-1080p Proper][EAC3 5.1][DV HDR10][x265]-PTer.mkv,Flashdance (1983)/Flashdance (1983) {tmdb-535} - [Bluray-1080p Proper][EAC3 5.1][DV HDR10][x265]-PTer.mkv,17061295612,15.89,1080p,,,H.265,DD+,DV HDR10,BluRay,,,
Catch.44 (2011),Catch.44 (2011) {tmdb-75736} - [Bluray-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv,/mnt/media/Movies/Catch.44 (2011)/Catch.44 (2011) {tmdb-75736} - [Bluray-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv,Catch.44 (2011)/Catch.44 (2011) {tmdb-75736} - [Bluray-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv,7048628670,6.56,1080p,,,H.264,DTS,,BluRay,,,
Air Force One (1997),Air Force One (1997) {tmdb-9772} - [Bluray-1080p Proper][EAC3 7.1][DV HDR10][x265]-c0kE.mkv,/mnt/media/Movies/Air Force One (1997)/Air Force One (1997) {tmdb-9772} - [Bluray-1080p Proper][EAC3 7.1][DV HDR10][x265]-c0kE.mkv,Air Force One (1997)/Air Force One (1997) {tmdb-9772} - [Bluray-1080p Proper][EAC3 7.1][DV HDR10][x265]-c0kE.mkv,21175859159,19.72,1080p,,,H.265,DD+,DV HDR10,BluRay,,,
Knocked Up (2007),Knocked Up (2007) {tmdb-4964} - {edition-Unrated} [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,/mnt/media/Movies/Knocked Up (2007)/Knocked Up (2007) {tmdb-4964} - {edition-Unrated} [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,Knocked Up (2007)/Knocked Up (2007) {tmdb-4964} - {edition-Unrated} [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,15282090232,14.23,1080p,,,H.264,DD,,BluRay,,,
Fifty Shades Darker (2017),Fifty Shades Darker (2017) {tmdb-341174} - {edition-Unrated} [Bluray-1080p][AC3 5.1][x264]-DON.mkv,/mnt/media/Movies/Fifty Shades Darker (2017)/Fifty Shades Darker (2017) {tmdb-341174} - {edition-Unrated} [Bluray-1080p][AC3 5.1][x264]-DON.mkv,Fifty Shades Darker (2017)/Fifty Shades Darker (2017) {tmdb-341174} - {edition-Unrated} [Bluray-1080p][AC3 5.1][x264]-DON.mkv,15832090234,14.74,1080p,,,H.264,DD,,BluRay,,,
Alpha (2018),Alpha (2018) {tmdb-399360} - {edition-Directors Cut} [Bluray-1080p][AC3 5.1][x264]-DON.mkv,/mnt/media/Movies/Alpha (2018)/Alpha (2018) {tmdb-399360} - {edition-Directors Cut} [Bluray-1080p][AC3 5.1][x264]-DON.mkv,Alpha (2018)/Alpha (2018) {tmdb-399360} - {edition-Directors Cut} [Bluray-1080p][AC3 5.1][x264]-DON.mkv,9505985301,8.85,1080p,,,H.264,DD,,BluRay,,,
Blood Out (2011),Blood Out (2011) {tmdb-54597} - [Bluray-1080p][DTS 5.1][x264]-HDChina.mkv,/mnt/media/Movies/Blood Out (2011)/Blood Out (2011) {tmdb-54597} - [Bluray-1080p][DTS 5.1][x264]-HDChina.mkv,Blood Out (2011)/Blood Out (2011) {tmdb-54597} - [Bluray-1080p][DTS 5.1][x264]-HDChina.mkv,7043393035,6.56,1080p,,,H.264,DTS,,BluRay,,,
The Northman (2022),The Northman (2022) {tmdb-639933} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-NTb.mkv,/mnt/media/Movies/The Northman (2022)/The Northman (2022) {tmdb-639933} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-NTb.mkv,The Northman (2022)/The Northman (2022) {tmdb-639933} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-NTb.mkv,18762936673,17.47,1080p,,,H.265,DD+,DV HDR10,BluRay,,,
Piglets Big Movie (2003),Piglets Big Movie (2003) {tmdb-13691} - [Bluray-1080p][AC3 5.1][x264]-HANDJOB.mkv,/mnt/media/Movies/Piglets Big Movie (2003)/Piglets Big Movie (2003) {tmdb-13691} - [Bluray-1080p][AC3 5.1][x264]-HANDJOB.mkv,Piglets Big Movie (2003)/Piglets Big Movie (2003) {tmdb-13691} - [Bluray-1080p][AC3 5.1][x264]-HANDJOB.mkv,5098626643,4.75,1080p,,,H.264,DD,,BluRay,,,
Warm Bodies (2013),Warm Bodies (2013) {tmdb-82654} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-SQS.mkv,/mnt/media/Movies/Warm Bodies (2013)/Warm Bodies (2013) {tmdb-82654} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-SQS.mkv,Warm Bodies (2013)/Warm Bodies (2013) {tmdb-82654} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-SQS.mkv,6051530927,5.64,1080p,,,H.265,DD+,DV HDR10,BluRay,,,
Fantasia 2000 (2000),Fantasia 2000 (2000) {tmdb-49948} - {edition-Special Edition} [Bluray-1080p][DTS 5.1][x264]-TayTO.mkv,/mnt/media/Movies/Fantasia 2000 (2000)/Fantasia 2000 (2000) {tmdb-49948} - {edition-Special Edition} [Bluray-1080p][DTS 5.1][x264]-TayTO.mkv,Fantasia 2000 (2000)/Fantasia 2000 (2000) {tmdb-49948} - {edition-Special Edition} [Bluray-1080p][DTS 5.1][x264]-TayTO.mkv,12829077292,11.95,1080p,,,H.264,DTS,,BluRay,,,
Chef (2014),Chef (2014) {tmdb-212778} - [Bluray-1080p][DTS 5.1][x264]-NTb.mkv,/mnt/media/Movies/Chef (2014)/Chef (2014) {tmdb-212778} - [Bluray-1080p][DTS 5.1][x264]-NTb.mkv,Chef (2014)/Chef (2014) {tmdb-212778} - [Bluray-1080p][DTS 5.1][x264]-NTb.mkv,11008551678,10.25,1080p,,,H.264,DTS,,BluRay,,,
Revenge of the Nerds (1984),Revenge of the Nerds (1984) {tmdb-14052} - [Bluray-1080p][FLAC 1.0][x264]-Geek.mkv,/mnt/media/Movies/Revenge of the Nerds (1984)/Revenge of the Nerds (1984) {tmdb-14052} - [Bluray-1080p][FLAC 1.0][x264]-Geek.mkv,Revenge of the Nerds (1984)/Revenge of the Nerds (1984) {tmdb-14052} - [Bluray-1080p][FLAC 1.0][x264]-Geek.mkv,17824016718,16.6,1080p,,,H.264,FLAC,,BluRay,,,
My Cousin Vinny (1992),My Cousin Vinny (1992) {tmdb-10377} - [Bluray-1080p][DTS 5.1][x264]-FoRM.mkv,/mnt/media/Movies/My Cousin Vinny (1992)/My Cousin Vinny (1992) {tmdb-10377} - [Bluray-1080p][DTS 5.1][x264]-FoRM.mkv,My Cousin Vinny (1992)/My Cousin Vinny (1992) {tmdb-10377} - [Bluray-1080p][DTS 5.1][x264]-FoRM.mkv,13412799361,12.49,1080p,,,H.264,DTS,,BluRay,,,
The Nut Job 2 Nutty by Nature (2017),The Nut Job 2 Nutty by Nature (2017) {tmdb-335777} - [Bluray-1080p][DTS 5.1][x264]-VietHD.mkv,/mnt/media/Movies/The Nut Job 2 Nutty by Nature (2017)/The Nut Job 2 Nutty by Nature (2017) {tmdb-335777} - [Bluray-1080p][DTS 5.1][x264]-VietHD.mkv,The Nut Job 2 Nutty by Nature (2017)/The Nut Job 2 Nutty by Nature (2017) {tmdb-335777} - [Bluray-1080p][DTS 5.1][x264]-VietHD.mkv,7986359677,7.44,1080p,,,H.264,DTS,,BluRay,,,
Traffic (2000),Traffic (2000) {tmdb-1900} - [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,/mnt/media/Movies/Traffic (2000)/Traffic (2000) {tmdb-1900} - [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,Traffic (2000)/Traffic (2000) {tmdb-1900} - [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,26162956197,24.37,1080p,,,H.264,DTS,,BluRay,,,
Midnight in the Garden of Good and Evil (1997),Midnight in the Garden of Good and Evil (1997) {tmdb-8197} - [Bluray-1080p][DTS 5.1][x264]-OmertaHD.mkv,/mnt/media/Movies/Midnight in the Garden of Good and Evil (1997)/Midnight in the Garden of Good and Evil (1997) {tmdb-8197} - [Bluray-1080p][DTS 5.1][x264]-OmertaHD.mkv,Midnight in the Garden of Good and Evil (1997)/Midnight in the Garden of Good and Evil (1997) {tmdb-8197} - [Bluray-1080p][DTS 5.1][x264]-OmertaHD.mkv,25928755056,24.15,1080p,,,H.264,DTS,,BluRay,,,
The Revenant (2015),The Revenant (2015) {tmdb-281957} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-PTer.mkv,/mnt/media/Movies/The Revenant (2015)/The Revenant (2015) {tmdb-281957} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-PTer.mkv,The Revenant (2015)/The Revenant (2015) {tmdb-281957} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-PTer.mkv,14896779510,13.87,1080p,,,H.265,DD+,HDR10,BluRay,,,
Their Finest (2017),Their Finest (2017) {tmdb-340101} - [Bluray-1080p][AC3 5.1][x264]-VietHD.mkv,/mnt/media/Movies/Their Finest (2017)/Their Finest (2017) {tmdb-340101} - [Bluray-1080p][AC3 5.1][x264]-VietHD.mkv,Their Finest (2017)/Their Finest (2017) {tmdb-340101} - [Bluray-1080p][AC3 5.1][x264]-VietHD.mkv,10750576792,10.01,1080p,,,H.264,DD,,BluRay,,,
Ghost in the Shell (2017),Ghost in the Shell (2017) {tmdb-315837} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-DON.mkv,/mnt/media/Movies/Ghost in the Shell (2017)/Ghost in the Shell (2017) {tmdb-315837} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-DON.mkv,Ghost in the Shell (2017)/Ghost in the Shell (2017) {tmdb-315837} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-DON.mkv,14055219761,13.09,1080p,,,H.265,DD+,DV HDR10,BluRay,,,
The Wall (2017),The Wall (2017) {tmdb-405775} - [Bluray-1080p][DTS 5.1][x264]-NCmt.mkv,/mnt/media/Movies/The Wall (2017)/The Wall (2017) {tmdb-405775} - [Bluray-1080p][DTS 5.1][x264]-NCmt.mkv,The Wall (2017)/The Wall (2017) {tmdb-405775} - [Bluray-1080p][DTS 5.1][x264]-NCmt.mkv,15497332616,14.43,1080p,,,H.264,DTS,,BluRay,,,
Species (1995),Species (1995) {tmdb-9348} - [Bluray-1080p Proper][FLAC 2.0][DV HDR10][x265]-SQS.mkv,/mnt/media/Movies/Species (1995)/Species (1995) {tmdb-9348} - [Bluray-1080p Proper][FLAC 2.0][DV HDR10][x265]-SQS.mkv,Species (1995)/Species (1995) {tmdb-9348} - [Bluray-1080p Proper][FLAC 2.0][DV HDR10][x265]-SQS.mkv,11904565180,11.09,1080p,,,H.265,FLAC,DV HDR10,BluRay,,,
Angel Has Fallen (2019),Angel Has Fallen (2019) {tmdb-423204} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-CtrlHD.mkv,/mnt/media/Movies/Angel Has Fallen (2019)/Angel Has Fallen (2019) {tmdb-423204} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-CtrlHD.mkv,Angel Has Fallen (2019)/Angel Has Fallen (2019) {tmdb-423204} - [Bluray-1080p][EAC3 7.1][HDR10][x265]-CtrlHD.mkv,11731781571,10.93,1080p,,,H.265,DD+,HDR10,BluRay,,,
Black Snake Moan (2006),Black Snake Moan (2006) {tmdb-7874} - [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,/mnt/media/Movies/Black Snake Moan (2006)/Black Snake Moan (2006) {tmdb-7874} - [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,Black Snake Moan (2006)/Black Snake Moan (2006) {tmdb-7874} - [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,13623299576,12.69,1080p,,,H.264,DD,,BluRay,,,
Zoolander 2 (2016),Zoolander 2 (2016) {tmdb-329833} - [Bluray-1080p][DTS 5.1][x264]-HiFi.mkv,/mnt/media/Movies/Zoolander 2 (2016)/Zoolander 2 (2016) {tmdb-329833} - [Bluray-1080p][DTS 5.1][x264]-HiFi.mkv,Zoolander 2 (2016)/Zoolander 2 (2016) {tmdb-329833} - [Bluray-1080p][DTS 5.1][x264]-HiFi.mkv,10085607572,9.39,1080p,,,H.264,DTS,,BluRay,,,
Napoleon Dynamite (2004),Napoleon Dynamite (2004) {tmdb-8193} - [Bluray-1080p][DTS 5.1][x264]-FoRM.mkv,/mnt/media/Movies/Napoleon Dynamite (2004)/Napoleon Dynamite (2004) {tmdb-8193} - [Bluray-1080p][DTS 5.1][x264]-FoRM.mkv,Napoleon Dynamite (2004)/Napoleon Dynamite (2004) {tmdb-8193} - [Bluray-1080p][DTS 5.1][x264]-FoRM.mkv,8529179572,7.94,1080p,,,H.264,DTS,,BluRay,,,
Hellboy (2019),Hellboy (2019) {tmdb-456740} - [Bluray-1080p][EAC3 7.1][x264]-SbR.mkv,/mnt/media/Movies/Hellboy (2019)/Hellboy (2019) {tmdb-456740} - [Bluray-1080p][EAC3 7.1][x264]-SbR.mkv,Hellboy (2019)/Hellboy (2019) {tmdb-456740} - [Bluray-1080p][EAC3 7.1][x264]-SbR.mkv,15715276921,14.64,1080p,,,H.264,DD+,,BluRay,,,
Animal House (1978),Animal House (1978) {tmdb-8469} - [Bluray-1080p Proper][EAC3 7.1][HDR10][x265]-JKP.mkv,/mnt/media/Movies/Animal House (1978)/Animal House (1978) {tmdb-8469} - [Bluray-1080p Proper][EAC3 7.1][HDR10][x265]-JKP.mkv,Animal House (1978)/Animal House (1978) {tmdb-8469} - [Bluray-1080p Proper][EAC3 7.1][HDR10][x265]-JKP.mkv,25427667035,23.68,1080p,,,H.265,DD+,HDR10,BluRay,,,
Predator (1987),Predator (1987) {tmdb-106} - {edition-Ultimate Hunter Edition} [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,/mnt/media/Movies/Predator (1987)/Predator (1987) {tmdb-106} - {edition-Ultimate Hunter Edition} [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,Predator (1987)/Predator (1987) {tmdb-106} - {edition-Ultimate Hunter Edition} [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,11706552299,10.9,1080p,,,H.264,DTS,,BluRay,,,
Carlitos Way (1993),Carlitos Way (1993) {tmdb-6075} - [Hybrid][Bluray-1080p][EAC3 7.1][x264]-c0kE.mkv,/mnt/media/Movies/Carlitos Way (1993)/Carlitos Way (1993) {tmdb-6075} - [Hybrid][Bluray-1080p][EAC3 7.1][x264]-c0kE.mkv,Carlitos Way (1993)/Carlitos Way (1993) {tmdb-6075} - [Hybrid][Bluray-1080p][EAC3 7.1][x264]-c0kE.mkv,26779770061,24.94,1080p,,,H.264,DD+,,BluRay,,,
Eat Pray Love (2010),Eat Pray Love (2010) {tmdb-38167} - [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,/mnt/media/Movies/Eat Pray Love (2010)/Eat Pray Love (2010) {tmdb-38167} - [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,Eat Pray Love (2010)/Eat Pray Love (2010) {tmdb-38167} - [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,13562344590,12.63,1080p,,,H.264,DTS,,BluRay,,,
Bruce Almighty (2003),Bruce Almighty (2003) {tmdb-310} - [Bluray-1080p][EAC3 5.1][x264]-honeyvera.mkv,/mnt/media/Movies/Bruce Almighty (2003)/Bruce Almighty (2003) {tmdb-310} - [Bluray-1080p][EAC3 5.1][x264]-honeyvera.mkv,Bruce Almighty (2003)/Bruce Almighty (2003) {tmdb-310} - [Bluray-1080p][EAC3 5.1][x264]-honeyvera.mkv,11419342914,10.64,1080p,,,H.264,DD+,,BluRay,,,
Starship Troopers (1997),Starship Troopers (1997) {tmdb-563} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-c0kE.mkv,/mnt/media/Movies/Starship Troopers (1997)/Starship Troopers (1997) {tmdb-563} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-c0kE.mkv,Starship Troopers (1997)/Starship Troopers (1997) {tmdb-563} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-c0kE.mkv,27658373648,25.76,1080p,,,H.265,DD+,DV HDR10,BluRay,,,
Alien Covenant (2017),Alien Covenant (2017) {tmdb-126889} - [Bluray-1080p][DTS-ES 5.1][x264]-Geek.mkv,/mnt/media/Movies/Alien Covenant (2017)/Alien Covenant (2017) {tmdb-126889} - [Bluray-1080p][DTS-ES 5.1][x264]-Geek.mkv,Alien Covenant (2017)/Alien Covenant (2017) {tmdb-126889} - [Bluray-1080p][DTS-ES 5.1][x264]-Geek.mkv,17821269928,16.6,1080p,,,H.264,DTS,,BluRay,,,
Atonement (2007),Atonement (2007) {tmdb-4347} - [Bluray-1080p][DTS 5.1][x264]-LolHD.mkv,/mnt/media/Movies/Atonement (2007)/Atonement (2007) {tmdb-4347} - [Bluray-1080p][DTS 5.1][x264]-LolHD.mkv,Atonement (2007)/Atonement (2007) {tmdb-4347} - [Bluray-1080p][DTS 5.1][x264]-LolHD.mkv,21178857173,19.72,1080p,,,H.264,DTS,,BluRay,,,
Ad Astra (2019),Ad Astra (2019) {tmdb-419704} - [Bluray-1080p][EAC3 7.1][x264]-Geek.mkv,/mnt/media/Movies/Ad Astra (2019)/Ad Astra (2019) {tmdb-419704} - [Bluray-1080p][EAC3 7.1][x264]-Geek.mkv,Ad Astra (2019)/Ad Astra (2019) {tmdb-419704} - [Bluray-1080p][EAC3 7.1][x264]-Geek.mkv,19108558519,17.8,1080p,,,H.264,DD+,,BluRay,,,
RBG (2018),RBG (2018) {tmdb-493099} - [Bluray-1080p][DTS 5.1][x264]-cinefile.mkv,/mnt/media/Movies/RBG (2018)/RBG (2018) {tmdb-493099} - [Bluray-1080p][DTS 5.1][x264]-cinefile.mkv,RBG (2018)/RBG (2018) {tmdb-493099} - [Bluray-1080p][DTS 5.1][x264]-cinefile.mkv,7044398122,6.56,1080p,,,H.264,DTS,,BluRay,,,
Till Death (2021),Till Death (2021) {tmdb-672741} - [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,/mnt/media/Movies/Till Death (2021)/Till Death (2021) {tmdb-672741} - [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,Till Death (2021)/Till Death (2021) {tmdb-672741} - [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,11120853894,10.36,1080p,,,H.264,DD+,,BluRay,,,
Tokyo Gore Police (2008),Tokyo Gore Police (2008) {tmdb-16061} - [Bluray-1080p][DTS 5.1][x264]-HCA.mkv,/mnt/media/Movies/Tokyo Gore Police (2008)/Tokyo Gore Police (2008) {tmdb-16061} - [Bluray-1080p][DTS 5.1][x264]-HCA.mkv,Tokyo Gore Police (2008)/Tokyo Gore Police (2008) {tmdb-16061} - [Bluray-1080p][DTS 5.1][x264]-HCA.mkv,8517302975,7.93,1080p,,,H.264,DTS,,BluRay,,,
Escape Plan (2013),Escape Plan (2013) {tmdb-107846} - [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,/mnt/media/Movies/Escape Plan (2013)/Escape Plan (2013) {tmdb-107846} - [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,Escape Plan (2013)/Escape Plan (2013) {tmdb-107846} - [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,13054021673,12.16,1080p,,,H.264,DTS,,BluRay,,,
Matewan (1987),Matewan (1987) {tmdb-24276} - [Bluray-1080p][FLAC 1.0][x264]-HANDJOB.mkv,/mnt/media/Movies/Matewan (1987)/Matewan (1987) {tmdb-24276} - [Bluray-1080p][FLAC 1.0][x264]-HANDJOB.mkv,Matewan (1987)/Matewan (1987) {tmdb-24276} - [Bluray-1080p][FLAC 1.0][x264]-HANDJOB.mkv,10971770744,10.22,1080p,,,H.264,FLAC,,BluRay,,,
Black Gold (2011),Black Gold (2011) {tmdb-77221} - [Bluray-1080p][DTS 5.1][x264]-HDC.mkv,/mnt/media/Movies/Black Gold (2011)/Black Gold (2011) {tmdb-77221} - [Bluray-1080p][DTS 5.1][x264]-HDC.mkv,Black Gold (2011)/Black Gold (2011) {tmdb-77221} - [Bluray-1080p][DTS 5.1][x264]-HDC.mkv,17827800623,16.6,1080p,,,H.264,DTS,,BluRay,,,
The Legend of Zorro (2005),The Legend of Zorro (2005) {tmdb-1656} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-DON.mkv,/mnt/media/Movies/The Legend of Zorro (2005)/The Legend of Zorro (2005) {tmdb-1656} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-DON.mkv,The Legend of Zorro (2005)/The Legend of Zorro (2005) {tmdb-1656} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-DON.mkv,11106655466,10.34,1080p,,,H.265,DD+,DV HDR10,BluRay,,,
Ronin (1998),Ronin (1998) {tmdb-8195} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-c0kE.mkv,/mnt/media/Movies/Ronin (1998)/Ronin (1998) {tmdb-8195} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-c0kE.mkv,Ronin (1998)/Ronin (1998) {tmdb-8195} - [Bluray-1080p][EAC3 5.1][DV HDR10][x265]-c0kE.mkv,22949850846,21.37,1080p,,,H.265,DD+,DV HDR10,BluRay,,,
Wrong Turn (2021),Wrong Turn (2021) {tmdb-630586} - [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,/mnt/media/Movies/Wrong Turn (2021)/Wrong Turn (2021) {tmdb-630586} - [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,Wrong Turn (2021)/Wrong Turn (2021) {tmdb-630586} - [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,16320525662,15.2,1080p,,,H.264,DD+,,BluRay,,,
Monster Trucks (2016),Monster Trucks (2016) {tmdb-262841} - [Bluray-1080p][TrueHD Atmos 7.1][x264]-iFT.mkv,/mnt/media/Movies/Monster Trucks (2016)/Monster Trucks (2016) {tmdb-262841} - [Bluray-1080p][TrueHD Atmos 7.1][x264]-iFT.mkv,Monster Trucks (2016)/Monster Trucks (2016) {tmdb-262841} - [Bluray-1080p][TrueHD Atmos 7.1][x264]-iFT.mkv,14779208060,13.76,1080p,,,H.264,TrueHD,,BluRay,,,
Executive Decision (1996),Executive Decision (1996) {tmdb-2320} - [Bluray-1080p][EAC3 5.1][x264]-c0kE.mkv,/mnt/media/Movies/Executive Decision (1996)/Executive Decision (1996) {tmdb-2320} - [Bluray-1080p][EAC3 5.1][x264]-c0kE.mkv,Executive Decision (1996)/Executive Decision (1996) {tmdb-2320} - [Bluray-1080p][EAC3 5.1][x264]-c0kE.mkv,21502028621,20.03,1080p,,,H.264,DD+,,BluRay,,,
Under Siege (1992),Under Siege (1992) {tmdb-8845} - [Bluray-1080p][EAC3 Atmos 8.0][DV HDR10][x265]-PapitaHD.mkv,/mnt/media/Movies/Under Siege (1992)/Under Siege (1992) {tmdb-8845} - [Bluray-1080p][EAC3 Atmos 8.0][DV HDR10][x265]-PapitaHD.mkv,Under Siege (1992)/Under Siege (1992) {tmdb-8845} - [Bluray-1080p][EAC3 Atmos 8.0][DV HDR10][x265]-PapitaHD.mkv,22167118703,20.64,1080p,,,H.265,DD+,DV HDR10,BluRay,,,
I Still Know What You Did Last Summer (1998),I Still Know What You Did Last Summer (1998) {tmdb-3600} - [Bluray-1080p Proper][EAC3 5.1][DV HDR10][x265]-SQS.mkv,/mnt/media/Movies/I Still Know What You Did Last Summer (1998)/I Still Know What You Did Last Summer (1998) {tmdb-3600} - [Bluray-1080p Proper][EAC3 5.1][DV HDR10][x265]-SQS.mkv,I Still Know What You Did Last Summer (1998)/I Still Know What You Did Last Summer (1998) {tmdb-3600} - [Bluray-1080p Proper][EAC3 5.1][DV HDR10][x265]-SQS.mkv,6295494907,5.86,1080p,,,H.265,DD+,DV HDR10,BluRay,,,
Last Action Hero (1993),Last Action Hero (1993) {tmdb-9593} - [Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-SQS.mkv,/mnt/media/Movies/Last Action Hero (1993)/Last Action Hero (1993) {tmdb-9593} - [Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-SQS.mkv,Last Action Hero (1993)/Last Action Hero (1993) {tmdb-9593} - [Bluray-1080p][EAC3 Atmos 5.1][DV HDR10][x265]-SQS.mkv,10855333677,10.11,1080p,,,H.265,DD+,DV HDR10,BluRay,,,
In the Heights (2021),In the Heights (2021) {tmdb-467909} - [Bluray-1080p][EAC3 7.1][x264]-iFT.mkv,/mnt/media/Movies/In the Heights (2021)/In the Heights (2021) {tmdb-467909} - [Bluray-1080p][EAC3 7.1][x264]-iFT.mkv,In the Heights (2021)/In the Heights (2021) {tmdb-467909} - [Bluray-1080p][EAC3 7.1][x264]-iFT.mkv,18845465853,17.55,1080p,,,H.264,DD+,,BluRay,,,
The Flash (2023),The Flash (2023) {tmdb-298618} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-c0kE.mkv,/mnt/media/Movies/The Flash (2023)/The Flash (2023) {tmdb-298618} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-c0kE.mkv,The Flash (2023)/The Flash (2023) {tmdb-298618} - [Bluray-1080p][EAC3 7.1][DV HDR10][x265]-c0kE.mkv,18029228132,16.79,1080p,,,H.265,DD+,DV HDR10,BluRay,,,
