title,filename,path,size_bytes,size_gb,resolution,width,height,video_codec,audio_codec,hdr,source,group,duration_minutes,bitrate_mbps
The Hard Way (1991),The Hard Way (1991) {imdb-tt0102004} [Bluray-720p][AC3 2.0][x264]-VietHD.mkv,/mnt/synology/rs-movies/The Hard Way (1991)/The Hard Way (1991) {imdb-tt0102004} [Bluray-720p][AC3 2.0][x264]-VietHD.mkv,9003371889,8.39,720p,1280.0,544.0,H.264,DD,,BluRay,,110.7,10.84
Bad Boys Ride or Die (2024),Bad Boys Ride or Die (2024) {imdb-tt4919268} [Bluray-1080p][TrueHD Atmos 7.1][x264]-VD0N.mkv,/mnt/synology/rs-movies/Bad Boys Ride or Die (2024)/Bad Boys Ride or Die (2024) {imdb-tt4919268} [Bluray-1080p][TrueHD Atmos 7.1][x264]-VD0N.mkv,17870780500,16.64,1080p,1920.0,804.0,H.264,TrueHD,,BluRay,,116.0,20.54
Lucky Number Slevin (2006),Lucky Number Slevin (2006) {imdb-tt0425210} [Bluray-1080p][DTS 5.1][x264]-HiDt.mkv,/mnt/synology/rs-movies/Lucky Number Slevin (2006)/Lucky Number Slevin (2006) {imdb-tt0425210} [Bluray-1080p][DTS 5.1][x264]-HiDt.mkv,9358361032,8.72,1080p,1920.0,800.0,H.264,DTS,,BluRay,,110.2,11.32
"Devil Conspiracy, The (2023)",The Devil Conspiracy (2023) {imdb-tt9663168} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,"/mnt/synology/rs-movies/Devil Conspiracy, The (2023)/The Devil Conspiracy (2023) {imdb-tt9663168} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv",4010800272,3.74,1080p,1920.0,800.0,H.264,DD+,,WEB-DL,,110.8,4.82
Haywire (2012),Haywire (2011) {imdb-tt1506999} [Bluray-720p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/Haywire (2012)/Haywire (2011) {imdb-tt1506999} [Bluray-720p][DTS 5.1][x264].mkv,4689179939,4.37,720p,1280.0,528.0,H.264,DTS,,BluRay,,92.9,6.73
My Oxford Year (2025),My Oxford Year (2025) {imdb-tt4978342} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv,/mnt/synology/rs-movies/My Oxford Year (2025)/My Oxford Year (2025) {imdb-tt4978342} - [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv,4808350229,4.48,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,113.0,5.67
My Oxford Year (2025),My Oxford Year (2025) {imdb-tt4978342} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-BYNDR.mkv,/mnt/synology/rs-movies/My Oxford Year (2025)/My Oxford Year (2025) {imdb-tt4978342} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-BYNDR.mkv,4808353423,4.48,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,113.0,5.67
The Best Offer (2013),The Best Offer (2013) {imdb-tt1924396} [Bluray-720p][AC3 5.1][x264]-CRiSC.mkv,/mnt/synology/rs-movies/The Best Offer (2013)/The Best Offer (2013) {imdb-tt1924396} [Bluray-720p][AC3 5.1][x264]-CRiSC.mkv,4559588277,4.25,720p,1280.0,538.0,H.264,DD,,BluRay,,131.0,4.64
The Great Escaper (2023),The Great Escaper (2023) {imdb-tt14124080} [Remux-1080p][DTS-HD MA 5.1][AVC]-TRiToN.mkv,/mnt/synology/rs-movies/The Great Escaper (2023)/The Great Escaper (2023) {imdb-tt14124080} [Remux-1080p][DTS-HD MA 5.1][AVC]-TRiToN.mkv,24039348640,22.39,1080p,1920.0,1080.0,H.264,DTS-HD,,Remux,,96.5,33.22
Scream VI (2023),Scream VI (2023) {imdb-tt17663992} [AMZN][WEBDL-1080p Proper][EAC3 Atmos 5.1][h264]-FLUX.mkv,/mnt/synology/rs-movies/Scream VI (2023)/Scream VI (2023) {imdb-tt17663992} [AMZN][WEBDL-1080p Proper][EAC3 Atmos 5.1][h264]-FLUX.mkv,8555812869,7.97,1080p,1920.0,800.0,H.264,DD+,,WEB-DL,,125.2,9.11
Disturbia (2007),Disturbia (2007) {imdb-tt0486822} [Bluray-720p][DTS-ES 6.1][x264].mkv,/mnt/synology/rs-movies/Disturbia (2007)/Disturbia (2007) {imdb-tt0486822} [Bluray-720p][DTS-ES 6.1][x264].mkv,4696782967,4.37,720p,1280.0,720.0,H.264,DTS,,BluRay,,104.6,5.99
Monster Island (2017),Monster Island (2017) {imdb-tt6269658} [WEBDL-1080p][AC3 5.1][x264]-strife.mkv,/mnt/synology/rs-movies/Monster Island (2017)/Monster Island (2017) {imdb-tt6269658} [WEBDL-1080p][AC3 5.1][x264]-strife.mkv,3456562942,3.22,1080p,1920.0,1080.0,H.264,DD,,WEB-DL,,80.7,5.71
Footloose (2011),Footloose (2011) {imdb-tt1068242} [Bluray-720p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/Footloose (2011)/Footloose (2011) {imdb-tt1068242} [Bluray-720p][DTS 5.1][x264].mkv,5869608127,5.47,720p,1280.0,544.0,H.264,DTS,,BluRay,,113.4,6.9
Resistance (2020),Resistance (2020) {imdb-tt6914122} [WEBDL-1080p][AC3 5.1][h264].mkv,/mnt/synology/rs-movies/Resistance (2020)/Resistance (2020) {imdb-tt6914122} [WEBDL-1080p][AC3 5.1][h264].mkv,4490991924,4.18,1080p,1920.0,800.0,H.264,DD,,WEB-DL,,121.8,4.92
Oh. What. Fun. (2025),Oh. What. Fun. (2025) {imdb-tt31998881} [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,/mnt/synology/rs-movies/Oh. What. Fun. (2025)/Oh. What. Fun. (2025) {imdb-tt31998881} [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,7825668475,7.29,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,107.9,9.67
Soul Surfer (2011),Soul Surfer (2011) {imdb-tt1596346} [HDTV-720p][AC3 5.1][x264].mkv,/mnt/synology/rs-movies/Soul Surfer (2011)/Soul Surfer (2011) {imdb-tt1596346} [HDTV-720p][AC3 5.1][x264].mkv,2789344521,2.6,720p,1280.0,528.0,H.264,DD,,HDTV,,106.5,3.49
Peter Pans Neverland Nightmare (2025),Peter Pan's Neverland Nightmare (2025) {imdb-tt21955520} [Remux-1080p][DTS-HD MA 5.1][AVC]-RFX.mkv,/mnt/synology/rs-movies/Peter Pans Neverland Nightmare (2025)/Peter Pan's Neverland Nightmare (2025) {imdb-tt21955520} [Remux-1080p][DTS-HD MA 5.1][AVC]-RFX.mkv,25125520850,23.4,1080p,1920.0,1080.0,H.264,DTS-HD,,Remux,,89.8,37.32
The Island (2005),The Island (2005) {imdb-tt0399201} {edition-Remastered} [Bluray-1080p][DTS 5.1][x264]-HiDt.mkv,/mnt/synology/rs-movies/The Island (2005)/The Island (2005) {imdb-tt0399201} {edition-Remastered} [Bluray-1080p][DTS 5.1][x264]-HiDt.mkv,21408232443,19.94,1080p,1920.0,800.0,H.264,DTS,,BluRay,,136.1,20.98
FernGully The Last Rainforest (1992),FernGully The Last Rainforest (1992) {imdb-tt0104254} [Bluray-1080p][DTS 5.1][x264]-HD4U.mkv,/mnt/synology/rs-movies/FernGully The Last Rainforest (1992)/FernGully The Last Rainforest (1992) {imdb-tt0104254} [Bluray-1080p][DTS 5.1][x264]-HD4U.mkv,4689826786,4.37,1080p,1920.0,1040.0,H.264,DTS,,BluRay,,75.9,8.24
Sweeney Todd - The Demon Barber of Fleet Street (2007),Sweeney Todd The Demon Barber of Fleet Street (2007) {imdb-tt0408236} [Bluray-1080p][DV HDR10][EAC3 5.1][x265]-PTer.mkv,/mnt/synology/rs-movies/Sweeney Todd - The Demon Barber of Fleet Street (2007)/Sweeney Todd The Demon Barber of Fleet Street (2007) {imdb-tt0408236} [Bluray-1080p][DV HDR10][EAC3 5.1][x265]-PTer.mkv,15713109163,14.63,1080p,1920.0,1038.0,H.265,DD+,DV HDR10,BluRay,,116.4,18.01
The Love Guru (2008),The Love Guru (2008) {imdb-tt0811138} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-PiRaTeS.mkv,/mnt/synology/rs-movies/The Love Guru (2008)/The Love Guru (2008) {imdb-tt0811138} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-PiRaTeS.mkv,7587571410,7.07,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,86.8,11.66
Unknown Origins (2020),Unknown Origins (2020) {imdb-tt5827790} [WEBDL-1080p][EAC3 5.1][x264].mkv,/mnt/synology/rs-movies/Unknown Origins (2020)/Unknown Origins (2020) {imdb-tt5827790} [WEBDL-1080p][EAC3 5.1][x264].mkv,3385900537,3.15,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,97.0,4.66
Wild at Heart (1990),Wild at Heart (1990) {imdb-tt0100935} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,/mnt/synology/rs-movies/Wild at Heart (1990)/Wild at Heart (1990) {imdb-tt0100935} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,12857917372,11.97,1080p,1920.0,816.0,H.264,DTS,,BluRay,,125.0,13.71
Freaks (1932),Freaks (1932) {imdb-tt0022913} [WEBDL-1080p][EAC3 2.0][x264]-SbR.mkv,/mnt/synology/rs-movies/Freaks (1932)/Freaks (1932) {imdb-tt0022913} [WEBDL-1080p][EAC3 2.0][x264]-SbR.mkv,6337616356,5.9,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,62.1,13.62
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996) {imdb-tt0116126} [Bluray-720p][DTS 5.1][x264]-CtrlHD.mkv,/mnt/synology/rs-movies/Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)/Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996) {imdb-tt0116126} [Bluray-720p][DTS 5.1][x264]-CtrlHD.mkv,4695586984,4.37,720p,1280.0,720.0,H.264,DTS,,BluRay,,89.4,7.0
Rebel Moon Part 2 (),Rebel Moon - Part Two The Scargiver (2024) {imdb-tt23137904} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-OzONE.mkv,/mnt/synology/rs-movies/Rebel Moon Part 2 ()/Rebel Moon - Part Two The Scargiver (2024) {imdb-tt23137904} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-OzONE.mkv,5210718001,4.85,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,123.9,5.61
End of the Road (2022),End of the Road (2022) {imdb-tt13655328} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-EVO.mkv,/mnt/synology/rs-movies/End of the Road (2022)/End of the Road (2022) {imdb-tt13655328} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-EVO.mkv,2335205632,2.17,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,91.2,3.41
Mortal Kombat (1995),Mortal Kombat (1995) {imdb-tt0113855} [Bluray-1080p][AC3 5.1][x264].mkv,/mnt/synology/rs-movies/Mortal Kombat (1995)/Mortal Kombat (1995) {imdb-tt0113855} [Bluray-1080p][AC3 5.1][x264].mkv,8517429889,7.93,1080p,1920.0,1080.0,H.264,DD,,BluRay,,101.4,11.2
Red Dawn (1984),Red Dawn (1984) {imdb-tt0087985} [Bluray-1080p][DTS 5.1][x264]-hd4u.mkv,/mnt/synology/rs-movies/Red Dawn (1984)/Red Dawn (1984) {imdb-tt0087985} [Bluray-1080p][DTS 5.1][x264]-hd4u.mkv,8209936085,7.65,1080p,1920.0,1040.0,H.264,DTS,,BluRay,,114.0,9.6
The Incredible Burt Wonderstone (2013),The Incredible Burt Wonderstone (2013) {imdb-tt0790628} [Bluray-1080p][DTS 5.1][x264]-DON.mkv,/mnt/synology/rs-movies/The Incredible Burt Wonderstone (2013)/The Incredible Burt Wonderstone (2013) {imdb-tt0790628} [Bluray-1080p][DTS 5.1][x264]-DON.mkv,10791330210,10.05,1080p,1920.0,800.0,H.264,DTS,,BluRay,,100.3,14.35
Black Phone 2 (2025),Black Phone 2 (2025) {imdb-tt29644189} - [MA][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv,/mnt/synology/rs-movies/Black Phone 2 (2025)/Black Phone 2 (2025) {imdb-tt29644189} - [MA][WEBDL-1080p][EAC3 Atmos 5.1][x264]-FLUX.mkv,7228971777,6.73,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,113.9,8.46
Wonka (2023),Wonka (2023) {imdb-tt6166392} [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,/mnt/synology/rs-movies/Wonka (2023)/Wonka (2023) {imdb-tt6166392} [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,8073194233,7.52,1080p,1920.0,800.0,H.264,DD+,,WEB-DL,,117.4,9.17
U-571 (2000),U-571 (2000) {imdb-tt0141926} [Bluray-1080p][AC3 5.1][x264]-DON.mkv,/mnt/synology/rs-movies/U-571 (2000)/U-571 (2000) {imdb-tt0141926} [Bluray-1080p][AC3 5.1][x264]-DON.mkv,14929248416,13.9,1080p,1920.0,816.0,H.264,DD,,BluRay,,116.5,17.09
Iron Man 2 (2010),Iron Man 2 (2010) {imdb-tt1228705} {edition-Open Matte} [WEBDL-1080p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/Iron Man 2 (2010)/Iron Man 2 (2010) {imdb-tt1228705} {edition-Open Matte} [WEBDL-1080p][DTS 5.1][x264].mkv,12139817435,11.31,1080p,1920.0,1080.0,H.264,DTS,,WEB-DL,,124.6,12.99
Ocean's Eleven,Oceans Eleven (2001) {imdb-tt0240772} [Bluray-1080p][AC3 1.0][x264]-EbP.mkv,/mnt/synology/rs-movies/Ocean's Eleven/Oceans Eleven (2001) {imdb-tt0240772} [Bluray-1080p][AC3 1.0][x264]-EbP.mkv,11241276745,10.47,1080p,1920.0,800.0,H.264,DD,,BluRay,,127.5,11.76
R.I.P.D. (2013),R.I.P.D. (2013) {imdb-tt0790736} [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,/mnt/synology/rs-movies/R.I.P.D. (2013)/R.I.P.D. (2013) {imdb-tt0790736} [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,11524872190,10.73,1080p,1920.0,816.0,H.264,DTS,,BluRay,,95.9,16.02
Justice League vs. the Fatal Five (2019),Justice League vs. the Fatal Five (2019) {imdb-tt8752474} [Bluray-1080p][AC3 5.1][x264]-RightSiZE.mkv,/mnt/synology/rs-movies/Justice League vs. the Fatal Five (2019)/Justice League vs. the Fatal Five (2019) {imdb-tt8752474} [Bluray-1080p][AC3 5.1][x264]-RightSiZE.mkv,3972529099,3.7,1080p,1920.0,1080.0,H.264,DD,,BluRay,,77.5,6.83
American Star (2024),American Star (2024) {imdb-tt19984386} [Bluray-1080p][DTS-HD MA 5.1][x264]-WATCHABLE.mkv,/mnt/synology/rs-movies/American Star (2024)/American Star (2024) {imdb-tt19984386} [Bluray-1080p][DTS-HD MA 5.1][x264]-WATCHABLE.mkv,10888420269,10.14,1080p,1920.0,800.0,H.264,DTS-HD,,BluRay,,106.6,13.62
To Kill a Mockingbird (1962),To Kill a Mockingbird (1962) {imdb-tt0056592} [Bluray-1080p][AAC 5.1][x265].mkv,/mnt/synology/rs-movies/To Kill a Mockingbird (1962)/To Kill a Mockingbird (1962) {imdb-tt0056592} [Bluray-1080p][AAC 5.1][x265].mkv,3407228061,3.17,1080p,1920.0,1040.0,H.265,AAC,,BluRay,,129.2,3.52
Minamata (2020),Minamata (2020) {imdb-tt9179096} [Bluray-1080p Proper][EAC3 5.1][x264]-iFT.mkv,/mnt/synology/rs-movies/Minamata (2020)/Minamata (2020) {imdb-tt9179096} [Bluray-1080p Proper][EAC3 5.1][x264]-iFT.mkv,11981799650,11.16,1080p,1920.0,1038.0,H.264,DD+,,BluRay,,114.9,13.91
Tenet (2020),Tenet (2020) {imdb-tt6723592} [Bluray-1080p][EAC3 5.1][x264].mkv,/mnt/synology/rs-movies/Tenet (2020)/Tenet (2020) {imdb-tt6723592} [Bluray-1080p][EAC3 5.1][x264].mkv,19171356026,17.85,1080p,1920.0,1080.0,H.264,DD+,,BluRay,,150.2,17.02
Taking Lives (2004),Taking Lives (2004) {imdb-tt0364045} {edition-Unrated} [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,/mnt/synology/rs-movies/Taking Lives (2004)/Taking Lives (2004) {imdb-tt0364045} {edition-Unrated} [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,9443611238,8.8,1080p,1916.0,794.0,H.264,DD,,BluRay,,109.1,11.54
American Insurrection (2021),American Insurrection (2021) {imdb-tt11737466} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-EVO.mkv,/mnt/synology/rs-movies/American Insurrection (2021)/American Insurrection (2021) {imdb-tt11737466} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-EVO.mkv,6885076004,6.41,1080p,1920.0,1040.0,H.264,DD+,,WEB-DL,,115.3,7.96
Conspiracy (2001),Conspiracy (2001) {imdb-tt0266425} [WEBDL-1080p][EAC3 2.0][x264].mkv,/mnt/synology/rs-movies/Conspiracy (2001)/Conspiracy (2001) {imdb-tt0266425} [WEBDL-1080p][EAC3 2.0][x264].mkv,6232413328,5.8,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,95.8,8.68
The Engineer (2023),The Engineer (2023) {imdb-tt26450742} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,/mnt/synology/rs-movies/The Engineer (2023)/The Engineer (2023) {imdb-tt26450742} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,6115451410,5.7,1080p,1920.0,800.0,H.264,DD+,,WEB-DL,,92.9,8.78
Your Highness (2011),Your Highness (2011) {imdb-tt1240982} {edition-Unrated} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,/mnt/synology/rs-movies/Your Highness (2011)/Your Highness (2011) {imdb-tt1240982} {edition-Unrated} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,9929476273,9.25,1080p,1920.0,800.0,H.264,DTS,,BluRay,,105.5,12.55
Fast & Furious Presents Hobbs & Shaw (2019),Fast & Furious Presents Hobbs & Shaw (2019) {imdb-tt6806448} [WEBDL-1080p][AC3 2.0][h264].mkv,/mnt/synology/rs-movies/Fast & Furious Presents Hobbs & Shaw (2019)/Fast & Furious Presents Hobbs & Shaw (2019) {imdb-tt6806448} [WEBDL-1080p][AC3 2.0][h264].mkv,4119244811,3.84,1080p,1920.0,800.0,H.264,DD,,WEB-DL,,135.9,4.04
Great White (2021),Great White (2021) {imdb-tt8435002} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,/mnt/synology/rs-movies/Great White (2021)/Great White (2021) {imdb-tt8435002} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,10269817389,9.56,1080p,1920.0,804.0,H.264,DD+,,BluRay,,90.9,15.06
"Big Chill, The (1983)",The Big Chill (1983) {imdb-tt0085244} [Criterion Collection][Remux-1080p][DTS-HD MA 5.1][AVC]-KRaLiMaRKo.mkv,"/mnt/synology/rs-movies/Big Chill, The (1983)/The Big Chill (1983) {imdb-tt0085244} [Criterion Collection][Remux-1080p][DTS-HD MA 5.1][AVC]-KRaLiMaRKo.mkv",24168092997,22.51,1080p,1920.0,1080.0,H.264,DTS-HD,,Remux,,105.3,30.6
"Muppets' Wizard of Oz, The (2005)",The Muppets' Wizard of Oz (2005) {imdb-tt0422778} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-alfaHD.mkv,"/mnt/synology/rs-movies/Muppets' Wizard of Oz, The (2005)/The Muppets' Wizard of Oz (2005) {imdb-tt0422778} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-alfaHD.mkv",7918117979,7.37,1080p,1440.0,1080.0,H.264,DD+,,WEB-DL,,100.1,10.55
"Stepford Wives, The (2004)",The.Stepford.Wives.2004.1080p.BluRay.DD+5.1.x264-iFT.mkv,"/mnt/synology/rs-movies/Stepford Wives, The (2004)/The.Stepford.Wives.2004.1080p.BluRay.DD+5.1.x264-iFT.mkv",14480879443,13.49,1080p,1918.0,1080.0,H.264,DD+,,BluRay,,92.9,20.79
The Exorcism of Emily Rose (2005),The Exorcism of Emily Rose (2005) {imdb-tt0404032} [Bluray-1080p][DTS 5.1][x264]-SbR.mkv,/mnt/synology/rs-movies/The Exorcism of Emily Rose (2005)/The Exorcism of Emily Rose (2005) {imdb-tt0404032} [Bluray-1080p][DTS 5.1][x264]-SbR.mkv,14057569986,13.09,1080p,1920.0,800.0,H.264,DTS,,BluRay,,121.8,15.39
"Outsiders, The (1983)",The Outsiders (1983) {imdb-tt0086066} {edition-Directors Cut} [Bluray-1080p][EAC3 4.1][x264]-LoRD.mkv,"/mnt/synology/rs-movies/Outsiders, The (1983)/The Outsiders (1983) {imdb-tt0086066} {edition-Directors Cut} [Bluray-1080p][EAC3 4.1][x264]-LoRD.mkv",17118845779,15.94,1080p,1920.0,800.0,H.264,DD+,,BluRay,,114.9,19.86
Never Say Never Again (1983),Never Say Never Again (1983) {imdb-tt0086006} [Bluray-1080p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/Never Say Never Again (1983)/Never Say Never Again (1983) {imdb-tt0086006} [Bluray-1080p][DTS 5.1][x264].mkv,11740914493,10.93,1080p,1920.0,816.0,H.264,DTS,,BluRay,,134.1,11.67
Beastie Boys Story (2020),Beastie Boys Story (2020) {imdb-tt11615290} [WEBDL-1080p][EAC3 Atmos 5.1][h264]-SECRECY.mkv,/mnt/synology/rs-movies/Beastie Boys Story (2020)/Beastie Boys Story (2020) {imdb-tt11615290} [WEBDL-1080p][EAC3 Atmos 5.1][h264]-SECRECY.mkv,9691651410,9.03,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,119.4,10.82
You're Not You (2014),You're Not You (2014) {imdb-tt1198156} [Bluray-1080p][AC3 5.1][x264]-HiFi.mkv,/mnt/synology/rs-movies/You're Not You (2014)/You're Not You (2014) {imdb-tt1198156} [Bluray-1080p][AC3 5.1][x264]-HiFi.mkv,9684315396,9.02,1080p,1920.0,1080.0,H.264,DD,,BluRay,,102.5,12.6
Come Away (2020),Come Away (2020) {imdb-tt5714470} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,/mnt/synology/rs-movies/Come Away (2020)/Come Away (2020) {imdb-tt5714470} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,11279318866,10.5,1080p,1920.0,804.0,H.264,DD+,,BluRay,,93.9,16.02
Deck the Walls (2024),Deck the Walls (2024) {imdb-tt33885024} [WEBDL-1080p][EAC3 5.1][x264]-EDITH.mkv,/mnt/synology/rs-movies/Deck the Walls (2024)/Deck the Walls (2024) {imdb-tt33885024} [WEBDL-1080p][EAC3 5.1][x264]-EDITH.mkv,5161935684,4.81,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,84.1,8.19
Middle Men (2009),Middle Men (2009) {imdb-tt1251757} [Bluray-1080p][DTS 5.1][x264]-SECTOR7.mkv,/mnt/synology/rs-movies/Middle Men (2009)/Middle Men (2009) {imdb-tt1251757} [Bluray-1080p][DTS 5.1][x264]-SECTOR7.mkv,8530026200,7.94,1080p,1920.0,800.0,H.264,DTS,,BluRay,,112.1,10.14
"Juliet, Naked (2018)","Juliet, Naked (2018) {imdb-tt5607096} [Bluray-1080p][DTS 5.1][x264]-DRONES.mkv","/mnt/synology/rs-movies/Juliet, Naked (2018)/Juliet, Naked (2018) {imdb-tt5607096} [Bluray-1080p][DTS 5.1][x264]-DRONES.mkv",8214767884,7.65,1080p,1920.0,808.0,H.264,DTS,,BluRay,,97.6,11.22
"Mauritanian, The (2021)",The Mauritanian (2021) {imdb-tt4761112} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,"/mnt/synology/rs-movies/Mauritanian, The (2021)/The Mauritanian (2021) {imdb-tt4761112} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv",16627840158,15.49,1080p,1920.0,808.0,H.264,DD+,,BluRay,,129.7,17.09
Splinter (2008),Splinter (2008) {imdb-tt1031280} [Bluray-720p][AC3 5.1][x264]-hV.mkv,/mnt/synology/rs-movies/Splinter (2008)/Splinter (2008) {imdb-tt1031280} [Bluray-720p][AC3 5.1][x264]-hV.mkv,4692882266,4.37,720p,1280.0,544.0,H.264,DD,,BluRay,,82.3,7.61
Scouts Guide to the Zombie Apocalypse (2015),Scouts Guide to the Zombie Apocalypse (2015) {imdb-tt1727776} [Bluray-1080p Proper][DTS 5.1][x264]-BLOW.mkv,/mnt/synology/rs-movies/Scouts Guide to the Zombie Apocalypse (2015)/Scouts Guide to the Zombie Apocalypse (2015) {imdb-tt1727776} [Bluray-1080p Proper][DTS 5.1][x264]-BLOW.mkv,7040567898,6.56,1080p,1920.0,808.0,H.264,DTS,,BluRay,,92.8,10.12
Jim Jefferies Fully Functional (2012),Jim Jefferies Fully Functional (2012) {imdb-tt2274356} [WEBDL-1080p][AC3 5.1][h264]-FLUX.mkv,/mnt/synology/rs-movies/Jim Jefferies Fully Functional (2012)/Jim Jefferies Fully Functional (2012) {imdb-tt2274356} [WEBDL-1080p][AC3 5.1][h264]-FLUX.mkv,4714644356,4.39,1080p,1920.0,1080.0,H.264,DD,,WEB-DL,,60.1,10.47
28 Years Later (2025),28 Years Later (2025) {imdb-tt10548174} - [MA][WEBDL-1080p][EAC3 Atmos 5.1][x264]-BYNDR.mkv,/mnt/synology/rs-movies/28 Years Later (2025)/28 Years Later (2025) {imdb-tt10548174} - [MA][WEBDL-1080p][EAC3 Atmos 5.1][x264]-BYNDR.mkv,7327220864,6.82,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,115.1,8.49
Outbreak (1995),Outbreak (1995) {imdb-tt0114069} [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,/mnt/synology/rs-movies/Outbreak (1995)/Outbreak (1995) {imdb-tt0114069} [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,9214306138,8.58,1080p,1920.0,1080.0,H.264,DTS,,BluRay,,128.2,9.58
The Beaver (2011),The Beaver (2011) {imdb-tt1321860} [Bluray-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv,/mnt/synology/rs-movies/The Beaver (2011)/The Beaver (2011) {imdb-tt1321860} [Bluray-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv,8537144534,7.95,1080p,1920.0,800.0,H.264,DTS,,BluRay,,91.0,12.51
Chaos Walking (2021),Chaos Walking (2021) {imdb-tt2076822} [Bluray-1080p][EAC3 7.1][x264]-LoRD.mkv,/mnt/synology/rs-movies/Chaos Walking (2021)/Chaos Walking (2021) {imdb-tt2076822} [Bluray-1080p][EAC3 7.1][x264]-LoRD.mkv,12726392177,11.85,1080p,1920.0,804.0,H.264,DD+,,BluRay,,108.9,15.58
Shade (2003),Shade (2003) {imdb-tt0323939} [Remux-1080p][DTS-HD MA 5.1][x264]-KRaLiMaRKo.mkv,/mnt/synology/rs-movies/Shade (2003)/Shade (2003) {imdb-tt0323939} [Remux-1080p][DTS-HD MA 5.1][x264]-KRaLiMaRKo.mkv,19177191178,17.86,1080p,1920.0,1080.0,H.264,DTS-HD,,Remux,,102.1,25.05
