title,filename,path,size_bytes,size_gb,resolution,width,height,video_codec,audio_codec,hdr,source,group,duration_minutes,bitrate_mbps
Minions (2015),Minions (2015) {imdb-tt2293640} [Bluray-1080p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/Minions (2015)/Minions (2015) {imdb-tt2293640} [Bluray-1080p][DTS 5.1][x264].mkv,8535383691,7.95,1080p,1920.0,1038.0,H.264,DTS,,BluRay,,91.0,12.51
The Departed (2006),The Departed (2006) {imdb-tt0407887} [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,/mnt/synology/rs-movies/The Departed (2006)/The Departed (2006) {imdb-tt0407887} [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,14053713880,13.09,1080p,1920.0,798.0,H.264,DTS,,BluRay,,151.4,12.37
The Babadook (2014),The Babadook (2014) {imdb-tt2321549} [Bluray-1080p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/The Babadook (2014)/The Babadook (2014) {imdb-tt2321549} [Bluray-1080p][DTS 5.1][x264].mkv,12736364715,11.86,1080p,1918.0,814.0,H.264,DTS,,BluRay,,93.8,18.11
Spy (2015),Spy (2015) {imdb-tt3079380} [Bluray-720p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/Spy (2015)/Spy (2015) {imdb-tt3079380} [Bluray-720p][DTS 5.1][x264].mkv,4684428643,4.36,720p,1280.0,536.0,H.264,DTS,,BluRay,,93.2,6.7
Spy (2015),Spy (2015) {imdb-tt3079380} {edition-Extended Cut} [Bluray-1080p][DTS-ES 5.1][x264]-DON.mkv,/mnt/synology/rs-movies/Spy (2015)/Spy (2015) {imdb-tt3079380} {edition-Extended Cut} [Bluray-1080p][DTS-ES 5.1][x264]-DON.mkv,15458337759,14.4,1080p,1920.0,804.0,H.264,DTS,,BluRay,,130.4,15.81
Teen Wolf (1985),Teen Wolf (1985) {imdb-tt0090142} [Bluray-1080p][DTS-HD MA 2.0][x264]-BARC0DE.mkv,/mnt/synology/rs-movies/Teen Wolf (1985)/Teen Wolf (1985) {imdb-tt0090142} [Bluray-1080p][DTS-HD MA 2.0][x264]-BARC0DE.mkv,7377451026,6.87,1080p,1920.0,1040.0,H.264,DTS-HD,,BluRay,,92.3,10.65
Gaia (2021),Gaia (2021) {imdb-tt11881160} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-TEPES.mkv,/mnt/synology/rs-movies/Gaia (2021)/Gaia (2021) {imdb-tt11881160} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-TEPES.mkv,6175081271,5.75,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,96.6,8.52
They Live in the Grey (2022),They Live in the Grey (2022) {imdb-tt10631148} [AMZN][WEBDL-1080p][EAC3 2.0][h264]-EVO.mkv,/mnt/synology/rs-movies/They Live in the Grey (2022)/They Live in the Grey (2022) {imdb-tt10631148} [AMZN][WEBDL-1080p][EAC3 2.0][h264]-EVO.mkv,8609696945,8.02,1080p,1920.0,800.0,H.264,DD+,,WEB-DL,,123.6,9.29
Argylle (2024),Argylle (2024) {imdb-tt15009428} [WEBDL-1080p][EAC3 5.1][h264]-SupermanPeacemakerWalterWhite.mkv,/mnt/synology/rs-movies/Argylle (2024)/Argylle (2024) {imdb-tt15009428} [WEBDL-1080p][EAC3 5.1][h264]-SupermanPeacemakerWalterWhite.mkv,9884536679,9.21,1080p,1920.0,800.0,H.264,DD+,,WEB-DL,,139.0,9.48
The Boss (2016),The Boss (2016) {imdb-tt2702724} [Bluray-720p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/The Boss (2016)/The Boss (2016) {imdb-tt2702724} [Bluray-720p][DTS 5.1][x264].mkv,5865665454,5.46,720p,1280.0,688.0,H.264,DTS,,BluRay,,104.2,7.5
Our Little Secret (2024),Our Little Secret (2024) {imdb-tt31022050} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-Kitsune.mkv,/mnt/synology/rs-movies/Our Little Secret (2024)/Our Little Secret (2024) {imdb-tt31022050} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-Kitsune.mkv,4260096532,3.97,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,101.1,5.62
"Grandmother, The (2022)",La Abuela (The Grandmother) (2022) {imdb-tt11807888} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv,"/mnt/synology/rs-movies/Grandmother, The (2022)/La Abuela (The Grandmother) (2022) {imdb-tt11807888} [Bluray-1080p][EAC3 5.1][x264]-iFT.mkv",13554774623,12.62,1080p,1920.0,1038.0,H.264,DD+,,BluRay,,100.3,18.01
Setup (2011),Setup (2011) {imdb-tt1748197} [Bluray-720p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/Setup (2011)/Setup (2011) {imdb-tt1748197} [Bluray-720p][DTS 5.1][x264].mkv,3507358384,3.27,720p,1280.0,536.0,H.264,DTS,,BluRay,,84.9,5.51
Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb (1964),Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb (1964) {imdb-tt0057012} [Bluray-1080p][HDR10][EAC3 5.1][x265]-PTer.mkv,/mnt/synology/rs-movies/Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb (1964)/Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb (1964) {imdb-tt0057012} [Bluray-1080p][HDR10][EAC3 5.1][x265]-PTer.mkv,16106514601,15.0,1080p,1792.0,1080.0,H.265,DD+,HDR10,BluRay,,94.8,22.66
Wolf (1994),Wolf (1994) {imdb-tt0111742} [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,/mnt/synology/rs-movies/Wolf (1994)/Wolf (1994) {imdb-tt0111742} [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,14339645428,13.35,1080p,1920.0,1040.0,H.264,DTS,,BluRay,,125.3,15.25
His Three Daughters (2024),His Three Daughters (2024) {imdb-tt28491891} [NF][WEBDL-1080p][DV HDR10][EAC3 5.1][h265]-Kitsune.mkv,/mnt/synology/rs-movies/His Three Daughters (2024)/His Three Daughters (2024) {imdb-tt28491891} [NF][WEBDL-1080p][DV HDR10][EAC3 5.1][h265]-Kitsune.mkv,4658999005,4.34,1080p,1920.0,1080.0,H.265,DD+,DV HDR10,WEB-DL,,105.0,5.92
Wrong Place (2022),Wrong Place (2022) {imdb-tt15837458} [WEBDL-1080p][AC3 5.1][h264]-EVO.mkv,/mnt/synology/rs-movies/Wrong Place (2022)/Wrong Place (2022) {imdb-tt15837458} [WEBDL-1080p][AC3 5.1][h264]-EVO.mkv,7514286483,7.0,1080p,1916.0,956.0,H.264,DD,,WEB-DL,,96.4,10.39
"Christmas Angel Match, A (2025)",A Christmas Angel Match (2025) {imdb-tt36503047} [WEBDL-1080p][EAC3 2.0][h264]-NoRBiT.mkv,"/mnt/synology/rs-movies/Christmas Angel Match, A (2025)/A Christmas Angel Match (2025) {imdb-tt36503047} [WEBDL-1080p][EAC3 2.0][h264]-NoRBiT.mkv",5097953601,4.75,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,84.0,8.09
Romeo + Juliet (1996),Romeo + Juliet (1996) {imdb-tt0117509} [Bluray-1080p][DTS 5.1][x264]-PiPicK.mkv,/mnt/synology/rs-movies/Romeo + Juliet (1996)/Romeo + Juliet (1996) {imdb-tt0117509} [Bluray-1080p][DTS 5.1][x264]-PiPicK.mkv,15551829957,14.48,1080p,1920.0,800.0,H.264,DTS,,BluRay,,120.2,17.25
SLC Punk (1998),SLC Punk (1998) {imdb-tt0133189} [WEBRip-1080p][AC3 5.1][x264]-LEGi0N.mkv,/mnt/synology/rs-movies/SLC Punk (1998)/SLC Punk (1998) {imdb-tt0133189} [WEBRip-1080p][AC3 5.1][x264]-LEGi0N.mkv,3779085403,3.52,1080p,1920.0,1080.0,H.264,DD,,WEBRip,,97.8,5.15
Project Power (2020),Project Power (2020) {imdb-tt7550000} [WEBDL-1080p][EAC3 Atmos 5.1][x264].mkv,/mnt/synology/rs-movies/Project Power (2020)/Project Power (2020) {imdb-tt7550000} [WEBDL-1080p][EAC3 Atmos 5.1][x264].mkv,5517926706,5.14,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,113.3,6.49
Wing Commander (1999),Wing Commander (1999) {imdb-tt0131646} [Remux-1080p][DTS-HD MA 5.1][AVC]-HiFi.mkv,/mnt/synology/rs-movies/Wing Commander (1999)/Wing Commander (1999) {imdb-tt0131646} [Remux-1080p][DTS-HD MA 5.1][AVC]-HiFi.mkv,21289037200,19.83,1080p,1920.0,1080.0,H.264,DTS-HD,,Remux,,100.2,28.32
"Last Rodeo, The (2025)",The Last Rodeo (2025) {imdb-tt30908405} [Bluray-1080p][AC3 5.1][x264]-RiSEHD.mkv,"/mnt/synology/rs-movies/Last Rodeo, The (2025)/The Last Rodeo (2025) {imdb-tt30908405} [Bluray-1080p][AC3 5.1][x264]-RiSEHD.mkv",17954383634,16.72,1080p,1920.0,1080.0,H.264,DD,,BluRay,,115.1,20.8
The Hill (2023),The Hill (2023) {imdb-tt8051894} [NF][WEBDL-1080p][EAC3 5.1][x264]-Kitsune.mkv,/mnt/synology/rs-movies/The Hill (2023)/The Hill (2023) {imdb-tt8051894} [NF][WEBDL-1080p][EAC3 5.1][x264]-Kitsune.mkv,5306810590,4.94,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,126.6,5.59
"Takedown, The (2022)",The Takedown (2022) {imdb-tt13822738} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv,"/mnt/synology/rs-movies/Takedown, The (2022)/The Takedown (2022) {imdb-tt13822738} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv",3664391641,3.41,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,121.3,4.03
Black Mirror Bandersnatch (2018),Black Mirror Bandersnatch (2018) {imdb-tt9495224} [WEBDL-1080p Proper][EAC3 5.1][x264]-DEFLATE.mkv,/mnt/synology/rs-movies/Black Mirror Bandersnatch (2018)/Black Mirror Bandersnatch (2018) {imdb-tt9495224} [WEBDL-1080p Proper][EAC3 5.1][x264]-DEFLATE.mkv,3668929261,3.42,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,93.2,5.25
Days of Thunder (1990),Days of Thunder (1990) {imdb-tt0099371} [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,/mnt/synology/rs-movies/Days of Thunder (1990)/Days of Thunder (1990) {imdb-tt0099371} [Bluray-1080p][AC3 5.1][x264]-CtrlHD.mkv,8527891848,7.94,1080p,1920.0,796.0,H.264,DD,,BluRay,,107.3,10.6
Bullet to the Head (2013),Bullet to the Head (2012) {imdb-tt1308729} [Bluray-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv,/mnt/synology/rs-movies/Bullet to the Head (2013)/Bullet to the Head (2012) {imdb-tt1308729} [Bluray-1080p][DTS 5.1][x264]-HDMaNiAcS.mkv,11333886083,10.56,1080p,1920.0,1036.0,H.264,DTS,,BluRay,,91.6,16.49
Wonder Woman (2009),Wonder Woman (2009) {imdb-tt1186373} [Bluray-720p][DTS 5.1][x264]-Rip.mkv,/mnt/synology/rs-movies/Wonder Woman (2009)/Wonder Woman (2009) {imdb-tt1186373} [Bluray-720p][DTS 5.1][x264]-Rip.mkv,2768499584,2.58,720p,1280.0,720.0,H.264,DTS,,BluRay,,73.7,5.01
Honeymoon in Vegas (1992),Honeymoon in Vegas (1992) {imdb-tt0104438} [Bluray-720p][FLAC 2.0][x264]-CRiSC.mkv,/mnt/synology/rs-movies/Honeymoon in Vegas (1992)/Honeymoon in Vegas (1992) {imdb-tt0104438} [Bluray-720p][FLAC 2.0][x264]-CRiSC.mkv,9336797295,8.7,720p,1280.0,694.0,H.264,FLAC,,BluRay,,95.8,13.0
"SpongeBob Movie Sponge Out of Water, The (2015)",The.SpongeBob.Movie.Sponge.Out.of.Water.2015.1080p.BluRay.x264-EbP.mkv,"/mnt/synology/rs-movies/SpongeBob Movie Sponge Out of Water, The (2015)/The.SpongeBob.Movie.Sponge.Out.of.Water.2015.1080p.BluRay.x264-EbP.mkv",8920406135,8.31,1080p,1920.0,1080.0,H.264,,,BluRay,,92.6,12.85
Chelsea Handler Revolution (2022),Chelsea Handler Revolution (2022) {imdb-tt23711530} [NF][WEBDL-1080p][EAC3 2.0][x264]-FLUX.mkv,/mnt/synology/rs-movies/Chelsea Handler Revolution (2022)/Chelsea Handler Revolution (2022) {imdb-tt23711530} [NF][WEBDL-1080p][EAC3 2.0][x264]-FLUX.mkv,3132543371,2.92,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,77.3,5.4
Much Ado About Nothing (2012),Much Ado About Nothing (2013) {imdb-tt2094064} [Bluray-1080p][DTS 5.1][x264]-DON.mkv,/mnt/synology/rs-movies/Much Ado About Nothing (2012)/Much Ado About Nothing (2013) {imdb-tt2094064} [Bluray-1080p][DTS 5.1][x264]-DON.mkv,18786485123,17.5,1080p,1920.0,1080.0,H.264,DTS,,BluRay,,108.9,23.01
Ghosts of the Abyss (2003),Ghosts of the Abyss (2003) {imdb-tt0297144} [Bluray-1080p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/Ghosts of the Abyss (2003)/Ghosts of the Abyss (2003) {imdb-tt0297144} [Bluray-1080p][DTS 5.1][x264].mkv,14716719862,13.71,1080p,1916.0,1080.0,H.264,DTS,,BluRay,,91.6,21.41
Incendies (2010),Incendies (2010) {imdb-tt1255953} [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,/mnt/synology/rs-movies/Incendies (2010)/Incendies (2010) {imdb-tt1255953} [Bluray-1080p][DTS 5.1][x264]-D-Z0N3.mkv,21348724463,19.88,1080p,1920.0,1036.0,H.264,DTS,,BluRay,,130.5,21.82
Honey I Blew Up the Kid (1992),"Honey, I Blew Up the Kid (1992) {imdb-tt0104437} [Bluray-1080p][DTS 5.1][x264]-PSYCHD.mkv","/mnt/synology/rs-movies/Honey I Blew Up the Kid (1992)/Honey, I Blew Up the Kid (1992) {imdb-tt0104437} [Bluray-1080p][DTS 5.1][x264]-PSYCHD.mkv",9384678298,8.74,1080p,1920.0,1040.0,H.264,DTS,,BluRay,,89.5,13.98
Puppet Master Doktor Death (2022),Puppet Master Doktor Death (2022) {imdb-tt21114402} [Remux-1080p][AC3 5.1][AVC]-KRaLiMaRKo.mkv,/mnt/synology/rs-movies/Puppet Master Doktor Death (2022)/Puppet Master Doktor Death (2022) {imdb-tt21114402} [Remux-1080p][AC3 5.1][AVC]-KRaLiMaRKo.mkv,12171726149,11.34,1080p,1920.0,1080.0,H.264,DD,,Remux,,59.1,27.45
Jack the Giant Slayer (2013),Jack the Giant Slayer (2013) {imdb-tt1351685} [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,/mnt/synology/rs-movies/Jack the Giant Slayer (2013)/Jack the Giant Slayer (2013) {imdb-tt1351685} [Bluray-1080p][DTS 5.1][x264]-decibeL.mkv,11612193797,10.81,1080p,1920.0,800.0,H.264,DTS,,BluRay,,114.4,13.54
The Sorcerer and the White Snake (2011),The Sorcerer and the White Snake (2011) {imdb-tt1857913} [Bluray-1080p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/The Sorcerer and the White Snake (2011)/The Sorcerer and the White Snake (2011) {imdb-tt1857913} [Bluray-1080p][DTS 5.1][x264].mkv,9340788930,8.7,1080p,1920.0,804.0,H.264,DTS,,BluRay,,102.1,12.19
Ironweed (1987),Ironweed (1987) {imdb-tt0093277} [Remux-1080p][FLAC 2.0][AVC]-SPBD.mkv,/mnt/synology/rs-movies/Ironweed (1987)/Ironweed (1987) {imdb-tt0093277} [Remux-1080p][FLAC 2.0][AVC]-SPBD.mkv,21896976880,20.39,1080p,1920.0,1080.0,H.264,FLAC,,Remux,,143.3,20.37
Your Lucky Day (2023),Your Lucky Day (2023) {imdb-tt16424988} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,/mnt/synology/rs-movies/Your Lucky Day (2023)/Your Lucky Day (2023) {imdb-tt16424988} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,7048084615,6.56,1080p,1920.0,800.0,H.264,DD+,,WEB-DL,,89.4,10.52
Crisis (2021),Crisis (2021) {imdb-tt9731682} [WEBDL-1080p][EAC3 5.1][h264].mkv,/mnt/synology/rs-movies/Crisis (2021)/Crisis (2021) {imdb-tt9731682} [WEBDL-1080p][EAC3 5.1][h264].mkv,10087406131,9.39,1080p,1920.0,816.0,H.264,DD+,,WEB-DL,,118.6,11.34
In the Line of Fire (1993),In the Line of Fire (1993) {imdb-tt0107206} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,/mnt/synology/rs-movies/In the Line of Fire (1993)/In the Line of Fire (1993) {imdb-tt0107206} [Bluray-1080p][DTS 5.1][x264]-CtrlHD.mkv,10841425746,10.1,1080p,1920.0,800.0,H.264,DTS,,BluRay,,128.6,11.24
Trolls (2016),Trolls (2016) {imdb-tt1679335} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-DKV.mkv,/mnt/synology/rs-movies/Trolls (2016)/Trolls (2016) {imdb-tt1679335} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-DKV.mkv,6890309157,6.42,1080p,1920.0,816.0,H.264,DD+,,WEB-DL,,93.9,9.78
Salems Lot (2024),Salems Lot (2024) {imdb-tt10245072} [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,/mnt/synology/rs-movies/Salems Lot (2024)/Salems Lot (2024) {imdb-tt10245072} [AMZN][WEBDL-1080p][EAC3 Atmos 5.1][h264]-FLUX.mkv,5502562442,5.12,1080p,1920.0,800.0,H.264,DD+,,WEB-DL,,113.5,6.46
Coherence (2013),Coherence (2013) {imdb-tt2866360} [Bluray-1080p][EAC3 5.1][x264]-EA.mkv,/mnt/synology/rs-movies/Coherence (2013)/Coherence (2013) {imdb-tt2866360} [Bluray-1080p][EAC3 5.1][x264]-EA.mkv,9331969328,8.69,1080p,1920.0,818.0,H.264,DD+,,BluRay,,87.9,14.16
"Rudolph, the Red-Nosed Reindeer (1964)",Rudolph the Red-Nosed Reindeer (1964) {imdb-tt0058536} [Bluray-720p][AC3 5.1][x264].mkv,"/mnt/synology/rs-movies/Rudolph, the Red-Nosed Reindeer (1964)/Rudolph the Red-Nosed Reindeer (1964) {imdb-tt0058536} [Bluray-720p][AC3 5.1][x264].mkv",2844412902,2.65,720p,960.0,720.0,H.264,DD,,BluRay,,51.8,7.33
The Twilight Saga Breaking Dawn - Part 1 (2011),The Twilight Saga Breaking Dawn - Part 1 (2011) {imdb-tt1324999} [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv,/mnt/synology/rs-movies/The Twilight Saga Breaking Dawn - Part 1 (2011)/The Twilight Saga Breaking Dawn - Part 1 (2011) {imdb-tt1324999} [Bluray-1080p][EAC3 5.1][x264]-hallowed.mkv,11116238142,10.35,1080p,1920.0,800.0,H.264,DD+,,BluRay,,117.1,12.65
"Paris, Je T'Aime (2006)",Paris Je T'aime (2006) {imdb-tt0401711} [Bluray-1080p][AC3 5.1][x264]-HANDJOB.mkv,"/mnt/synology/rs-movies/Paris, Je T'Aime (2006)/Paris Je T'aime (2006) {imdb-tt0401711} [Bluray-1080p][AC3 5.1][x264]-HANDJOB.mkv",12437691133,11.58,1080p,1906.0,1032.0,H.264,DD,,BluRay,,120.7,13.74
Downton Abbey (2019),Downton Abbey (2019) {imdb-tt6398184} [Bluray-1080p][DV HDR10][EAC3 7.1][x265]-c0kE.mkv,/mnt/synology/rs-movies/Downton Abbey (2019)/Downton Abbey (2019) {imdb-tt6398184} [Bluray-1080p][DV HDR10][EAC3 7.1][x265]-c0kE.mkv,14983717110,13.95,1080p,1920.0,804.0,H.265,DD+,DV HDR10,BluRay,,122.1,16.36
Godzilla (1998),Godzilla (1998) {imdb-tt0120685} [Bluray-1080p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/Godzilla (1998)/Godzilla (1998) {imdb-tt0120685} [Bluray-1080p][DTS 5.1][x264].mkv,15578658793,14.51,1080p,1920.0,804.0,H.264,DTS,,BluRay,,138.7,14.97
Murder Mystery 2 (2023),Murder Mystery 2 (2023) {imdb-tt15255288} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv,/mnt/synology/rs-movies/Murder Mystery 2 (2023)/Murder Mystery 2 (2023) {imdb-tt15255288} [NF][WEBDL-1080p][EAC3 Atmos 5.1][x264]-CMRG.mkv,3682551076,3.43,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,90.9,5.4
Zoolander (2001),Zoolander (2001) {imdb-tt0196229} [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,/mnt/synology/rs-movies/Zoolander (2001)/Zoolander (2001) {imdb-tt0196229} [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,10153715820,9.46,1080p,1920.0,816.0,H.264,DD,,BluRay,,89.2,15.18
Untitled Spider-Man 3 (2021),Spider-Man No Way Home (2021) {imdb-tt10872600} [Remux-1080p][DTS-HD MA 5.1][h264]-EVO.mkv,/mnt/synology/rs-movies/Untitled Spider-Man 3 (2021)/Spider-Man No Way Home (2021) {imdb-tt10872600} [Remux-1080p][DTS-HD MA 5.1][h264]-EVO.mkv,26871232458,25.03,1080p,1920.0,1080.0,H.264,DTS-HD,,Remux,,148.2,24.18
Coyote Ugly (2000),Coyote Ugly (2000) {imdb-tt0200550} {edition-Extended} [Remux-1080p][DTS-HD MA 5.1][h264]-decibeL.mkv,/mnt/synology/rs-movies/Coyote Ugly (2000)/Coyote Ugly (2000) {imdb-tt0200550} {edition-Extended} [Remux-1080p][DTS-HD MA 5.1][h264]-decibeL.mkv,17571332395,16.36,1080p,1920.0,1080.0,H.264,DTS-HD,,Remux,,107.5,21.79
Halloween Kills (2021),Halloween Kills (2021) {imdb-tt10665338} [PCOK][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,/mnt/synology/rs-movies/Halloween Kills (2021)/Halloween Kills (2021) {imdb-tt10665338} [PCOK][WEBDL-1080p][EAC3 5.1][h264]-FLUX.mkv,5833197884,5.43,1080p,1920.0,1080.0,H.264,DD+,,WEB-DL,,105.2,7.39
The Falcon and the Snowman (1985),The Falcon and the Snowman (1985) {imdb-tt0087231} [Bluray-720p][DTS 2.0][x264].mkv,/mnt/synology/rs-movies/The Falcon and the Snowman (1985)/The Falcon and the Snowman (1985) {imdb-tt0087231} [Bluray-720p][DTS 2.0][x264].mkv,7037878128,6.55,720p,1280.0,696.0,H.264,DTS,,BluRay,,131.5,7.14
The Incredible Hulk (2008),The Incredible Hulk (2008) {imdb-tt0800080} [Bluray-1080p][DV HDR10][EAC3 Atmos 7.1][x265]-c0kE.mkv,/mnt/synology/rs-movies/The Incredible Hulk (2008)/The Incredible Hulk (2008) {imdb-tt0800080} [Bluray-1080p][DV HDR10][EAC3 Atmos 7.1][x265]-c0kE.mkv,14380806338,13.39,1080p,1920.0,804.0,H.265,DD+,DV HDR10,BluRay,,112.2,17.09
Flying Leathernecks (1951),Flying Leathernecks (1951) {imdb-tt0043547} - [AMZN][WEBDL-1080p][EAC3 2.0][h264]-GPRS.mkv,/mnt/synology/rs-movies/Flying Leathernecks (1951)/Flying Leathernecks (1951) {imdb-tt0043547} - [AMZN][WEBDL-1080p][EAC3 2.0][h264]-GPRS.mkv,7676104019,7.15,1080p,1440.0,1080.0,H.264,DD+,,WEB-DL,,102.4,9.99
Flying Leathernecks (1951),Flying Leathernecks (1951) {imdb-tt0043547} [Remux-1080p][FLAC 2.0][AVC]-EPSiLON.mkv,/mnt/synology/rs-movies/Flying Leathernecks (1951)/Flying Leathernecks (1951) {imdb-tt0043547} [Remux-1080p][FLAC 2.0][AVC]-EPSiLON.mkv,27303666954,25.43,1080p,1920.0,1080.0,H.264,FLAC,,Remux,,102.3,35.6
Blazing Saddles (1974),Blazing Saddles (1974) {imdb-tt0071230} [Bluray-1080p][EAC3 5.1][x264]-SPiRiT.mkv,/mnt/synology/rs-movies/Blazing Saddles (1974)/Blazing Saddles (1974) {imdb-tt0071230} [Bluray-1080p][EAC3 5.1][x264]-SPiRiT.mkv,13054325759,12.16,1080p,1920.0,820.0,H.264,DD+,,BluRay,,92.9,18.73
"Great Mouse Detective, The (1986)",The Great Mouse Detective (1986) {imdb-tt0091149} [WEBDL-1080p][DTS 5.1][x264].mkv,"/mnt/synology/rs-movies/Great Mouse Detective, The (1986)/The Great Mouse Detective (1986) {imdb-tt0091149} [WEBDL-1080p][DTS 5.1][x264].mkv",5867507920,5.46,1080p,1920.0,1080.0,H.264,DTS,,WEB-DL,,74.3,10.53
Police Academy 2 Their First Assignment (1985),Police Academy 2 Their First Assignment (1985) {imdb-tt0089822} [Bluray-1080p][DTS-HD MA 1.0][x264]-PANAM.mkv,/mnt/synology/rs-movies/Police Academy 2 Their First Assignment (1985)/Police Academy 2 Their First Assignment (1985) {imdb-tt0089822} [Bluray-1080p][DTS-HD MA 1.0][x264]-PANAM.mkv,4500110870,4.19,1080p,1908.0,1080.0,H.264,DTS-HD,,BluRay,,87.2,6.88
Hunting Ava Bravo (2022),Hunting Ava Bravo (2022) {imdb-tt13872380} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv,/mnt/synology/rs-movies/Hunting Ava Bravo (2022)/Hunting Ava Bravo (2022) {imdb-tt13872380} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-CMRG.mkv,3709964420,3.46,1080p,1920.0,800.0,H.264,DD+,,WEB-DL,,78.8,6.27
North by Northwest (1959),North by Northwest (1959) {imdb-tt0053125} [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,/mnt/synology/rs-movies/North by Northwest (1959)/North by Northwest (1959) {imdb-tt0053125} [Bluray-1080p][AC3 5.1][x264]-EbP.mkv,13958018809,13.0,1080p,1920.0,1080.0,H.264,DD,,BluRay,,136.4,13.64
Breakfast on Pluto (2005),Breakfast on Pluto (2005) {imdb-tt0411195} [AMZN][WEBDL-1080p][EAC3 5.1][x264]-ABM.mkv,/mnt/synology/rs-movies/Breakfast on Pluto (2005)/Breakfast on Pluto (2005) {imdb-tt0411195} [AMZN][WEBDL-1080p][EAC3 5.1][x264]-ABM.mkv,9383931472,8.74,1080p,1920.0,1040.0,H.264,DD+,,WEB-DL,,129.2,9.68
No Way Out (1987),No Way Out (1987) {imdb-tt0093640} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-GPRS.mkv,/mnt/synology/rs-movies/No Way Out (1987)/No Way Out (1987) {imdb-tt0093640} [AMZN][WEBDL-1080p][EAC3 5.1][h264]-GPRS.mkv,12835928236,11.95,1080p,1920.0,1040.0,H.264,DD+,,WEB-DL,,114.4,14.96
Hellboy (2004),Hellboy (2004) {imdb-tt0167190} [Bluray-720p][DTS 5.1][x264].mkv,/mnt/synology/rs-movies/Hellboy (2004)/Hellboy (2004) {imdb-tt0167190} [Bluray-720p][DTS 5.1][x264].mkv,8532770790,7.95,720p,1280.0,696.0,H.264,DTS,,BluRay,,132.5,8.59
Hellboy (2004),Hellboy (2004) {imdb-tt0167190} {edition-Theatrical} [Bluray-1080p][DV HDR10][EAC3 7.1][x265]-DON.mkv,/mnt/synology/rs-movies/Hellboy (2004)/Hellboy (2004) {imdb-tt0167190} {edition-Theatrical} [Bluray-1080p][DV HDR10][EAC3 7.1][x265]-DON.mkv,29417916201,27.4,1080p,1920.0,1038.0,H.265,DD+,DV HDR10,BluRay,,121.9,32.17
