title,filename,path,size_bytes,size_gb,resolution,width,height,video_codec,audio_codec,hdr,source,group,duration_minutes,bitrate_mbps
Indiana Jones and the Last Crusade (1989),Indiana.Jones.and.the.Last.Crusade.1989.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HEVC.REMUX-FraMeSToR.mkv,/mnt/media/4K Movies/Indiana Jones and the Last Crusade (1989)/Indiana.Jones.and.the.Last.Crusade.1989.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HEVC.REMUX-FraMeSToR.mkv,55411267310,51.61,2160p,3840,2160,H.265,TrueHD Atmos,DV,Remux,,126.9,58.24
Captain Marvel (2019),Captain Marvel (2019) {imdb-tt4154664} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Captain Marvel (2019)/Captain Marvel (2019) {imdb-tt4154664} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,27339921228,25.46,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,123.7,29.47
Oppenheimer (2023),Oppenheimer (2023) {imdb-tt15398776} [Bluray-2160p][DV HDR10][DTS-HD MA 5.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Oppenheimer (2023)/Oppenheimer (2023) {imdb-tt15398776} [Bluray-2160p][DV HDR10][DTS-HD MA 5.1][x265]-MainFrame.mkv,42033663382,39.15,2160p,3840,2160,H.265,DTS-HD,DV HDR10,BluRay,,180.4,31.07
Wicked (2024),Wicked (2024) {imdb-tt1262426} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Wicked (2024)/Wicked (2024) {imdb-tt1262426} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,49011252657,45.65,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,160.2,40.8
The Revenant (2015),The Revenant (2015) {imdb-tt1663202} {edition-Open Matte} [Remux-2160p][DV HDR10Plus][TrueHD Atmos 7.1][h265]-Benflix.mkv,/mnt/media/4K Movies/The Revenant (2015)/The Revenant (2015) {imdb-tt1663202} {edition-Open Matte} [Remux-2160p][DV HDR10Plus][TrueHD Atmos 7.1][h265]-Benflix.mkv,74440451702,69.33,2160p,3840,2160,H.265,TrueHD,DV HDR10,Remux,,156.5,63.41
The Hobbit An Unexpected Journey (2012),The.Hobbit.An.Unexpected.Journey.2012.Extended.Cut.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HEVC.REMUX-FraMeSToR.mkv,/mnt/media/4K Movies/The Hobbit An Unexpected Journey (2012)/The.Hobbit.An.Unexpected.Journey.2012.Extended.Cut.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HEVC.REMUX-FraMeSToR.mkv,74566778707,69.45,2160p,3840,2160,H.265,TrueHD Atmos,DV,Remux,,182.5,54.47
The Hunger Games Mockingjay - Part 1 (2014),The Hunger Games Mockingjay Part 1 (2014) {imdb-tt1951265} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/The Hunger Games Mockingjay - Part 1 (2014)/The Hunger Games Mockingjay Part 1 (2014) {imdb-tt1951265} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,24058665436,22.41,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,122.9,26.11
The Hunger Games Mockingjay - Part 2 (2015),The Hunger Games Mockingjay Part 2 (2015) {imdb-tt1951266} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/The Hunger Games Mockingjay - Part 2 (2015)/The Hunger Games Mockingjay Part 2 (2015) {imdb-tt1951266} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,28585297679,26.62,2160p,3840,1612,H.265,TrueHD,DV HDR10,BluRay,,136.9,27.83
The Hunger Games Catching Fire (2013),The Hunger Games Catching Fire (2013) {imdb-tt1951264} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/The Hunger Games Catching Fire (2013)/The Hunger Games Catching Fire (2013) {imdb-tt1951264} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,40300327942,37.53,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,146.3,36.74
The Matrix Reloaded (2003),The Matrix Reloaded (2003) {imdb-tt0234215} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/The Matrix Reloaded (2003)/The Matrix Reloaded (2003) {imdb-tt0234215} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,45400173288,42.28,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,138.3,43.77
Furious 7 (2015),Furious.Seven.2015.Extended.2160p.UHD.BluRay.DTS-HD.HR.7.1.HDR.x265-CtrlHD.mkv,/mnt/media/4K Movies/Furious 7 (2015)/Furious.Seven.2015.Extended.2160p.UHD.BluRay.DTS-HD.HR.7.1.HDR.x265-CtrlHD.mkv,27820615338,25.91,2160p,3840,1600,H.265,DTS-HD,HDR,BluRay,,139.9,26.51
Captain America The First Avenger (2011),Captain America The First Avenger (2011) {imdb-tt0458339} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-KeYBLaDE.mkv,/mnt/media/4K Movies/Captain America The First Avenger (2011)/Captain America The First Avenger (2011) {imdb-tt0458339} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-KeYBLaDE.mkv,26034478918,24.25,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,124.2,27.96
Thor The Dark World (2013),Thor The Dark World (2013) {imdb-tt1981115} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-HQMUX.mkv,/mnt/media/4K Movies/Thor The Dark World (2013)/Thor The Dark World (2013) {imdb-tt1981115} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-HQMUX.mkv,24511984455,22.83,2160p,3840,1600,H.265,TrueHD,HDR10,BluRay,,112.1,29.17
Edge of Tomorrow (2014),Edge of Tomorrow (2014) {imdb-tt1631867} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,/mnt/media/4K Movies/Edge of Tomorrow (2014)/Edge of Tomorrow (2014) {imdb-tt1631867} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,39542871231,36.83,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,113.5,46.47
2001 A Space Odyssey (1968),2001 A Space Odyssey (1968) {imdb-tt0062622} [Remux-2160p Proper][DV HDR10][DTS-HD MA 5.1][HEVC]-FraMeSToR.mkv,/mnt/media/4K Movies/2001 A Space Odyssey (1968)/2001 A Space Odyssey (1968) {imdb-tt0062622} [Remux-2160p Proper][DV HDR10][DTS-HD MA 5.1][HEVC]-FraMeSToR.mkv,77358146060,72.05,2160p,3840,2160,H.265,DTS-HD,DV HDR10,Remux,,148.8,69.31
Star Wars (1977),Star Wars (1977) {imdb-tt0076759} - [Hybrid][Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-HiDt.mkv,/mnt/media/4K Movies/Star Wars (1977)/Star Wars (1977) {imdb-tt0076759} - [Hybrid][Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-HiDt.mkv,30589673708,28.49,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,124.8,32.69
Godzilla Minus One (2023),Godzilla Minus One (2023) {imdb-tt23289160} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Godzilla Minus One (2023)/Godzilla Minus One (2023) {imdb-tt23289160} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,24406058290,22.73,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,124.8,26.08
Pulp Fiction (1994),Pulp Fiction (1994) {imdb-tt0110912} [Bluray-2160p][DV HDR10][DTS-HD MA 5.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Pulp Fiction (1994)/Pulp Fiction (1994) {imdb-tt0110912} [Bluray-2160p][DV HDR10][DTS-HD MA 5.1][x265]-W4NK3R.mkv,34687441483,32.31,2160p,3840,1632,H.265,DTS-HD,DV HDR10,BluRay,,154.5,29.93
Black Panther Wakanda Forever (2022),Black Panther Wakanda Forever (2022) {imdb-tt9114286} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Black Panther Wakanda Forever (2022)/Black Panther Wakanda Forever (2022) {imdb-tt9114286} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,33454723870,31.16,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,161.3,27.65
E.T. the Extra-Terrestrial (1982),E.T. the Extra-Terrestrial (1982) {imdb-tt0083866} [Bluray-2160p][HDR10][DTS-X 7.1][x265]-CtrlHD.mkv,/mnt/media/4K Movies/E.T. the Extra-Terrestrial (1982)/E.T. the Extra-Terrestrial (1982) {imdb-tt0083866} [Bluray-2160p][HDR10][DTS-X 7.1][x265]-CtrlHD.mkv,41672259715,38.81,2160p,3840,2076,H.265,DTS:X,HDR10,BluRay,,114.5,48.53
Heat (1995),Heat (1995) {imdb-tt0113277} [Remux-2160p][HDR10][DTS-HD MA 5.1][HEVC]-FraMeSToR.mkv,/mnt/media/4K Movies/Heat (1995)/Heat (1995) {imdb-tt0113277} [Remux-2160p][HDR10][DTS-HD MA 5.1][HEVC]-FraMeSToR.mkv,58726872500,54.69,2160p,3840,2160,H.265,DTS-HD,HDR10,Remux,,170.3,45.98
Avatar (2009),Avatar (2009) {imdb-tt0499549} [Remux-2160p Proper][HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,/mnt/media/4K Movies/Avatar (2009)/Avatar (2009) {imdb-tt0499549} [Remux-2160p Proper][HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,76504491782,71.25,2160p,3840,2160,H.265,TrueHD,HDR10,Remux,,162.0,62.95
The Lion King (1994),The Lion King (1994) {imdb-tt0110357} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/The Lion King (1994)/The Lion King (1994) {imdb-tt0110357} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,20427348773,19.02,2160p,3840,2160,H.265,TrueHD,DV HDR10,BluRay,,88.4,30.81
Solo A Star Wars Story (2018),Solo A Star Wars Story (2018) {imdb-tt3778644} - [Hybrid][Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-HiDt.mkv,/mnt/media/4K Movies/Solo A Star Wars Story (2018)/Solo A Star Wars Story (2018) {imdb-tt3778644} - [Hybrid][Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-HiDt.mkv,33766730328,31.45,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,134.8,33.4
Mission Impossible Dead Reckoning Part One (2023),Mission Impossible Dead Reckoning Part One (2023) {imdb-tt9603212} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Mission Impossible Dead Reckoning Part One (2023)/Mission Impossible Dead Reckoning Part One (2023) {imdb-tt9603212} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,50455600294,46.99,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,163.4,41.16
Civil War (2024),Civil War (2024) {imdb-tt17279496} [Bluray-2160p][DV HDR10Plus][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Civil War (2024)/Civil War (2024) {imdb-tt17279496} [Bluray-2160p][DV HDR10Plus][TrueHD Atmos 7.1][x265]-MainFrame.mkv,24268262391,22.6,2160p,3840,2076,H.265,TrueHD,DV HDR10,BluRay,,108.8,29.75
Venom The Last Dance (2024),Venom The Last Dance (2024) {imdb-tt16366836} [Bluray-2160p][DV HDR10Plus][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Venom The Last Dance (2024)/Venom The Last Dance (2024) {imdb-tt16366836} [Bluray-2160p][DV HDR10Plus][TrueHD Atmos 7.1][x265]-MainFrame.mkv,24926551446,23.21,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,109.0,30.5
Furiosa A Mad Max Saga (2024),Furiosa A Mad Max Saga (2024) {imdb-tt12037194} [Bluray-2160p][DV HDR10Plus][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Furiosa A Mad Max Saga (2024)/Furiosa A Mad Max Saga (2024) {imdb-tt12037194} [Bluray-2160p][DV HDR10Plus][TrueHD Atmos 7.1][x265]-MainFrame.mkv,43384252482,40.4,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,148.2,39.03
Furiosa A Mad Max Saga (2024),Furiosa A Mad Max Saga (2024) {imdb-tt12037194} [WEBDL-2160p][DV HDR10Plus][EAC3 Atmos 5.1][h265]-FLUX.mkv,/mnt/media/4K Movies/Furiosa A Mad Max Saga (2024)/Furiosa A Mad Max Saga (2024) {imdb-tt12037194} [WEBDL-2160p][DV HDR10Plus][EAC3 Atmos 5.1][h265]-FLUX.mkv,16242741248,15.13,2160p,3840,1608,H.265,DD+,DV HDR10,WEB-DL,,148.2,14.61
Constantine (2005),Constantine (2005) {imdb-tt0360486} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Constantine (2005)/Constantine (2005) {imdb-tt0360486} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,35932453738,33.46,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,120.8,39.67
Blade Runner (1982),Blade Runner (1982) {imdb-tt0083658} {edition-Final Cut} [Remux-2160p][HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,/mnt/media/4K Movies/Blade Runner (1982)/Blade Runner (1982) {imdb-tt0083658} {edition-Final Cut} [Remux-2160p][HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,49137380928,45.76,2160p,3840,2160,H.265,TrueHD,HDR10,Remux,,117.5,55.75
Twisters (2024),Twisters (2024) {imdb-tt12584954} [Bluray-2160p][DV HDR10Plus][TrueHD Atmos 7.1][x265]-SPHD.mkv,/mnt/media/4K Movies/Twisters (2024)/Twisters (2024) {imdb-tt12584954} [Bluray-2160p][DV HDR10Plus][TrueHD Atmos 7.1][x265]-SPHD.mkv,53819448081,50.12,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,122.4,58.63
The Dark Knight (2008),The Dark Knight (2008) {imdb-tt0468569} [Hybrid][Remux-2160p][DV HDR10][TrueHD 5.1][HEVC]-FraMeSToR.mkv,/mnt/media/4K Movies/The Dark Knight (2008)/The Dark Knight (2008) {imdb-tt0468569} [Hybrid][Remux-2160p][DV HDR10][TrueHD 5.1][HEVC]-FraMeSToR.mkv,57715936267,53.75,2160p,3840,2160,H.265,TrueHD,DV HDR10,Remux,,152.2,50.56
John Wick (2014),John Wick (2014) {imdb-tt2911666} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,/mnt/media/4K Movies/John Wick (2014)/John Wick (2014) {imdb-tt2911666} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,43602007830,40.61,2160p,3836,1600,H.265,TrueHD,DV HDR10,BluRay,,101.2,57.43
Avengers Age of Ultron (2015),Avengers Age of Ultron (2015) {imdb-tt2395427} [Hybrid][Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,/mnt/media/4K Movies/Avengers Age of Ultron (2015)/Avengers Age of Ultron (2015) {imdb-tt2395427} [Hybrid][Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,52954953563,49.32,2160p,3840,2160,H.265,TrueHD,DV HDR10,Remux,,141.3,49.96
Logan (2017),Logan (2017) {imdb-tt3315342} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-CtrlHD.mkv,/mnt/media/4K Movies/Logan (2017)/Logan (2017) {imdb-tt3315342} [Bluray-2160p][HDR10][TrueHD Atmos 7.1][x265]-CtrlHD.mkv,21025415409,19.58,2160p,3840,1604,H.265,TrueHD,HDR10,BluRay,,137.4,20.4
Dune Part Two (2024),Dune Part Two (2024) {imdb-tt15239678} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Dune Part Two (2024)/Dune Part Two (2024) {imdb-tt15239678} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,35311364523,32.89,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,165.8,28.39
Twister (1996),Twister (1996) {imdb-tt0117998} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Twister (1996)/Twister (1996) {imdb-tt0117998} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,34692465899,32.31,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,113.1,40.91
Man of Steel (2013),Man of Steel (2013) {imdb-tt0770828} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,/mnt/media/4K Movies/Man of Steel (2013)/Man of Steel (2013) {imdb-tt0770828} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,51532340895,47.99,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,143.0,48.05
Pacific Rim Uprising (2018),Pacific Rim Uprising (2018) {imdb-tt2557478} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Pacific Rim Uprising (2018)/Pacific Rim Uprising (2018) {imdb-tt2557478} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,32544472499,30.31,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,110.7,39.19
TRON Legacy (2010),TRON Legacy (2010) {imdb-tt1104001} - {edition-IMAX} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,/mnt/media/4K Movies/TRON Legacy (2010)/TRON Legacy (2010) {imdb-tt1104001} - {edition-IMAX} [Bluray-2160p][TrueHD Atmos 7.1][DV HDR10][x265]-SPHD.mkv,38988504391,36.31,2160p,3840,2160,H.265,TrueHD,DV HDR10,BluRay,,125.1,41.54
Iron Man 2 (2010),Iron Man 2 (2010) {imdb-tt1228705} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Iron Man 2 (2010)/Iron Man 2 (2010) {imdb-tt1228705} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,26097461462,24.31,2160p,3840,1632,H.265,TrueHD,DV HDR10,BluRay,,124.6,27.92
Pitch Black (2000),Pitch Black (2000) {imdb-tt0134847} {edition-Director's Cut} [Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,/mnt/media/4K Movies/Pitch Black (2000)/Pitch Black (2000) {imdb-tt0134847} {edition-Director's Cut} [Remux-2160p][DV HDR10][TrueHD Atmos 7.1][HEVC]-FraMeSToR.mkv,51828856170,48.27,2160p,3840,2160,H.265,TrueHD,DV HDR10,Remux,,111.9,61.76
Uncharted (2022),Uncharted (2022) {imdb-tt1464335} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Uncharted (2022)/Uncharted (2022) {imdb-tt1464335} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,32080055301,29.88,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,115.9,36.91
The Matrix (1999),The Matrix (1999) {imdb-tt0133093} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/The Matrix (1999)/The Matrix (1999) {imdb-tt0133093} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,43049373946,40.09,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,136.3,42.11
The Matrix Resurrections (2021),The Matrix Resurrections (2021) {imdb-tt10838180} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/The Matrix Resurrections (2021)/The Matrix Resurrections (2021) {imdb-tt10838180} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,51054251028,47.55,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,148.0,46.01
Ant-Man and the Wasp Quantumania (2023),Ant-Man and the Wasp Quantumania (2023) {imdb-tt10954600} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,/mnt/media/4K Movies/Ant-Man and the Wasp Quantumania (2023)/Ant-Man and the Wasp Quantumania (2023) {imdb-tt10954600} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,35845429655,33.38,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,124.5,38.39
Ant-Man (2015),Ant-Man (2015) {imdb-tt0478970} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Ant-Man (2015)/Ant-Man (2015) {imdb-tt0478970} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,19207971893,17.89,2160p,3840,2076,H.265,TrueHD,DV HDR10,BluRay,,117.1,21.87
Ant-Man and the Wasp (2018),Ant-Man and the Wasp (2018) {imdb-tt5095030} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Ant-Man and the Wasp (2018)/Ant-Man and the Wasp (2018) {imdb-tt5095030} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,22279565978,20.75,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,118.2,25.14
The Super Mario Bros. Movie (2023),The Super Mario Bros. Movie (2023) {imdb-tt6718170} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/The Super Mario Bros. Movie (2023)/The Super Mario Bros. Movie (2023) {imdb-tt6718170} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,23008761571,21.43,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,92.4,33.2
The Mummy (1999),The Mummy (1999) {imdb-tt0120616} [Bluray-2160p][HDR10][DTS-X 7.1][x265]-IAMABLE.mkv,/mnt/media/4K Movies/The Mummy (1999)/The Mummy (1999) {imdb-tt0120616} [Bluray-2160p][HDR10][DTS-X 7.1][x265]-IAMABLE.mkv,34922390576,32.52,2160p,3840,1636,H.265,DTS:X,HDR10,BluRay,,124.8,37.3
The Mummy Returns (2001),The Mummy Returns (2001) {imdb-tt0209163} [Bluray-2160p][HDR10][DTS-X 7.1][x265]-CtrlHD.mkv,/mnt/media/4K Movies/The Mummy Returns (2001)/The Mummy Returns (2001) {imdb-tt0209163} [Bluray-2160p][HDR10][DTS-X 7.1][x265]-CtrlHD.mkv,48929789155,45.57,2160p,3840,1632,H.265,DTS:X,HDR10,BluRay,,129.5,50.36
John Wick Chapter 4 (2022),John Wick Chapter 4 (2023) {imdb-tt10366206} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,/mnt/media/4K Movies/John Wick Chapter 4 (2022)/John Wick Chapter 4 (2023) {imdb-tt10366206} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-SPHD.mkv,47347063614,44.1,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,169.3,37.29
Shazam! Fury of the Gods (2023),Shazam! Fury of the Gods (2023) {imdb-tt10151854} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Shazam! Fury of the Gods (2023)/Shazam! Fury of the Gods (2023) {imdb-tt10151854} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,40464667352,37.69,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,130.3,41.42
Shazam! (2019),Shazam! (2019) {imdb-tt0448115} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,/mnt/media/4K Movies/Shazam! (2019)/Shazam! (2019) {imdb-tt0448115} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-W4NK3R.mkv,53068842385,49.42,2160p,3840,1608,H.265,TrueHD,DV HDR10,BluRay,,131.7,53.72
Ad Astra (2019),Ad Astra (2019) {imdb-tt2935510} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-KeYBLaDE.mkv,/mnt/media/4K Movies/Ad Astra (2019)/Ad Astra (2019) {imdb-tt2935510} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-KeYBLaDE.mkv,27841043730,25.93,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,123.0,30.17
The Shawshank Redemption (1994),The Shawshank Redemption (1994) {imdb-tt0111161} [Bluray-2160p][DV HDR10][EAC3 5.1][x265]-hallowed.mkv,/mnt/media/4K Movies/The Shawshank Redemption (1994)/The Shawshank Redemption (1994) {imdb-tt0111161} [Bluray-2160p][DV HDR10][EAC3 5.1][x265]-hallowed.mkv,17932489875,16.7,2160p,3840,2076,H.265,DD+,DV HDR10,BluRay,,142.5,16.77
Pacific Rim (2013),Pacific Rim (2013) {imdb-tt1663662} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,/mnt/media/4K Movies/Pacific Rim (2013)/Pacific Rim (2013) {imdb-tt1663662} [Bluray-2160p][DV HDR10][TrueHD Atmos 7.1][x265]-MainFrame.mkv,18481905664,17.21,2160p,3840,2160,H.265,TrueHD,DV HDR10,BluRay,,131.3,18.77
Mission Impossible III (2006),Mission Impossible III (2006) {imdb-tt0317919} [Bluray-2160p][DV HDR10][TrueHD 5.1][x265]-SPHD.mkv,/mnt/media/4K Movies/Mission Impossible III (2006)/Mission Impossible III (2006) {imdb-tt0317919} [Bluray-2160p][DV HDR10][TrueHD 5.1][x265]-SPHD.mkv,31350084439,29.2,2160p,3840,1600,H.265,TrueHD,DV HDR10,BluRay,,125.4,33.33
Mission Impossible Ghost Protocol (2011),Mission Impossible Ghost Protocol (2011) {imdb-tt1229238} [Bluray-2160p][HDR10][TrueHD 7.1][x265]-HQMUX.mkv,/mnt/media/4K Movies/Mission Impossible Ghost Protocol (2011)/Mission Impossible Ghost Protocol (2011) {imdb-tt1229238} [Bluray-2160p][HDR10][TrueHD 7.1][x265]-HQMUX.mkv,27617674989,25.72,2160p,3840,1600,H.265,TrueHD,HDR10,BluRay,,132.9,27.7
