title,show_folder,filename,path,relative_path,size_bytes,size_gb,resolution,width,height,video_codec,audio_codec,hdr,source,group,duration_minutes,bitrate_mbps,tvdb_id,tmdb_id,imdb_id,year,season,episode,episode_title
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S01E01 - Strange New Worlds [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E01 - Strange New Worlds [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E01 - Strange New Worlds [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,5708517400,5.32,2160p,,,H.265,DD+,DV,WEB-DL,,,,,,,2022,1,1,Strange New Worlds
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S01E02 - Children of the Comet [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E02 - Children of the Comet [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E02 - Children of the Comet [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,5591330544,5.21,2160p,,,H.265,DD+,DV,WEB-DL,,,,,,,2022,1,2,Children of the Comet
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S01E03 - Ghosts of Illyria [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E03 - Ghosts of Illyria [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E03 - Ghosts of Illyria [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,4819126335,4.49,2160p,,,H.265,DD+,DV,WEB-DL,,,,,,,2022,1,3,Ghosts of Illyria
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S01E04 - Memento Mori [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E04 - Memento Mori [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E04 - Memento Mori [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,5706935407,5.31,2160p,,,H.265,DD+,DV,WEB-DL,,,,,,,2022,1,4,Memento Mori
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S01E05 - Spock Amok [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E05 - Spock Amok [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E05 - Spock Amok [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,5490317960,5.11,2160p,,,H.265,DD+,DV,WEB-DL,,,,,,,2022,1,5,Spock Amok
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S01E06 - Lift Us Where Suffering Cannot Reach [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E06 - Lift Us Where Suffering Cannot Reach [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E06 - Lift Us Where Suffering Cannot Reach [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,5353413410,4.99,2160p,,,H.265,DD+,DV,WEB-DL,,,,,,,2022,1,6,Lift Us Where Suffering Cannot Reach
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S01E07 - The Serene Squall [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E07 - The Serene Squall [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E07 - The Serene Squall [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,5281778826,4.92,2160p,,,H.265,DD+,DV,WEB-DL,,,,,,,2022,1,7,The Serene Squall
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S01E08 - The Elysian Kingdom [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E08 - The Elysian Kingdom [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E08 - The Elysian Kingdom [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,5694024948,5.3,2160p,,,H.265,DD+,DV,WEB-DL,,,,,,,2022,1,8,The Elysian Kingdom
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S01E09 - All Those Who Wander [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E09 - All Those Who Wander [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E09 - All Those Who Wander [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,5592296193,5.21,2160p,,,H.265,DD+,DV,WEB-DL,,,,,,,2022,1,9,All Those Who Wander
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S01E10 - A Quality of Mercy [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E10 - A Quality of Mercy [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,Star Trek Strange New Worlds/Season 01/Star Trek Strange New Worlds (2022) - S01E10 - A Quality of Mercy [PMTP PMTP PMTP WEBDL-2160p][DV][EAC3 5.1][h265].mkv,6668371862,6.21,2160p,,,H.265,DD+,DV,WEB-DL,,,,,,,2022,1,10,A Quality of Mercy
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S03E03 - Shuttle to Kenfori [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265]-successfulcrab.mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E03 - Shuttle to Kenfori [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265]-successfulcrab.mkv,Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E03 - Shuttle to Kenfori [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265]-successfulcrab.mkv,2644842666,2.46,2160p,,,H.265,DD+,HDR10+,WEB-DL,,,,,,,2022,3,3,Shuttle to Kenfori
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S03E04 - A Space Adventure Hour [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265]-successfulcrab.mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E04 - A Space Adventure Hour [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265]-successfulcrab.mkv,Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E04 - A Space Adventure Hour [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265]-successfulcrab.mkv,3917184213,3.65,2160p,,,H.265,DD+,DV HDR10,WEB-DL,,,,,,,2022,3,4,A Space Adventure Hour
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S03E05 - Through the Lens of Time [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265]-successfulcrab.mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E05 - Through the Lens of Time [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265]-successfulcrab.mkv,Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E05 - Through the Lens of Time [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265]-successfulcrab.mkv,1601620384,1.49,2160p,,,H.265,DD+,HDR10+,WEB-DL,,,,,,,2022,3,5,Through the Lens of Time
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S03E06 - The Sehlat Who Ate Its Tail [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265]-successfulcrab.mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E06 - The Sehlat Who Ate Its Tail [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265]-successfulcrab.mkv,Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E06 - The Sehlat Who Ate Its Tail [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265]-successfulcrab.mkv,2141752933,1.99,2160p,,,H.265,DD+,HDR10+,WEB-DL,,,,,,,2022,3,6,The Sehlat Who Ate Its Tail
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S03E07 - What Is Starfleet [[Trash] Release Sources (Streaming Service)_14_15 Release Sources (Streaming Service)_11_7 Release Sources (Streaming Service)_17_8][WEBDL-2160p][EAC3 5.1][DV HDR10Plus][h265]-FLUX.mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E07 - What Is Starfleet [[Trash] Release Sources (Streaming Service)_14_15 Release Sources (Streaming Service)_11_7 Release Sources (Streaming Service)_17_8][WEBDL-2160p][EAC3 5.1][DV HDR10Plus][h265]-FLUX.mkv,Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E07 - What Is Starfleet [[Trash] Release Sources (Streaming Service)_14_15 Release Sources (Streaming Service)_11_7 Release Sources (Streaming Service)_17_8][WEBDL-2160p][EAC3 5.1][DV HDR10Plus][h265]-FLUX.mkv,2608280850,2.43,2160p,,,H.265,DD+,DV HDR10,WEB-DL,,,,,,,2022,3,7,What Is Starfleet
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S03E08 - Four-and-a-Half Vulcans [WEBDL-2160p][EAC3 5.1][DV HDR10Plus][h265]-HONE.mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E08 - Four-and-a-Half Vulcans [WEBDL-2160p][EAC3 5.1][DV HDR10Plus][h265]-HONE.mkv,Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E08 - Four-and-a-Half Vulcans [WEBDL-2160p][EAC3 5.1][DV HDR10Plus][h265]-HONE.mkv,9902182735,9.22,2160p,,,H.265,DD+,DV HDR10,WEB-DL,,,,,,,2022,3,8,Four-and-a-Half Vulcans
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S03E09 - Terrarium [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265]-successfulcrab.mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E09 - Terrarium [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265]-successfulcrab.mkv,Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E09 - Terrarium [WEBDL-2160p][EAC3 5.1][HDR10Plus][h265]-successfulcrab.mkv,2127197860,1.98,2160p,,,H.265,DD+,HDR10+,WEB-DL,,,,,,,2022,3,9,Terrarium
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S03E10 - New Life and New Civili... [[Trash] Release Sources (Streaming Service)_14_15 Release Sources (Streaming Service)_11_7 Release Sources (Streaming Service)_17_8][WEBDL-2160p][EAC3 5.1][HDR10Plus][h265]-STC.mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E10 - New Life and New Civili... [[Trash] Release Sources (Streaming Service)_14_15 Release Sources (Streaming Service)_11_7 Release Sources (Streaming Service)_17_8][WEBDL-2160p][EAC3 5.1][HDR10Plus][h265]-STC.mkv,Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E10 - New Life and New Civili... [[Trash] Release Sources (Streaming Service)_14_15 Release Sources (Streaming Service)_11_7 Release Sources (Streaming Service)_17_8][WEBDL-2160p][EAC3 5.1][HDR10Plus][h265]-STC.mkv,1663549946,1.55,2160p,,,H.265,DD+,HDR10+,WEB-DL,,,,,,,2022,3,10,New Life and New Civili...
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S03E02 - Wedding Bell Blues [WEBDL-2160p][HDR10Plus][EAC3 5.1][h265]-successfulcrab.mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E02 - Wedding Bell Blues [WEBDL-2160p][HDR10Plus][EAC3 5.1][h265]-successfulcrab.mkv,Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E02 - Wedding Bell Blues [WEBDL-2160p][HDR10Plus][EAC3 5.1][h265]-successfulcrab.mkv,1443222663,1.34,2160p,,,H.265,DD+,HDR10+,WEB-DL,,,,,,,2022,3,2,Wedding Bell Blues
Star Trek Strange New Worlds,Star Trek Strange New Worlds,Star Trek Strange New Worlds (2022) - S03E01 - Hegemony 2 [WEBDL-2160p][HDR10Plus][EAC3 5.1][h265]-successfulcrab.mkv,/mnt/media/4K TV Shows/Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E01 - Hegemony 2 [WEBDL-2160p][HDR10Plus][EAC3 5.1][h265]-successfulcrab.mkv,Star Trek Strange New Worlds/Season 03/Star Trek Strange New Worlds (2022) - S03E01 - Hegemony 2 [WEBDL-2160p][HDR10Plus][EAC3 5.1][h265]-successfulcrab.mkv,2111448590,1.97,2160p,,,H.265,DD+,HDR10+,WEB-DL,,,,,,,2022,3,1,Hegemony 2
The Lord of the Rings The Rings of Power,The Lord of the Rings The Rings of Power,The.Lord.Of.The.Rings-The.Rings.Of.Power.2022.S01E01.2160p.AMZN.WEB-DL.Hybrid.HDR10.DV.HEVC.DDPA5.1.English-HONE.mkv,/mnt/media/4K TV Shows/The Lord of the Rings The Rings of Power/Season 01/The.Lord.Of.The.Rings-The.Rings.Of.Power.2022.S01E01.2160p.AMZN.WEB-DL.Hybrid.HDR10.DV.HEVC.DDPA5.1.English-HONE.mkv,The Lord of the Rings The Rings of Power/Season 01/The.Lord.Of.The.Rings-The.Rings.Of.Power.2022.S01E01.2160p.AMZN.WEB-DL.Hybrid.HDR10.DV.HEVC.DDPA5.1.English-HONE.mkv,9231872409,8.6,2160p,,,H.265,DD,DV,WEB-DL,,,,,,,,1,1,
The Lord of the Rings The Rings of Power,The Lord of the Rings The Rings of Power,The.Lord.Of.The.Rings-The.Rings.Of.Power.2022.S01E02.2160p.AMZN.WEB-DL.Hybrid.HDR10.DV.HEVC.DDPA5.1.English-HONE.mkv,/mnt/media/4K TV Shows/The Lord of the Rings The Rings of Power/Season 01/The.Lord.Of.The.Rings-The.Rings.Of.Power.2022.S01E02.2160p.AMZN.WEB-DL.Hybrid.HDR10.DV.HEVC.DDPA5.1.English-HONE.mkv,The Lord of the Rings The Rings of Power/Season 01/The.Lord.Of.The.Rings-The.Rings.Of.Power.2022.S01E02.2160p.AMZN.WEB-DL.Hybrid.HDR10.DV.HEVC.DDPA5.1.English-HONE.mkv,9640430373,8.98,2160p,,,H.265,DD,DV,WEB-DL,,,,,,,,1,2,
The Lord of the Rings The Rings of Power,The Lord of the Rings The Rings of Power,The.Lord.Of.The.Rings-The.Rings.Of.Power.2022.S01E03.2160p.AMZN.WEB-DL.Hybrid.HDR10.DV.HEVC.DDPA5.1.English-HONE.mkv,/mnt/media/4K TV Shows/The Lord of the Rings The Rings of Power/Season 01/The.Lord.Of.The.Rings-The.Rings.Of.Power.2022.S01E03.2160p.AMZN.WEB-DL.Hybrid.HDR10.DV.HEVC.DDPA5.1.English-HONE.mkv,The Lord of the Rings The Rings of Power/Season 01/The.Lord.Of.The.Rings-The.Rings.Of.Power.2022.S01E03.2160p.AMZN.WEB-DL.Hybrid.HDR10.DV.HEVC.DDPA5.1.English-HONE.mkv,10022409895,9.33,2160p,,,H.265,DD,DV,WEB-DL,,,,,,,,1,3,
The Lord of the Rings The Rings of Power,The Lord of the Rings The Rings of Power,The.Lord.Of.The.Rings-The.Rings.Of.Power.2022.S01E04.2160p.AMZN.WEB-DL.Hybrid.HDR10.DV.HEVC.DDPA5.1.English-HONE.mkv,/mnt/media/4K TV Shows/The Lord of the Rings The Rings of Power/Season 01/The.Lord.Of.The.Rings-The.Rings.Of.Power.2022.S01E04.2160p.AMZN.WEB-DL.Hybrid.HDR10.DV.HEVC.DDPA5.1.English-HONE.mkv,The Lord of the Rings The Rings of Power/Season 01/The.Lord.Of.The.Rings-The.Rings.Of.Power.2022.S01E04.2160p.AMZN.WEB-DL.Hybrid.HDR10.DV.HEVC.DDPA5.1.English-HONE.mkv,10380918187,9.67,2160p,,,H.265,DD,DV,WEB-DL,,,,,,,,1,4,
The Lord of the Rings The Rings of Power,The Lord of the Rings The Rings of Power,The.Lord.Of.The.Rings-The.Rings.Of.Power.2022.S01E05.2160p.AMZN.WEB-DL.Hybrid.HDR10.DV.HEVC.DDPA5.1.English-HONE.mkv,/mnt/media/4K TV Shows/The Lord of the Rings The Rings of Power/Season 01/The.Lord.Of.The.Rings-The.Rings.Of.Power.2022.S01E05.2160p.AMZN.WEB-DL.Hybrid.HDR10.DV.HEVC.DDPA5.1.English-HONE.mkv,The Lord of the Rings The Rings of Power/Season 01/The.Lord.Of.The.Rings-The.Rings.Of.Power.2022.S01E05.2160p.AMZN.WEB-DL.Hybrid.HDR10.DV.HEVC.DDPA5.1.English-HONE.mkv,10444851645,9.73,2160p,,,H.265,DD,DV,WEB-DL,,,,,,,,1,5,
The Lord of the Rings The Rings of Power,The Lord of the Rings The Rings of Power,The.Lord.Of.The.Rings-The.Rings.Of.Power.2022.S01E06.2160p.AMZN.WEB-DL.Hybrid.HDR10.DV.HEVC.DDPA5.1.English-HONE.mkv,/mnt/media/4K TV Shows/The Lord of the Rings The Rings of Power/Season 01/The.Lord.Of.The.Rings-The.Rings.Of.Power.2022.S01E06.2160p.AMZN.WEB-DL.Hybrid.HDR10.DV.HEVC.DDPA5.1.English-HONE.mkv,The Lord of the Rings The Rings of Power/Season 01/The.Lord.Of.The.Rings-The.Rings.Of.Power.2022.S01E06.2160p.AMZN.WEB-DL.Hybrid.HDR10.DV.HEVC.DDPA5.1.English-HONE.mkv,10020993764,9.33,2160p,,,H.265,DD,DV,WEB-DL,,,,,,,,1,6,
